Timestamp,Scope,Name,HTTP_RPM,HTTP_LAT_ms,gRPC_RPM,gRPC_LAT_ms,CPU_m,MEM_MiB,Pods,CPU_pct,MEM_pct,NET_RX_Bps,NET_TX_Bps
2026-04-02 09:44:13,service,details-v1,0.0,0.0,0.0,0.0,0,25,1,,,,
2026-04-02 09:44:13,service,productpage-v1,0.0,0.0,0.0,0.0,1,302,1,,,,
2026-04-02 09:44:13,service,ratings-v1,56.0,20.2,0.0,0.0,0,30,1,,,,
2026-04-02 09:44:13,service,reviews-v1,24.0,23.5,0.0,0.0,1,100,1,,,,
2026-04-02 09:44:13,service,reviews-v2,20.0,165.0,0.0,0.0,19,233,2,,,,
2026-04-02 09:44:13,service,reviews-v3,36.0,56.0,0.0,0.0,45,754,7,,,,
2026-04-02 09:44:13,node,master,,,,,229,2879,,11.5,75.0,0.0,0.0
2026-04-02 09:44:13,node,worker,,,,,531,1559,,26.6,40.6,0.0,0.0
2026-04-02 09:44:13,node,worker-2,,,,,444,2580,,22.2,67.2,0.0,0.0
2026-04-02 09:44:22,service,details-v1,464.0,13.3,0.0,0.0,0,25,1,,,,
2026-04-02 09:44:22,service,productpage-v1,0.0,0.0,0.0,0.0,1,302,1,,,,
2026-04-02 09:44:22,service,ratings-v1,268.0,5.8,0.0,0.0,0,30,1,,,,
2026-04-02 09:44:22,service,reviews-v1,96.0,9.6,0.0,0.0,1,100,1,,,,
2026-04-02 09:44:22,service,reviews-v2,112.0,51.3,0.0,0.0,1,125,1,,,,
2026-04-02 09:44:22,service,reviews-v3,128.0,27.3,0.0,0.0,1,112,1,,,,
2026-04-02 09:44:22,node,master,,,,,229,2879,,11.5,75.0,0.0,0.0
2026-04-02 09:44:22,node,worker,,,,,531,1559,,26.6,40.6,0.0,0.0
2026-04-02 09:44:22,node,worker-2,,,,,444,2580,,22.2,67.2,0.0,0.0
2026-04-02 09:44:28,service,details-v1,464.0,13.3,0.0,0.0,0,25,1,,,,
2026-04-02 09:44:28,service,productpage-v1,0.0,0.0,0.0,0.0,54,302,1,,,,
2026-04-02 09:44:28,service,ratings-v1,268.0,5.8,0.0,0.0,1,30,1,,,,
2026-04-02 09:44:28,service,reviews-v1,96.0,9.6,0.0,0.0,3,100,1,,,,
2026-04-02 09:44:28,service,reviews-v2,112.0,51.3,0.0,0.0,8,126,1,,,,
2026-04-02 09:44:28,service,reviews-v3,128.0,27.3,0.0,0.0,4,112,1,,,,
2026-04-02 09:44:28,node,master,,,,,932,2280,,46.6,59.4,0.0,0.0
2026-04-02 09:44:28,node,worker,,,,,420,1267,,21.0,33.0,0.0,0.0
2026-04-02 09:44:28,node,worker-2,,,,,1518,761,,75.9,19.8,0.0,0.0
2026-04-02 09:44:35,service,details-v1,1104.0,5.4,0.0,0.0,14,25,1,,,,
2026-04-02 09:44:35,service,productpage-v1,1432.0,40.5,0.0,0.0,54,302,1,,,,
2026-04-02 09:44:35,service,ratings-v1,620.0,2.2,0.0,0.0,1,30,1,,,,
2026-04-02 09:44:35,service,reviews-v1,220.0,5.5,0.0,0.0,3,100,1,,,,
2026-04-02 09:44:35,service,reviews-v2,236.0,23.1,0.0,0.0,8,126,1,,,,
2026-04-02 09:44:35,service,reviews-v3,236.0,13.1,0.0,0.0,4,112,1,,,,
2026-04-02 09:44:35,node,master,,,,,932,2280,,46.6,59.4,0.0,0.0
2026-04-02 09:44:35,node,worker,,,,,420,1267,,21.0,33.0,0.0,0.0
2026-04-02 09:44:35,node,worker-2,,,,,1518,761,,75.9,19.8,0.0,0.0
2026-04-02 09:44:40,service,details-v1,1436.0,2.7,0.0,0.0,14,25,1,,,,
2026-04-02 09:44:40,service,productpage-v1,1432.0,40.5,0.0,0.0,54,302,1,,,,
2026-04-02 09:44:40,service,ratings-v1,820.0,1.3,0.0,0.0,1,30,1,,,,
2026-04-02 09:44:40,service,reviews-v1,296.0,3.1,0.0,0.0,3,100,1,,,,
2026-04-02 09:44:40,service,reviews-v2,280.0,9.9,0.0,0.0,8,126,1,,,,
2026-04-02 09:44:40,service,reviews-v3,288.0,6.4,0.0,0.0,4,112,1,,,,
2026-04-02 09:44:40,node,master,,,,,932,2280,,46.6,59.4,0.0,0.0
2026-04-02 09:44:40,node,worker,,,,,420,1267,,21.0,33.0,0.0,0.0
2026-04-02 09:44:40,node,worker-2,,,,,1518,761,,75.9,19.8,0.0,0.0
2026-04-02 09:44:46,service,details-v1,1404.0,2.4,0.0,0.0,14,25,1,,,,
2026-04-02 09:44:46,service,productpage-v1,1368.0,11.0,0.0,0.0,103,302,1,,,,
2026-04-02 09:44:46,service,ratings-v1,820.0,1.1,0.0,0.0,3,30,1,,,,
2026-04-02 09:44:46,service,reviews-v1,292.0,1.5,0.0,0.0,2,100,1,,,,
2026-04-02 09:44:46,service,reviews-v2,268.0,4.7,0.0,0.0,9,126,1,,,,
2026-04-02 09:44:46,service,reviews-v3,292.0,4.1,0.0,0.0,5,112,1,,,,
2026-04-02 09:44:46,node,master,,,,,435,2282,,21.8,59.4,0.0,0.0
2026-04-02 09:44:46,node,worker,,,,,68,1351,,3.4,35.2,0.0,0.0
2026-04-02 09:44:46,node,worker-2,,,,,152,757,,7.6,19.7,0.0,0.0
