Timestamp,Scope,Name,HTTP_RPM,HTTP_LAT_ms,gRPC_RPM,gRPC_LAT_ms,CPU_m,MEM_MiB,Pods,CPU_pct,MEM_pct,NET_RX_Bps,NET_TX_Bps
2026-04-01 19:57:47,service,details-v1,0.0,0.0,0.0,0.0,0,25,1,,,,
2026-04-01 19:57:47,service,productpage-v1,0.0,0.0,0.0,0.0,1,281,1,,,,
2026-04-01 19:57:47,service,ratings-v1,0.0,0.0,0.0,0.0,0,31,1,,,,
2026-04-01 19:57:47,service,reviews-v1,0.0,0.0,0.0,0.0,1,98,1,,,,
2026-04-01 19:57:47,service,reviews-v2,0.0,0.0,0.0,0.0,1,119,1,,,,
2026-04-01 19:57:47,service,reviews-v3,0.0,0.0,0.0,0.0,1,104,1,,,,
2026-04-01 19:57:47,node,master,,,,,139,2169,,7.0,56.5,0.0,0.0
2026-04-01 19:57:47,node,worker,,,,,54,1324,,2.7,34.5,0.0,0.0
2026-04-01 19:57:47,node,worker-2,,,,,32,723,,1.6,18.8,0.0,0.0
2026-04-01 19:57:54,service,details-v1,228.0,16.8,0.0,0.0,0,25,1,,,,
2026-04-01 19:57:54,service,productpage-v1,0.0,0.0,0.0,0.0,1,281,1,,,,
2026-04-01 19:57:54,service,ratings-v1,148.0,3.1,0.0,0.0,0,31,1,,,,
2026-04-01 19:57:54,service,reviews-v1,52.0,8.7,0.0,0.0,1,98,1,,,,
2026-04-01 19:57:54,service,reviews-v2,44.0,25.3,0.0,0.0,1,119,1,,,,
2026-04-01 19:57:54,service,reviews-v3,72.0,15.6,0.0,0.0,1,104,1,,,,
2026-04-01 19:57:54,node,master,,,,,139,2169,,7.0,56.5,0.0,0.0
2026-04-01 19:57:54,node,worker,,,,,54,1324,,2.7,34.5,0.0,0.0
2026-04-01 19:57:54,node,worker-2,,,,,32,723,,1.6,18.8,0.0,0.0
2026-04-01 19:58:00,service,details-v1,844.0,9.0,0.0,0.0,10,25,1,,,,
2026-04-01 19:58:00,service,productpage-v1,1152.0,48.5,0.0,0.0,1,281,1,,,,
2026-04-01 19:58:00,service,ratings-v1,556.0,2.1,0.0,0.0,0,31,1,,,,
2026-04-01 19:58:00,service,reviews-v1,220.0,5.5,0.0,0.0,1,99,1,,,,
2026-04-01 19:58:00,service,reviews-v2,192.0,14.6,0.0,0.0,1,119,1,,,,
2026-04-01 19:58:00,service,reviews-v3,220.0,10.8,0.0,0.0,3,105,1,,,,
2026-04-01 19:58:00,node,master,,,,,318,2187,,15.9,57.0,0.0,0.0
2026-04-01 19:58:00,node,worker,,,,,74,1324,,3.7,34.5,0.0,0.0
2026-04-01 19:58:00,node,worker-2,,,,,58,726,,2.9,18.9,0.0,0.0
2026-04-01 19:58:06,service,details-v1,1228.0,4.5,0.0,0.0,10,25,1,,,,
2026-04-01 19:58:06,service,productpage-v1,1152.0,48.5,0.0,0.0,1,281,1,,,,
2026-04-01 19:58:06,service,ratings-v1,808.0,1.5,0.0,0.0,0,31,1,,,,
2026-04-01 19:58:06,service,reviews-v1,312.0,3.9,0.0,0.0,1,99,1,,,,
2026-04-01 19:58:06,service,reviews-v2,296.0,8.4,0.0,0.0,1,119,1,,,,
2026-04-01 19:58:06,service,reviews-v3,272.0,6.9,0.0,0.0,3,105,1,,,,
2026-04-01 19:58:06,node,master,,,,,318,2187,,15.9,57.0,0.0,0.0
2026-04-01 19:58:06,node,worker,,,,,74,1324,,3.7,34.5,0.0,0.0
2026-04-01 19:58:06,node,worker-2,,,,,58,726,,2.9,18.9,0.0,0.0
2026-04-01 19:58:12,service,details-v1,1228.0,4.5,0.0,0.0,10,25,1,,,,
2026-04-01 19:58:12,service,productpage-v1,1152.0,48.5,0.0,0.0,1,281,1,,,,
2026-04-01 19:58:12,service,ratings-v1,808.0,1.5,0.0,0.0,0,31,1,,,,
2026-04-01 19:58:12,service,reviews-v1,312.0,3.9,0.0,0.0,1,99,1,,,,
2026-04-01 19:58:12,service,reviews-v2,296.0,8.4,0.0,0.0,1,119,1,,,,
2026-04-01 19:58:12,service,reviews-v3,272.0,6.9,0.0,0.0,3,105,1,,,,
2026-04-01 19:58:12,node,master,,,,,318,2187,,15.9,57.0,0.0,0.0
2026-04-01 19:58:12,node,worker,,,,,74,1324,,3.7,34.5,0.0,0.0
2026-04-01 19:58:12,node,worker-2,,,,,58,726,,2.9,18.9,0.0,0.0
2026-04-01 19:58:18,service,details-v1,1252.0,2.4,0.0,0.0,14,25,1,,,,
2026-04-01 19:58:18,service,productpage-v1,1384.0,11.4,0.0,0.0,87,281,1,,,,
2026-04-01 19:58:18,service,ratings-v1,756.0,1.2,0.0,0.0,2,31,1,,,,
2026-04-01 19:58:18,service,reviews-v1,264.0,2.2,0.0,0.0,6,99,1,,,,
2026-04-01 19:58:18,service,reviews-v2,264.0,4.8,0.0,0.0,5,120,1,,,,
2026-04-01 19:58:18,service,reviews-v3,252.0,4.3,0.0,0.0,4,107,1,,,,
2026-04-01 19:58:18,node,master,,,,,389,2191,,19.4,57.1,0.0,0.0
2026-04-01 19:58:18,node,worker,,,,,83,1324,,4.2,34.5,0.0,0.0
2026-04-01 19:58:18,node,worker-2,,,,,99,726,,5.0,18.9,0.0,0.0
2026-04-01 19:58:24,service,details-v1,1328.0,2.3,0.0,0.0,14,25,1,,,,
2026-04-01 19:58:24,service,productpage-v1,1384.0,11.4,0.0,0.0,87,281,1,,,,
2026-04-01 19:58:24,service,ratings-v1,736.0,1.1,0.0,0.0,2,31,1,,,,
2026-04-01 19:58:24,service,reviews-v1,264.0,1.1,0.0,0.0,6,99,1,,,,
2026-04-01 19:58:24,service,reviews-v2,236.0,4.3,0.0,0.0,5,120,1,,,,
2026-04-01 19:58:24,service,reviews-v3,256.0,3.9,0.0,0.0,4,107,1,,,,
2026-04-01 19:58:24,node,master,,,,,389,2191,,19.4,57.1,0.0,0.0
2026-04-01 19:58:24,node,worker,,,,,83,1324,,4.2,34.5,0.0,0.0
2026-04-01 19:58:24,node,worker-2,,,,,99,726,,5.0,18.9,0.0,0.0
2026-04-01 19:58:30,service,details-v1,1436.0,2.2,0.0,0.0,14,25,1,,,,
2026-04-01 19:58:30,service,productpage-v1,1384.0,9.5,0.0,0.0,93,281,1,,,,
2026-04-01 19:58:30,service,ratings-v1,820.0,1.1,0.0,0.0,2,31,1,,,,
2026-04-01 19:58:30,service,reviews-v1,280.0,1.1,0.0,0.0,3,99,1,,,,
2026-04-01 19:58:30,service,reviews-v2,276.0,4.2,0.0,0.0,4,120,1,,,,
2026-04-01 19:58:30,service,reviews-v3,284.0,3.8,0.0,0.0,4,107,1,,,,
2026-04-01 19:58:30,node,master,,,,,396,2190,,19.8,57.0,0.0,0.0
2026-04-01 19:58:30,node,worker,,,,,108,1328,,5.4,34.6,0.0,0.0
2026-04-01 19:58:30,node,worker-2,,,,,52,726,,2.6,18.9,0.0,0.0
2026-04-01 19:58:36,service,details-v1,1496.0,2.0,0.0,0.0,14,25,1,,,,
2026-04-01 19:58:36,service,productpage-v1,1384.0,9.5,0.0,0.0,93,281,1,,,,
2026-04-01 19:58:36,service,ratings-v1,876.0,1.1,0.0,0.0,2,31,1,,,,
2026-04-01 19:58:36,service,reviews-v1,276.0,1.1,0.0,0.0,3,99,1,,,,
2026-04-01 19:58:36,service,reviews-v2,316.0,4.3,0.0,0.0,4,120,1,,,,
2026-04-01 19:58:36,service,reviews-v3,308.0,3.7,0.0,0.0,4,107,1,,,,
2026-04-01 19:58:36,node,master,,,,,396,2190,,19.8,57.0,0.0,0.0
2026-04-01 19:58:36,node,worker,,,,,108,1328,,5.4,34.6,0.0,0.0
2026-04-01 19:58:36,node,worker-2,,,,,52,726,,2.6,18.9,0.0,0.0
2026-04-01 19:58:42,service,details-v1,1496.0,2.0,0.0,0.0,14,25,1,,,,
2026-04-01 19:58:42,service,productpage-v1,1384.0,9.5,0.0,0.0,93,281,1,,,,
2026-04-01 19:58:42,service,ratings-v1,876.0,1.1,0.0,0.0,2,31,1,,,,
2026-04-01 19:58:42,service,reviews-v1,276.0,1.1,0.0,0.0,3,99,1,,,,
2026-04-01 19:58:42,service,reviews-v2,316.0,4.3,0.0,0.0,4,120,1,,,,
2026-04-01 19:58:42,service,reviews-v3,308.0,3.7,0.0,0.0,4,107,1,,,,
2026-04-01 19:58:42,node,master,,,,,396,2190,,19.8,57.0,0.0,0.0
2026-04-01 19:58:42,node,worker,,,,,108,1328,,5.4,34.6,0.0,0.0
2026-04-01 19:58:42,node,worker-2,,,,,52,726,,2.6,18.9,0.0,0.0
2026-04-01 19:58:48,service,details-v1,1504.0,2.0,0.0,0.0,14,25,1,,,,
2026-04-01 19:58:48,service,productpage-v1,1368.0,10.1,0.0,0.0,99,281,1,,,,
2026-04-01 19:58:48,service,ratings-v1,848.0,1.1,0.0,0.0,3,31,1,,,,
2026-04-01 19:58:48,service,reviews-v1,296.0,1.1,0.0,0.0,2,99,1,,,,
2026-04-01 19:58:48,service,reviews-v2,324.0,4.3,0.0,0.0,5,122,1,,,,
2026-04-01 19:58:48,service,reviews-v3,268.0,3.6,0.0,0.0,4,107,1,,,,
2026-04-01 19:58:48,node,master,,,,,377,2195,,18.9,57.2,0.0,0.0
2026-04-01 19:58:48,node,worker,,,,,78,1328,,3.9,34.6,0.0,0.0
2026-04-01 19:58:48,node,worker-2,,,,,81,725,,4.0,18.9,0.0,0.0
2026-04-01 19:58:54,service,details-v1,1676.0,3.5,0.0,0.0,14,25,1,,,,
2026-04-01 19:58:54,service,productpage-v1,1368.0,10.1,0.0,0.0,99,281,1,,,,
2026-04-01 19:58:54,service,ratings-v1,924.0,1.2,0.0,0.0,3,31,1,,,,
2026-04-01 19:58:54,service,reviews-v1,348.0,1.6,0.0,0.0,2,99,1,,,,
2026-04-01 19:58:54,service,reviews-v2,356.0,4.6,0.0,0.0,5,122,1,,,,
2026-04-01 19:58:54,service,reviews-v3,292.0,4.3,0.0,0.0,4,107,1,,,,
2026-04-01 19:58:54,node,master,,,,,377,2195,,18.9,57.2,0.0,0.0
2026-04-01 19:58:54,node,worker,,,,,78,1328,,3.9,34.6,0.0,0.0
2026-04-01 19:58:54,node,worker-2,,,,,81,725,,4.0,18.9,0.0,0.0
2026-04-01 19:59:00,service,details-v1,2224.0,4.5,0.0,0.0,23,25,1,,,,
2026-04-01 19:59:00,service,productpage-v1,2412.0,26.8,0.0,0.0,126,282,1,,,,
