Method,Minute,MeanLatency_ms,StdLatency_ms,Runs
queue-CDT120,0,0.0,0.0,5
queue-CDT120,1,332.1925,92.35287649486074,5
queue-CDT120,2,171.96857142857144,21.198349390943395,5
queue-CDT120,3,187.0325,18.00345366172834,5
queue-CDT120,4,184.93892857142856,7.937102713824222,5
queue-CDT120,5,177.46142857142857,9.823071826816488,5
queue-CDT120,6,174.4267857142857,9.981269767593178,5
queue-CDT120,7,179.47750000000002,18.581808980828537,5
queue-CDT120,8,177.81321428571428,14.340283478006695,5
queue-CDT120,9,181.6582142857143,7.8021633250669815,5
queue-CDT120,10,172.7867857142857,24.307223818921877,5
queue-CDT120,11,186.81845238095238,14.07992641589381,5
queue-CDT120,12,183.57214285714286,22.837505536286105,5
queue-CDT120,13,171.32599206349204,19.036031258425265,5
queue-CDT120,14,200.88892857142858,5.6592393864965205,5
queue-CDT120,15,182.26785714285714,17.205215823424357,5
queue-CDT120,16,193.73250000000002,9.048295729707613,5
queue-CDT120,17,188.1717857142857,17.814520579990287,5
queue-CDT120,18,194.28781746031746,7.793472575791848,5
queue-CDT120,19,188.72892857142855,7.4910374169158125,5
queue-CDT120,20,180.52488095238095,10.531154434287856,5
queue-CDT120,21,182.252,4.711732828800887,5
queue-CDT120,22,365.9175,51.366781370028704,5
queue-CDT120,23,202.40392857142857,10.120981849452102,5
queue-CDT120,24,631.8146428571429,139.90681509175988,5
queue-CDT120,25,254.79250000000002,71.99981598527363,5
queue-CDT120,26,196.60285714285715,14.345506878533106,5
queue-CDT120,27,185.78892857142858,30.057668276063556,5
queue-CDT120,28,174.6757142857143,7.564324771415424,5
queue-CDT120,29,181.08535714285713,9.674580621612586,5
queue-CDT120,30,182.89607142857145,7.144550959883157,5
queue-CDT120,31,187.9282142857143,9.490334973443419,5
queue-CDT120,32,191.67107142857145,12.002029909093523,5
queue-CDT120,33,191.39642857142857,6.883635578348862,5
queue-CDT120,34,183.16472222222222,10.825122226521767,5
queue-CDT120,35,185.72892857142855,14.57599370452972,5
queue-CDT120,36,191.41571428571427,7.345733872285924,5
queue-CDT120,37,203.4232142857143,7.367448788974598,5
queue-CDT120,38,217.30107142857142,10.690295433433148,5
queue-CDT120,39,213.2885714285714,9.253929253709096,5
queue-CDT120,40,210.78785714285715,7.694176667573777,5
queue-CDT120,41,203.62107142857144,7.872607994346786,5
queue-CDT120,42,205.90392857142857,12.257257351488224,5
queue-CDT120,43,210.2160714285714,9.314008575248144,5
queue-CDT120,44,223.11321428571426,7.892541566089402,5
queue-CDT120,45,256.33142857142855,73.89967548636325,5
queue-CDT120,46,219.2242857142857,11.911132100724865,5
queue-CDT120,47,267.3253571428571,47.60012383955333,5
queue-CDT120,48,604.2467857142858,267.6454137962165,5
queue-CDT120,49,388.2471428571429,132.15443358196464,5
queue-CDT120,50,259.7,121.93548627245472,5
queue-CDT120,51,200.7489285714286,9.566615394278218,5
queue-CDT120,52,205.71845238095239,9.192842439184842,5
queue-CDT120,53,273.0666666666667,23.98026966765247,5
queue-CDT120,54,384.86892857142857,55.02858228795696,5
queue-CDT120,55,191.3410714285714,12.525412179050317,5
queue-CDT120,56,182.07083333333335,24.516229389370267,5
queue-CDT120,57,169.70499999999998,21.370391681600033,5
queue-CDT120,58,210.40678571428572,96.26374673565711,5
queue-CDT120,59,203.18392857142857,26.045287714236267,5
queue-CDT120,60,242.31285714285713,89.02585267681621,5
queue-CDT120,61,216.54714285714286,64.73852783288623,5
queue-CDT120,62,196.47642857142858,33.58937802353079,5
queue-CDT120,63,186.16785714285714,11.462434763796285,5
queue-CDT120,64,175.5682142857143,14.297831602044006,5
queue-CDT120,65,181.4842857142857,17.39891296012133,5
queue-CDT120,66,168.45,23.96678528453494,5
queue-CDT120,67,175.54749999999999,11.699590671258548,5
queue-CDT120,68,180.74535714285713,18.732212889696132,5
queue-CDT120,69,156.35321428571427,37.19026795563921,5
queue-CDT120,70,157.84218253968254,17.87135694296158,5
queue-CDT120,71,149.24785714285716,18.57262502155597,5
queue-CDT120,72,142.3282142857143,31.439187087039596,5
queue-CDT120,73,174.75,45.04270196158307,2
queue-CDT300,0,0.0,0.0,5
queue-CDT300,1,455.4225,140.0425003570345,5
queue-CDT300,2,171.72285714285712,13.839727320143213,5
queue-CDT300,3,183.29214285714286,19.26557751641036,5
queue-CDT300,4,179.52142857142857,18.653594335480037,5
queue-CDT300,5,166.38857142857142,23.64838070053959,5
queue-CDT300,6,183.22035714285715,12.396293304505457,5
queue-CDT300,7,174.88785714285714,14.734314201456584,5
queue-CDT300,8,178.85,3.130045926180637,5
queue-CDT300,9,166.7132142857143,30.49271893687517,5
queue-CDT300,10,177.44654761904764,22.62415533025699,5
queue-CDT300,11,187.01178571428574,13.357206097061905,5
queue-CDT300,12,184.90928571428572,10.117359677145762,5
queue-CDT300,13,176.2317857142857,19.023761172758746,5
queue-CDT300,14,207.0864285714286,18.629543412416258,5
queue-CDT300,15,190.91535714285715,18.17717971096995,5
queue-CDT300,16,199.6275,7.722453059099815,5
queue-CDT300,17,187.99678571428572,5.325092279070124,5
queue-CDT300,18,189.70785714285714,11.171616289640415,5
queue-CDT300,19,188.25107142857144,11.361451170694778,5
queue-CDT300,20,187.0367857142857,8.453124196027733,5
queue-CDT300,21,185.3125,18.98835169255089,5
queue-CDT300,22,376.8310714285714,98.41119753555819,5
queue-CDT300,23,205.19285714285715,9.667142616347185,5
queue-CDT300,24,902.4807142857144,243.94965537933,5
queue-CDT300,25,258.725,61.67739938087336,5
queue-CDT300,26,192.00607142857143,9.516318355909519,5
queue-CDT300,27,190.46821428571428,15.799939170962721,5
queue-CDT300,28,199.7407142857143,8.66617182612356,5
queue-CDT300,29,182.5792857142857,10.825191369025331,5
queue-CDT300,30,191.33857142857144,3.1898389777670046,5
queue-CDT300,31,185.10142857142858,8.630326974467689,5
queue-CDT300,32,182.59,15.299791665248252,5
queue-CDT300,33,181.82071428571427,16.306749885760027,5
queue-CDT300,34,188.39035714285714,17.799939699794674,5
queue-CDT300,35,180.31857142857143,12.92105904717218,5
queue-CDT300,36,202.20499999999998,4.199073140866557,5
