Autoscaler,DisplayName,MeanCPUCost_USD,StdCPUCost_USD,MeanMemoryCost_USD,StdMemoryCost_USD,MeanTotalCost_USD,StdTotalCost_USD,MinTotalCost_USD,MaxTotalCost_USD,Runs
queue-CDT120,QUEUE-CDT120,0.18203515777777776,0.0013804615202048197,0.016525134110708085,0.00016221294354767357,0.19856029188848587,0.0015301605892438055,0.19610309999534972,0.20013292928989956,5
queue-CDT300,QUEUE-CDT300,0.1919837549206349,0.001851759792470886,0.01745279720827133,0.00013155296633340344,0.20943655212890624,0.0019659080417159607,0.2067619855189732,0.21225081623883932,5
hpa80-CDT120,HPA80-CDT120,0.18106714704761906,0.0016351430655654037,0.01685992289341518,0.00017717317388797222,0.1979270699410342,0.0018093260285556123,0.1959433144035218,0.20076638260943702,5
hpa80-CDT300,HPA80-CDT300,0.19498383866666666,0.0011453350925563178,0.018129387326388892,0.00017334898749278983,0.21311322599305554,0.001305547742025631,0.21219293037109374,0.2152858733452691,5
