Method,DisplayName,Minute,MeanLatency_ms,StdLatency_ms,MeanCumulativeSLOViolationRate_percent,StdCumulativeSLOViolationRate_percent,Runs
queue-CDT120,Queue-CDT120,0,430.0,135.27749258468683,4.167414195000405,1.608956533315947,5
queue-CDT120,Queue-CDT120,1,292.0,10.954451150103324,3.2117061894651067,0.25731040660495563,5
queue-CDT120,Queue-CDT120,2,288.0,8.36660026534076,1.5729382889200583,0.1305575409377249,5
queue-CDT120,Queue-CDT120,3,284.0,5.477225575051658,1.5015874822190645,0.09363725103092901,5
queue-CDT120,Queue-CDT120,4,282.0,4.472135954999575,0.9309722516596853,0.09681084596192652,5
queue-CDT120,Queue-CDT120,5,284.0,5.477225575051665,0.8422305317321598,0.07513544061821747,5
queue-CDT120,Queue-CDT120,6,282.0,4.472135954999583,0.8313481975842629,0.07807833605585175,5
queue-CDT120,Queue-CDT120,7,282.0,4.472135954999583,0.8419939087820815,0.0966286715861877,5
queue-CDT120,Queue-CDT120,8,282.0,4.472135954999583,0.8258545590014288,0.08872141451165177,5
queue-CDT120,Queue-CDT120,9,282.0,4.472135954999583,0.8126581027668012,0.09034136776394167,5
queue-CDT120,Queue-CDT120,10,282.0,4.472135954999583,0.8073076057158769,0.0870215900725165,5
queue-CDT120,Queue-CDT120,11,282.0,4.472135954999583,0.7993850291282634,0.08582721849217462,5
queue-CDT120,Queue-CDT120,12,282.0,4.472135954999583,0.7392362281798892,0.09928044525586731,5
queue-CDT120,Queue-CDT120,13,282.0,4.472135954999583,0.8091434883812676,0.0834563187131197,5
queue-CDT120,Queue-CDT120,14,282.0,4.472135954999583,0.7999898376544312,0.07920026816614277,5
queue-CDT120,Queue-CDT120,15,282.0,4.472135954999583,0.7908812496748485,0.09743231059858266,5
queue-CDT120,Queue-CDT120,16,282.0,4.472135954999583,0.7908582095356631,0.08978751474911766,5
queue-CDT120,Queue-CDT120,17,282.0,4.472135954999583,0.7833306982872212,0.09507084715942522,5
queue-CDT120,Queue-CDT120,18,284.0,5.477225575051661,0.775276935830127,0.09715823888211067,5
queue-CDT120,Queue-CDT120,19,284.0,5.477225575051661,0.7552529535057895,0.08701723866032596,5
queue-CDT120,Queue-CDT120,20,284.0,5.477225575051661,0.7492998896205227,0.08213645082152356,5
queue-CDT120,Queue-CDT120,21,292.0,4.472135954999583,0.9150576127259115,0.09208177931877708,5
queue-CDT120,Queue-CDT120,22,292.0,4.472135954999583,0.8959797846906881,0.046147061767018153,5
queue-CDT120,Queue-CDT120,23,450.0,46.36809247747853,4.470538461538465,0.5024110212958391,5
queue-CDT120,Queue-CDT120,24,440.0,46.9041575982343,4.357068607068613,0.5423972091321623,5
queue-CDT120,Queue-CDT120,25,430.0,38.72983346207417,4.247499750533188,0.5027411337272201,5
queue-CDT120,Queue-CDT120,26,422.0,36.33180424916989,4.127756301785508,0.5489928611837879,5
queue-CDT120,Queue-CDT120,27,418.0,35.63705936241093,4.075178768599825,0.5505432630001367,5
queue-CDT120,Queue-CDT120,28,412.0,36.33180424916989,3.9742560142560195,0.6076681319010886,5
queue-CDT120,Queue-CDT120,29,406.0,33.61547262794323,3.9009022556391004,0.5761448132513155,5
queue-CDT120,Queue-CDT120,30,398.0,31.144823004794873,3.803290121856371,0.6058795534151235,5
queue-CDT120,Queue-CDT120,31,398.0,31.144823004794873,3.7692304290137186,0.6265483060880646,5
queue-CDT120,Queue-CDT120,32,392.0,28.6356421265527,3.6639088074659787,0.6646649833544763,5
queue-CDT120,Queue-CDT120,33,386.0,27.928480087537885,3.5747479558625117,0.7254851886336348,5
queue-CDT120,Queue-CDT120,34,384.0,30.495901363953806,3.5115384615384633,0.7393279728331273,5
queue-CDT120,Queue-CDT120,35,380.0,29.154759474226502,3.4274613003095977,0.7711163198906352,5
queue-CDT120,Queue-CDT120,36,374.0,26.0768096208106,3.3166742383452275,0.779816944999191,5
queue-CDT120,Queue-CDT120,37,372.0,28.6356421265527,3.212657715260016,0.8275064239127666,5
queue-CDT120,Queue-CDT120,38,366.0,24.083189157584595,3.088612106284523,0.8019210234904537,5
queue-CDT120,Queue-CDT120,39,366.0,24.083189157584595,2.981526396636758,0.8590826316790465,5
queue-CDT120,Queue-CDT120,40,360.0,21.21320343559642,2.872913165266109,0.8475407635179605,5
queue-CDT120,Queue-CDT120,41,354.0,19.493588689617933,2.754156162464987,0.8570308357207195,5
queue-CDT120,Queue-CDT120,42,352.0,19.23538406167134,2.6367340058258715,0.8479496969374594,5
queue-CDT120,Queue-CDT120,43,348.0,14.832396974191326,2.54281182795699,0.7818529064767658,5
queue-CDT120,Queue-CDT120,44,352.0,19.23538406167135,2.542950096498484,0.7869872946717885,5
queue-CDT120,Queue-CDT120,45,348.0,19.23538406167134,2.4520000000000053,0.7821572731874329,5
queue-CDT120,Queue-CDT120,46,360.0,26.457513110645905,2.7765664160401005,0.8942724569397416,5
queue-CDT120,Queue-CDT120,47,518.0,260.6146580681908,4.887452301177349,2.5190331463205173,5
queue-CDT120,Queue-CDT120,48,496.0,209.59484726490774,4.845369839632139,2.27630988876189,5
queue-CDT120,Queue-CDT120,49,456.0,158.99685531481433,4.54627325890484,2.050072692565678,5
queue-CDT120,Queue-CDT120,50,432.0,115.84472366059664,4.3371212121212155,1.696813270658292,5
queue-CDT120,Queue-CDT120,51,416.0,94.4986772394196,4.1928082497212955,1.4167451823892003,5
queue-CDT120,Queue-CDT120,52,424.0,74.02702209328699,4.228282828282832,1.1672590214257001,5
queue-CDT120,Queue-CDT120,53,426.0,82.64381404557754,4.234174159174162,1.3312291686703477,5
queue-CDT120,Queue-CDT120,54,412.0,73.95944834840239,4.0225855225855245,1.1496310606129587,5
queue-CDT120,Queue-CDT120,55,406.0,61.48170459575759,3.9237778240066574,0.8780161117552505,5
queue-CDT120,Queue-CDT120,56,400.0,57.879184513951124,3.831260572922095,0.7723974028391731,5
queue-CDT120,Queue-CDT120,57,408.0,53.5723809439155,3.965850589885329,0.6862228954920904,5
queue-CDT120,Queue-CDT120,58,416.0,43.3589667773576,4.100041745730554,0.5628767000787274,5
queue-CDT120,Queue-CDT120,59,418.0,44.94441010848847,4.124063251106899,0.5826993998010414,5
queue-CDT120,Queue-CDT120,60,418.0,49.193495504995376,4.106107142857146,0.6145111764397674,5
queue-CDT120,Queue-CDT120,61,414.0,45.05552130427524,4.077199579831938,0.586573361485367,5
queue-CDT120,Queue-CDT120,62,414.0,45.05552130427524,4.077199579831938,0.586573361485367,5
queue-CDT120,Queue-CDT120,63,414.0,45.05552130427524,4.077199579831938,0.586573361485367,5
queue-CDT120,Queue-CDT120,64,414.0,45.05552130427524,4.077199579831938,0.586573361485367,5
queue-CDT120,Queue-CDT120,65,414.0,45.05552130427524,4.072661764705887,0.5851957139048979,5
queue-CDT120,Queue-CDT120,66,414.0,45.05552130427524,4.060661764705886,0.5987936844304893,5
queue-CDT120,Queue-CDT120,67,414.0,45.05552130427524,4.05521821631879,0.5978304020781329,5
queue-CDT120,Queue-CDT120,68,414.0,45.05552130427524,4.05521821631879,0.5978304020781329,5
queue-CDT120,Queue-CDT120,69,412.0,40.8656334834051,4.03086252086335,0.5929353820263092,5
queue-CDT120,Queue-CDT120,70,410.0,43.01162633521313,4.018862520863349,0.6068098902330014,5
queue-CDT120,Queue-CDT120,71,410.0,43.01162633521313,4.018862520863349,0.6068098902330014,5
queue-CDT300,Queue-CDT300,0,388.0,34.92849839314596,3.288577425104942,0.807958936329691,5
queue-CDT300,Queue-CDT300,1,302.0,32.710854467592256,2.801301189232226,0.7702600742833979,5
queue-CDT300,Queue-CDT300,2,292.0,25.88435821108957,1.3789205441842345,0.2815342106816413,5
queue-CDT300,Queue-CDT300,3,286.0,21.90890230020665,1.3100195848021956,0.33428956354898065,5
queue-CDT300,Queue-CDT300,4,290.0,18.70828693386971,0.8373245128757656,0.219840933686848,5
queue-CDT300,Queue-CDT300,5,286.0,15.165750888103101,0.7356015202143418,0.16782015687355487,5
queue-CDT300,Queue-CDT300,6,290.0,18.70828693386971,0.8522775809956663,0.36491701045279074,5
queue-CDT300,Queue-CDT300,7,288.0,14.832396974191326,0.8706722116834499,0.2493498964816287,5
queue-CDT300,Queue-CDT300,8,288.0,14.832396974191326,0.8299540176216658,0.21964946459348217,5
queue-CDT300,Queue-CDT300,9,288.0,14.832396974191326,0.8198777752786635,0.2146249760692584,5
queue-CDT300,Queue-CDT300,10,286.0,11.401754250991377,0.8131072931692529,0.21025347277533643,5
queue-CDT300,Queue-CDT300,11,286.0,11.401754250991377,0.8149586008389553,0.2107990289392107,5
queue-CDT300,Queue-CDT300,12,286.0,11.401754250991377,0.7792003765015498,0.20975426479134418,5
queue-CDT300,Queue-CDT300,13,286.0,11.401754250991377,0.7765168165168168,0.2085132358837383,5
queue-CDT300,Queue-CDT300,14,286.0,11.401754250991377,0.7736709667144437,0.21448310982472252,5
queue-CDT300,Queue-CDT300,15,286.0,11.401754250991377,0.7452162211324853,0.1680858992878344,5
queue-CDT300,Queue-CDT300,16,286.0,11.401754250991377,0.7388048383975754,0.1660673874461156,5
queue-CDT300,Queue-CDT300,17,286.0,11.401754250991377,0.7804229082937542,0.18559896640039725,5
queue-CDT300,Queue-CDT300,18,286.0,11.401754250991377,0.769368132933661,0.17884144684988465,5
queue-CDT300,Queue-CDT300,19,286.0,11.401754250991377,0.7415969183359028,0.1834719311180641,5
queue-CDT300,Queue-CDT300,20,286.0,11.401754250991377,0.7387028006888441,0.18167642786910868,5
queue-CDT300,Queue-CDT300,21,294.0,11.401754250991377,1.018190641279626,0.2855846983092045,5
queue-CDT300,Queue-CDT300,22,295.0,12.909944487358052,1.0170320672279658,0.25067573003427884,4
queue-CDT300,Queue-CDT300,23,412.0,78.54934754662193,3.6454416888706747,1.6289655530887528,5
queue-CDT300,Queue-CDT300,24,414.0,62.68971207462992,4.11131921373201,0.7390403162101178,5
