Autoscaler,DisplayName,MeanCPUCost_USD,StdCPUCost_USD,MeanMemoryCost_USD,StdMemoryCost_USD,MeanTotalCost_USD,StdTotalCost_USD,MinTotalCost_USD,MaxTotalCost_USD,Runs
queue-CDT120,Queue-CDT120,0.16650345619047618,0.001721116820016914,0.015112542666480655,0.00022866036464404176,0.18161599885695684,0.001942034268780758,0.18002326153041293,0.18463993732793899,5
queue-CDT300,Queue-CDT300,0.17756653714285714,0.002159291150105267,0.015837732317243305,0.00013055167207878202,0.19340426946010042,0.0022876702615190433,0.19036849722144716,0.19562203828124997,5
hpa80-CDT120,HPA80-CDT120,0.17818042704761905,0.0010932557370097451,0.01659031351841518,0.00013240807463341277,0.19477074056603422,0.001222640333627883,0.19385533085317458,0.196820970890687,5
hpa80-CDT300,HPA80-CDT300,0.19245795866666665,0.0011034313354143566,0.017893479123263892,0.0001462482840534039,0.21035143778993054,0.0012247546153021092,0.20838604996202253,0.21141932630750868,5
hybrid-CDT120,Hybrid-CDT120,0.17950927777777775,0.0009877562766210655,0.016289225907583086,0.00013420507870841577,0.19579850368536086,0.001107848273213816,0.19413039413597472,0.19704428550502232,5
hybrid-CDT300,Hybrid-CDT300,0.1898187149206349,0.0019127849500668668,0.01725059017702133,0.00016031199455094318,0.20706930509765625,0.002052863502261992,0.2047892796595982,0.2102781103794643,5
