Autoscaler,DisplayName,MeanScaleUpEvents,StdScaleUpEvents,MeanScaleDownEvents,StdScaleDownEvents,MeanDecisionEvents,StdDecisionEvents,MeanTotalScalingMagnitude,StdTotalScalingMagnitude,MinTotalScalingMagnitude,MaxTotalScalingMagnitude,Runs
queue-CDT120,QUEUE-CDT120,18.8,2.16794833886788,22.0,2.1213203435596424,40.8,4.147288270665544,54.186904761904756,2.021600685364388,52.17857142857143,57.30952380952381,5
queue-CDT300,QUEUE-CDT300,18.6,1.5165750888103104,21.6,1.6733200530681513,40.2,2.5884358211089578,48.21428571428571,3.443443377771503,43.71428571428571,53.321428571428584,5
hpa80-CDT120,HPA80-CDT120,17.8,1.0954451150103324,12.8,1.0954451150103326,30.6,1.9493588689617931,59.2,1.095445115010332,58.0,60.0,5
hpa80-CDT300,HPA80-CDT300,17.2,1.4832396974191324,13.8,2.16794833886788,31.0,2.345207879911715,58.4,2.6076809620810577,54.0,60.0,5
hybrid-CDT120,HYBRID-CDT120,23.4,1.51657508881031,21.6,1.816590212458495,45.0,2.5495097567963922,67.76190476190477,3.950408285681716,61.5,71.85714285714286,5
hybrid-CDT300,HYBRID-CDT300,21.4,1.9493588689617931,25.0,0.7071067811865476,46.4,1.5165750888103104,65.62857142857142,1.7015149312376021,63.46428571428571,67.85714285714286,5
