Minute,Timestamp,Total Request Count,SelectedLatency_ms,CumulativeSLOViolationRate_percent,Method,DisplayName,Run,File
0,1788022943,233,510.0,5.277777777777781,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
1,1788023003,466,380.0,2.6000000000000023,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
2,1788023063,1032,380.0,3.3636363636363686,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
3,1788023123,2145,420.0,4.314285714285715,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
4,1788023183,3784,400.0,3.928571428571437,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
5,1788023243,5954,410.0,4.0000000000000036,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
6,1788023303,8568,610.0,7.619047619047626,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
7,1788023363,11670,750.0,9.464285714285714,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
8,1788023423,15543,680.0,8.333333333333337,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
9,1788023483,20005,600.0,7.08333333333333,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
10,1788023543,24993,530.0,5.714285714285716,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
11,1788023603,30460,470.0,4.73529411764706,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
12,1788023663,36615,460.0,4.65714285714286,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
13,1788023723,41800,430.0,4.382352941176471,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
14,1788023783,46595,420.0,4.294117647058826,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
15,1788023843,52076,500.0,5.000000000000004,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
16,1788023903,59828,500.0,5.000000000000004,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
17,1788023963,69268,470.0,4.709677419354841,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
18,1788024023,78875,470.0,4.709677419354841,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
19,1788024083,87307,470.0,4.700000000000005,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
20,1788024143,94151,460.0,4.612903225806453,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
21,1788024203,100317,450.0,4.516129032258065,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
22,1788024263,104858,440.0,4.419354838709677,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
23,1788024323,110122,430.0,4.322580645161289,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
24,1788024383,116423,430.0,4.322580645161289,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
25,1788024443,125035,440.0,4.419354838709677,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
26,1788024503,134466,430.0,4.343750000000002,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
27,1788024563,143453,430.0,4.322580645161289,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
28,1788024623,150820,420.0,4.249999999999998,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
29,1788024683,157325,420.0,4.225806451612913,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
30,1788024743,162346,420.0,4.249999999999998,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
31,1788024803,166653,420.0,4.2727272727272725,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
32,1788024863,171749,480.0,4.828571428571438,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
33,1788024923,178862,490.0,4.91666666666667,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
34,1788024983,188292,490.0,4.9142857142857155,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
35,1788025043,197617,480.0,4.828571428571438,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
36,1788025103,206163,470.0,4.749999999999998,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
37,1788025163,212754,470.0,4.742857142857149,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
38,1788025223,218930,460.0,4.65714285714286,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
39,1788025283,223440,460.0,4.65714285714286,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
40,1788025343,228489,460.0,4.65714285714286,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
41,1788025403,234356,470.0,4.749999999999998,queue-CDT120,Queue-CDT120,1,queue-CDT120-1_stats_history.csv
