Autoscaler,DisplayName,MeanCPUCost_USD,StdCPUCost_USD,MeanMemoryCost_USD,StdMemoryCost_USD,MeanTotalCost_USD,StdTotalCost_USD,MinTotalCost_USD,MaxTotalCost_USD,Runs
queue-CDT120,Queue-CDT120,0.2705108655238095,0.003051302642355714,0.02376554065057664,0.0003587452340298753,0.29427640617438616,0.0034089663484275926,0.2886332531994048,0.2978382811732701,5
queue-CDT300,Queue-CDT300,0.2809832565079365,0.011477096912194696,0.02452522515966022,0.0008237143291277402,0.3055084816675967,0.012272127202976303,0.2923742043038504,0.32578849628208706,5
hpa80-CDT120,HPA80-CDT120,0.3147051494603174,0.0029188756910465737,0.029098306204272072,0.0002567069461105274,0.34380345566458953,0.0031699503844765,0.33955544309353297,0.3477230320191592,5
hpa80-CDT300,HPA80-CDT300,0.3290469659047619,0.0034004137723543867,0.030616083949497767,0.00014172546070058767,0.3596630498542597,0.0035209236851356583,0.3572498223927332,0.3657812369466146,5
hybrid-CDT120,Hybrid-CDT120,0.32160534761904763,0.0018338379791438062,0.028585411194816467,0.0001833599551815376,0.3501907588138641,0.002010525590626069,0.3478895405575707,0.353173270577567,5
hybrid-CDT300,Hybrid-CDT300,0.33713002825396826,0.0059694655715778824,0.030040902591765874,0.0005556390470618072,0.36717093084573416,0.006510463211455105,0.35717230729166666,0.3728587057477678,5
