Autoscaler,Minute,MeanReplicaDelta,StdReplicaDelta,MinReplicaDelta,MaxReplicaDelta,Runs
hpa80-CDT300,61,-0.6444444444444436,0.5955726573000608,-1.527777777777775,0.0,5
hpa80-CDT300,62,1.2083333333333335,1.133455875727954,0.0,2.666666666666668,5
hpa80-CDT300,63,0.1,0.223606797749979,0.0,0.5,5
hpa80-CDT300,64,0.0,0.0,0.0,0.0,5
hpa80-CDT300,65,0.0,0.0,0.0,0.0,5
hpa80-CDT300,66,0.0,0.0,0.0,0.0,5
hpa80-CDT300,67,0.0,0.0,0.0,0.0,5
hpa80-CDT300,68,-0.39166666666666716,0.5919013619026597,-1.3333333333333357,0.0,5
hpa80-CDT300,69,0.04722222222222285,0.31297802944229225,-0.375,0.5,5
hpa80-CDT300,70,1.222222222222222,0.8693601308071567,0.0,2.2222222222222214,5
hpa80-CDT300,71,0.5222222222222221,0.896968488373924,0.0,2.1111111111111107,5
hybrid-CDT120,1,0.0,0.0,0.0,0.0,5
hybrid-CDT120,2,0.0,0.0,0.0,0.0,5
hybrid-CDT120,3,0.7321428571428573,0.29773807143809017,0.2857142857142865,1.0,5
hybrid-CDT120,4,1.9678571428571427,0.40453424970411744,1.625,2.5892857142857135,5
hybrid-CDT120,5,2.8214285714285716,0.21166552841303074,2.625,3.0892857142857153,5
hybrid-CDT120,6,1.9357142857142855,0.8672764076964965,0.553571428571427,2.6607142857142847,5
hybrid-CDT120,7,2.011507936507937,0.6847874463560375,1.253968253968253,3.125,5
hybrid-CDT120,8,0.052777777777777854,0.8674579575622497,-1.3928571428571423,0.8888888888888893,5
hybrid-CDT120,9,2.7063492063492065,0.6364147227198103,1.6428571428571423,3.2321428571428577,5
hybrid-CDT120,10,1.0007936507936512,0.816856428583454,-0.125,2.1071428571428577,5
hybrid-CDT120,11,2.361507936507936,0.9373004112730021,1.1607142857142847,3.1785714285714306,5
hybrid-CDT120,12,-0.4543650793650798,0.7920221384375935,-1.25,0.7142857142857153,5
hybrid-CDT120,13,2.4035714285714294,1.162128259632617,1.3392857142857153,3.821428571428573,5
hybrid-CDT120,14,-0.33571428571428613,1.099005232016663,-1.625,1.1428571428571423,5
hybrid-CDT120,15,-1.5821428571428577,0.36891318596047706,-2.0178571428571423,-1.1785714285714306,5
hybrid-CDT120,16,-0.5186507936507929,0.6939590140107201,-1.6825396825396801,0.125,5
hybrid-CDT120,17,3.147222222222222,1.0030192672833842,1.8571428571428577,4.396825396825395,5
hybrid-CDT120,18,3.8642857142857125,1.2039005013843795,2.2857142857142847,5.452380952380949,5
hybrid-CDT120,19,2.595238095238095,1.408288551395249,0.4047619047619051,3.7380952380952337,5
hybrid-CDT120,20,0.06428571428571672,1.0649805976962183,-0.8571428571428612,1.500000000000007,5
hybrid-CDT120,21,-2.105952380952381,0.48126757705628165,-2.517857142857139,-1.2857142857142847,5
hybrid-CDT120,22,-2.6071428571428568,0.6119817674354953,-3.3035714285714306,-1.6428571428571388,5
hybrid-CDT120,23,-1.892857142857143,0.8542548071332149,-3.3035714285714306,-1.25,5
hybrid-CDT120,24,-2.0535714285714293,1.065309909876761,-3.571428571428573,-0.696428571428573,5
hybrid-CDT120,25,-0.20357142857142846,0.7349250274132506,-1.0,0.6071428571428577,5
hybrid-CDT120,26,3.2547619047619056,0.8682053158795685,1.9642857142857153,4.375,5
hybrid-CDT120,27,3.9595238095238074,1.3677944575134577,1.8333333333333321,5.571428571428569,5
hybrid-CDT120,28,1.1595238095238116,1.064140223889585,-0.625,2.2083333333333357,5
hybrid-CDT120,29,-0.9809523809523825,0.7465600438631648,-1.7142857142857153,0.1964285714285694,5
hybrid-CDT120,30,-2.5392857142857137,0.8284251718206801,-3.4642857142857153,-1.2857142857142847,5
hybrid-CDT120,31,-1.3249999999999993,0.6453819467128421,-2.1428571428571423,-0.5357142857142847,5
hybrid-CDT120,32,-2.275000000000001,0.7563085025440404,-3.3035714285714306,-1.25,5
hybrid-CDT120,33,-1.4714285714285709,0.44760559123643867,-1.9999999999999964,-0.9107142857142847,5
hybrid-CDT120,34,1.285714285714286,0.9503792207667985,0.375,2.571428571428573,5
