Autoscaler,Minute,MeanReplicas,StdReplicas,MinReplicas,MaxReplicas,Runs
queue,0,13.089285714285715,2.34860466608389,11.428571428571429,14.75,2
queue,1,12.0,1.4142135623730951,11.0,13.0,2
queue,2,11.714285714285715,1.0101525445522115,11.0,12.428571428571429,2
queue,3,11.0,0.0,11.0,11.0,2
queue,4,11.0,0.0,11.0,11.0,2
queue,5,11.0,0.0,11.0,11.0,2
queue,6,11.0,0.0,11.0,11.0,2
queue,7,11.0,0.0,11.0,11.0,2
queue,8,11.5625,0.08838834764831845,11.5,11.625,2
queue,9,14.4375,0.795495128834866,13.875,15.0,2
queue,10,15.651785714285715,0.3156726701725663,15.428571428571429,15.875,2
queue,11,17.92857142857143,0.10101525445522197,17.857142857142858,18.0,2
queue,12,16.8125,0.9722718241315028,16.125,17.5,2
queue,13,16.0,1.4142135623730951,15.0,17.0,2
queue,14,16.125,1.2374368670764582,15.25,17.0,2
queue,15,16.785714285714285,0.3030457633656609,16.571428571428573,17.0,2
queue,16,16.142857142857142,0.20203050891044144,16.0,16.285714285714285,2
queue,17,15.714285714285715,0.40406101782088477,15.428571428571429,16.0,2
queue,18,16.5625,0.6187184335382291,16.125,17.0,2
queue,19,18.705357142857142,0.8207489424486705,18.125,19.285714285714285,2
queue,20,19.714285714285715,0.4040610178208829,19.42857142857143,20.0,2
queue,21,21.05357142857143,0.27779194975185884,20.857142857142858,21.25,2
queue,22,20.625,0.5303300858899106,20.25,21.0,2
queue,23,19.125,0.1767766952966369,19.0,19.25,2
queue,24,19.0,0.0,19.0,19.0,2
queue,25,19.330357142857142,0.06313453403451388,19.285714285714285,19.375,2
queue,26,20.0,0.0,20.0,20.0,2
queue,27,19.3125,0.9722718241315028,18.625,20.0,2
queue,28,20.07142857142857,0.10101525445522197,20.0,20.142857142857142,2
queue,29,21.3125,0.9722718241315028,20.625,22.0,2
queue,30,21.5625,0.6187184335382291,21.125,22.0,2
queue,31,22.0,0.0,22.0,22.0,2
queue,32,22.1875,0.2651650429449553,22.0,22.375,2
queue,33,22.125,0.0,22.125,22.125,2
queue,34,22.5,0.7071067811865476,22.0,23.0,2
queue,35,21.598214285714285,0.037880720420709335,21.57142857142857,21.625,2
queue,36,22.42857142857143,0.6060915267313256,22.0,22.857142857142858,2
queue,37,22.19642857142857,0.07576144084141742,22.142857142857142,22.25,2
queue,38,23.285714285714285,0.4040610178208829,23.0,23.57142857142857,2
queue,39,23.857142857142858,0.20203050891044144,23.714285714285715,24.0,2
queue,40,24.142857142857142,0.20203050891044144,24.0,24.285714285714285,2
queue,41,24.5,0.7071067811865476,24.0,25.0,2
queue,42,24.25,0.3535533905932738,24.0,24.5,2
queue,43,24.0,0.0,24.0,24.0,2
queue,44,24.0,0.0,24.0,24.0,2
queue,45,24.0,0.0,24.0,24.0,2
queue,46,24.0,0.0,24.0,24.0,2
queue,47,24.0,0.0,24.0,24.0,2
queue,48,24.80357142857143,0.07576144084141491,24.75,24.857142857142858,2
queue,49,25.5,0.7071067811865476,25.0,26.0,2
queue,50,26.214285714285715,0.3030457633656609,26.0,26.428571428571427,2
queue,51,27.0,1.4142135623730951,26.0,28.0,2
queue,52,27.0,1.4142135623730951,26.0,28.0,2
queue,53,27.0,1.4142135623730951,26.0,28.0,2
queue,54,27.25,1.0606601717798212,26.5,28.0,2
queue,55,27.5,0.7071067811865476,27.0,28.0,2
queue,56,27.5,0.7071067811865476,27.0,28.0,2
queue,57,27.833333333333336,0.23570226039551376,27.666666666666668,28.0,2
queue,58,27.42857142857143,0.8081220356417695,26.857142857142858,28.0,2
queue,59,26.544642857142858,1.6541247917042459,25.375,27.714285714285715,2
queue,60,25.714285714285715,1.818274580193978,24.42857142857143,27.0,2
queue,61,24.25,1.4142135623730951,23.25,25.25,2
queue,62,25.857142857142858,1.2121830534626536,25.0,26.714285714285715,2
queue,63,25.857142857142854,2.424366106925306,24.142857142857142,27.57142857142857,2
queue,64,23.8125,1.8561553006146871,22.5,25.125,2
queue,65,22.5,2.8284271247461903,20.5,24.5,2
queue,66,20.357142857142858,1.919289834649201,19.0,21.714285714285715,2
queue,67,19.5,0.7071067811865476,19.0,20.0,2
queue,68,18.857142857142858,0.20203050891044144,18.714285714285715,19.0,2
queue,69,17.5,1.7677669529663689,16.25,18.75,2
queue,70,15.285714285714285,1.0101525445522115,14.571428571428571,16.0,2
queue,71,14.285714285714285,1.0101525445522115,13.571428571428571,15.0,2
queue,72,14.0,0.0,14.0,14.0,1
hpa80,0,11.0,0.0,11.0,11.0,2
hpa80,1,11.0,0.0,11.0,11.0,2
hpa80,2,11.0,0.0,11.0,11.0,2
hpa80,3,11.0,0.0,11.0,11.0,2
hpa80,4,11.0,0.0,11.0,11.0,2
hpa80,5,11.0,0.0,11.0,11.0,2
hpa80,6,11.0,0.0,11.0,11.0,2
hpa80,7,11.0,0.0,11.0,11.0,2
hpa80,8,11.444444444444445,0.0,11.444444444444445,11.444444444444445,2
hpa80,9,14.118055555555555,1.404392634856615,13.125,15.11111111111111,2
hpa80,10,17.166666666666668,0.8642416214502242,16.555555555555557,17.77777777777778,2
hpa80,11,18.833333333333336,0.23570226039551626,18.666666666666668,19.0,2
hpa80,12,19.5,0.7071067811865476,19.0,20.0,2
hpa80,13,19.5,0.7071067811865476,19.0,20.0,2
hpa80,14,19.5,0.7071067811865476,19.0,20.0,2
hpa80,15,19.5,0.7071067811865476,19.0,20.0,2
hpa80,16,19.5,0.7071067811865476,19.0,20.0,2
hpa80,17,19.6875,0.9722718241315028,19.0,20.375,2
hpa80,18,20.22222222222222,1.0999438818457417,19.444444444444443,21.0,2
hpa80,19,20.86111111111111,0.9035253315161446,20.22222222222222,21.5,2
hpa80,20,22.11111111111111,0.15713484026367666,22.0,22.22222222222222,2
hpa80,21,23.11111111111111,0.15713484026367666,23.0,23.22222222222222,2
hpa80,22,23.75,1.0606601717798212,23.0,24.5,2
hpa80,23,24.0,1.4142135623730951,23.0,25.0,2
hpa80,24,24.0,1.4142135623730951,23.0,25.0,2
hpa80,25,24.0,1.4142135623730951,23.0,25.0,2
hpa80,26,24.0,1.4142135623730951,23.0,25.0,2
hpa80,27,24.0,1.4142135623730951,23.0,25.0,2
hpa80,28,24.0,1.4142135623730951,23.0,25.0,2
hpa80,29,24.444444444444443,0.785674201318387,23.88888888888889,25.0,2
hpa80,30,25.5,0.7071067811865476,25.0,26.0,2
hpa80,31,25.833333333333336,1.1785113019775788,25.0,26.666666666666668,2
