Method,DisplayName,Run,File,SLOViolationRate_percent
queue,QUEUE,1,queue-1_stats.csv,3.8000000000000034
queue,QUEUE,2,queue-2_stats.csv,4.062500000000002
hpa80,HPA80,1,hpa80-1_stats.csv,4.372093023255818
hpa80,HPA80,2,hpa80-2_stats.csv,6.086956521739129
das,DAS,1,das-1_stats.csv,7.499999999999996
das,DAS,2,das-2_stats.csv,6.896551724137934
