Autoscaler,Minute,MeanReplicaDelta,StdReplicaDelta,MinReplicaDelta,MaxReplicaDelta,Runs
queue,61,-1.4642857142857153,0.4040610178208829,-1.75,-1.1785714285714306,2
queue,62,1.6071428571428577,2.626396615835749,-0.25,3.4642857142857153,2
queue,63,-1.7763568394002505e-15,1.2121830534626512,-0.8571428571428577,0.8571428571428541,2
queue,64,-2.044642857142856,0.5682108063106175,-2.4464285714285694,-1.6428571428571423,2
queue,65,-1.3125,0.9722718241315028,-2.0,-0.625,2
queue,66,-2.1428571428571423,0.909137290096989,-2.7857142857142847,-1.5,2
queue,67,-0.8571428571428577,1.2121830534626536,-1.7142857142857153,0.0,2
queue,68,-0.6428571428571423,0.5050762722761061,-1.0,-0.2857142857142847,2
queue,69,-1.3571428571428577,1.5657364440559274,-2.4642857142857153,-0.25,2
queue,70,-2.2142857142857144,0.7576144084141578,-2.75,-1.6785714285714288,2
queue,71,-1.0,0.0,-1.0,-1.0,2
queue,72,-1.0,0.0,-1.0,-1.0,1
hpa80,1,0.0,0.0,0.0,0.0,2
hpa80,2,0.0,0.0,0.0,0.0,2
hpa80,3,0.0,0.0,0.0,0.0,2
hpa80,4,0.0,0.0,0.0,0.0,2
hpa80,5,0.0,0.0,0.0,0.0,2
hpa80,6,0.0,0.0,0.0,0.0,2
hpa80,7,0.0,0.0,0.0,0.0,2
hpa80,8,0.44444444444444464,0.0,0.44444444444444464,0.44444444444444464,2
hpa80,9,2.6736111111111107,1.404392634856615,1.6805555555555554,3.666666666666666,2
hpa80,10,3.0486111111111125,0.5401510134063907,2.666666666666668,3.430555555555557,2
hpa80,11,1.666666666666666,0.6285393610547092,1.2222222222222214,2.1111111111111107,2
hpa80,12,0.6666666666666661,0.4714045207910325,0.33333333333333215,1.0,2
hpa80,13,0.0,0.0,0.0,0.0,2
hpa80,14,0.0,0.0,0.0,0.0,2
hpa80,15,0.0,0.0,0.0,0.0,2
hpa80,16,0.0,0.0,0.0,0.0,2
hpa80,17,0.1875,0.2651650429449553,0.0,0.375,2
hpa80,18,0.5347222222222214,0.12767205771423887,0.44444444444444287,0.625,2
hpa80,19,0.6388888888888893,0.1964185503295971,0.5,0.7777777777777786,2
hpa80,20,1.25,0.7463904912524679,0.7222222222222214,1.7777777777777786,2
hpa80,21,1.0,0.3142696805273533,0.7777777777777786,1.2222222222222214,2
hpa80,22,0.6388888888888893,0.9035253315161446,0.0,1.2777777777777786,2
hpa80,23,0.25,0.3535533905932738,0.0,0.5,2
hpa80,24,0.0,0.0,0.0,0.0,2
hpa80,25,0.0,0.0,0.0,0.0,2
hpa80,26,0.0,0.0,0.0,0.0,2
hpa80,27,0.0,0.0,0.0,0.0,2
hpa80,28,0.0,0.0,0.0,0.0,2
hpa80,29,0.44444444444444464,0.6285393610547092,0.0,0.8888888888888893,2
hpa80,30,1.0555555555555554,0.07856742013183833,1.0,1.1111111111111107,2
hpa80,31,0.3333333333333339,0.4714045207910325,0.0,0.6666666666666679,2
hpa80,32,0.16666666666666607,0.235702260395515,0.0,0.33333333333333215,2
hpa80,33,0.0,0.0,0.0,0.0,2
hpa80,34,0.0,0.0,0.0,0.0,2
hpa80,35,0.0,0.0,0.0,0.0,2
hpa80,36,0.0,0.0,0.0,0.0,2
hpa80,37,0.3333333333333339,0.4714045207910325,0.0,0.6666666666666679,2
hpa80,38,0.16666666666666607,0.235702260395515,0.0,0.33333333333333215,2
hpa80,39,0.6597222222222214,0.30444875301087576,0.44444444444444287,0.875,2
hpa80,40,0.40277777777777857,0.3928371006591942,0.125,0.6805555555555571,2
hpa80,41,0.4375,0.6187184335382291,0.0,0.875,2
hpa80,42,0.0,0.0,0.0,0.0,2
hpa80,43,0.0,0.0,0.0,0.0,2
hpa80,44,0.25,0.3535533905932738,0.0,0.5,2
hpa80,45,0.75,1.0606601717798212,0.0,1.5,2
hpa80,46,0.0,0.0,0.0,0.0,2
hpa80,47,0.0,0.0,0.0,0.0,2
hpa80,48,0.1875,0.2651650429449553,0.0,0.375,2
hpa80,49,0.5,0.1767766952966369,0.375,0.625,2
hpa80,50,0.8125,0.2651650429449553,0.625,1.0,2
hpa80,51,1.8125,1.6793786053180504,0.625,3.0,2
hpa80,52,0.8125,0.6187184335382291,0.375,1.25,2
hpa80,53,0.375,0.5303300858899106,0.0,0.75,2
hpa80,54,0.0,0.0,0.0,0.0,2
hpa80,55,0.0,0.0,0.0,0.0,2
hpa80,56,0.0,0.0,0.0,0.0,2
hpa80,57,0.0,0.0,0.0,0.0,2
hpa80,58,0.0,0.0,0.0,0.0,2
hpa80,59,0.0,0.0,0.0,0.0,2
hpa80,60,0.0,0.0,0.0,0.0,2
hpa80,61,-0.5416666666666643,0.29462782549439814,-0.75,-0.3333333333333286,2
hpa80,62,-0.9583333333333357,1.0017346066809456,-1.6666666666666714,-0.25,2
hpa80,63,-0.5,0.7071067811865476,-1.0,0.0,2
hpa80,64,-0.3125,0.4419417382415922,-0.625,0.0,2
hpa80,65,-0.1875,0.2651650429449553,-0.375,0.0,2
hpa80,66,-0.3888888888888893,0.5499719409228708,-0.7777777777777786,0.0,2
hpa80,67,-1.0,0.0,-1.0,-1.0,2
hpa80,68,-1.8888888888888893,0.47140452079103,-2.2222222222222214,-1.5555555555555571,2
hpa80,69,-1.3472222222222214,1.021376461713901,-2.069444444444443,-0.625,2
hpa80,70,-0.375,0.0,-0.375,-0.375,2
hpa80,71,-1.1111111111111107,0.15713484026367666,-1.2222222222222214,-1.0,2
das,1,0.0,0.0,0.0,0.0,2
das,2,0.0,0.0,0.0,0.0,2
das,3,0.0,0.0,0.0,0.0,2
das,4,0.0,0.0,0.0,0.0,2
das,5,0.0,0.0,0.0,0.0,2
das,6,0.0,0.0,0.0,0.0,2
das,7,0.0,0.0,0.0,0.0,2
das,8,0.1875,0.2651650429449553,0.0,0.375,2
das,9,1.4553571428571432,0.7702413152210602,0.9107142857142865,2.0,2
das,10,3.2321428571428568,0.6818529675727417,2.75,3.7142857142857135,2
das,11,2.7678571428571423,0.6818529675727429,2.2857142857142847,3.25,2
das,12,1.1696428571428577,0.113642161262123,1.0892857142857153,1.25,2
das,13,0.6875,0.08838834764831845,0.625,0.75,2
das,14,-0.5178571428571423,0.3282995769794692,-0.75,-0.2857142857142847,2
das,15,-0.48214285714285765,0.3282995769794692,-0.7142857142857153,-0.25,2
das,16,0.4375,0.6187184335382291,0.0,0.875,2
das,17,0.0625,0.08838834764831845,0.0,0.125,2
das,18,0.2857142857142847,0.4040610178208829,0.0,0.5714285714285694,2
das,19,1.2857142857142847,1.0101525445522122,0.5714285714285694,2.0,2
das,20,2.6160714285714306,0.08838834764831845,2.5535714285714306,2.6785714285714306,2
das,21,1.729166666666666,1.3847507798236547,0.75,2.708333333333332,2
das,22,0.08333333333333393,0.11785113019775875,0.0,0.16666666666666785,2
das,23,0.0,0.0,0.0,0.0,2
das,24,0.0,0.0,0.0,0.0,2
das,25,0.0,0.0,0.0,0.0,2
das,26,0.375,0.5303300858899106,0.0,0.75,2
das,27,0.125,0.1767766952966369,0.0,0.25,2
das,28,0.0625,0.08838834764831845,0.0,0.125,2
das,29,0.5803571428571423,0.41668792462778764,0.2857142857142847,0.875,2
das,30,0.35714285714285765,0.5050762722761061,0.0,0.7142857142857153,2
das,31,0.08333333333333393,0.11785113019775875,0.0,0.16666666666666785,2
das,32,0.4166666666666661,0.5892556509887887,0.0,0.8333333333333321,2
das,33,0.0,0.0,0.0,0.0,2
das,34,0.0,0.0,0.0,0.0,2
das,35,0.0,0.0,0.0,0.0,2
das,36,0.0,0.0,0.0,0.0,2
das,37,0.07142857142857117,0.10101525445522072,0.0,0.14285714285714235,2
das,38,0.4910714285714288,0.5177031790830083,0.125,0.8571428571428577,2
das,39,0.4375,0.6187184335382291,0.0,0.875,2
das,40,1.2142857142857153,0.909137290096989,0.571428571428573,1.8571428571428577,2
das,41,1.2857142857142847,1.2121830534626536,0.42857142857142705,2.1428571428571423,2
das,42,0.9285714285714288,1.3131983079178744,0.0,1.8571428571428577,2
das,43,0.5714285714285712,0.8081220356417682,0.0,1.1428571428571423,2
das,44,0.0,0.0,0.0,0.0,2
das,45,0.0,0.0,0.0,0.0,2
das,46,0.0,0.0,0.0,0.0,2
das,47,0.0,0.0,0.0,0.0,2
das,48,0.0,0.0,0.0,0.0,2
das,49,0.0,0.0,0.0,0.0,2
das,50,0.4166666666666643,0.5892556509887863,0.0,0.8333333333333286,2
das,51,0.3333333333333357,0.471404520791035,0.0,0.6666666666666714,2
das,52,0.75,0.050507627227609105,0.7142857142857153,0.7857142857142847,2
das,53,0.6666666666666679,0.06734350297014714,0.6190476190476204,0.7142857142857153,2
das,54,0.7333333333333307,0.094280904158206,0.6666666666666643,0.7999999999999972,2
das,55,0.10000000000000142,0.14142135623731153,0.0,0.20000000000000284,2
das,56,0.0,0.0,0.0,0.0,2
das,57,0.0,0.0,0.0,0.0,2
das,58,0.0,0.0,0.0,0.0,2
das,59,0.0,0.0,0.0,0.0,2
das,60,0.0,0.0,0.0,0.0,2
das,61,-1.4583333333333357,0.29462782549439814,-1.6666666666666714,-1.25,2
das,62,-0.5416666666666643,0.29462782549439814,-0.75,-0.3333333333333286,2
das,63,0.0,0.0,0.0,0.0,2
das,64,-0.2857142857142847,0.4040610178208829,-0.5714285714285694,0.0,2
das,65,-2.0267857142857153,2.3359777592769886,-3.6785714285714306,-0.375,2
das,66,-0.7589285714285712,0.18940360210353915,-0.8928571428571423,-0.625,2
das,67,-0.8660714285714288,0.1641497884897346,-0.9821428571428577,-0.75,2
das,68,-2.6875,1.1490485194281397,-3.5,-1.875,2
das,69,-2.375,1.9445436482630056,-3.75,-1.0,2
das,70,-1.6875,1.6793786053180504,-2.875,-0.5,2
das,71,-4.241071428571429,1.048033264972919,-4.982142857142858,-3.5,2
