Autoscaler,DisplayName,MeanCPUCost_USD,StdCPUCost_USD,MeanMemoryCost_USD,StdMemoryCost_USD,MeanTotalCost_USD,StdTotalCost_USD,MinTotalCost_USD,MaxTotalCost_USD,Runs
queue,QUEUE,0.24038747857142856,0.0033834150342486173,0.02114122715541295,0.00025756793622256084,0.2615287057268415,0.0036409829704711293,0.25895414197823663,0.2641032694754464,2
hpa80,HPA80,0.28324862222222225,0.004307411668275955,0.026181506822374134,0.0002788731971525519,0.3094301290445963,0.004586284865428555,0.3061871359157986,0.3126731221733941,2
das,DAS,0.29983226571428573,0.002317275121632133,0.02768171587844122,0.0003795897764859806,0.32751398159272693,0.0026968648981180792,0.32560701013532367,0.3294209530501302,2
