Timestamp,Service,HTTP_RPM,HTTP_LAT,gRPC_RPM,gRPC_LAT,CPU_ms,MEM_MiB,Pods
2026-03-30 15:18:53,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,3,96,1
2026-03-30 15:18:53,details-v1,0.0,0.0,0.0,0.0,0,39,1
2026-03-30 15:18:54,productpage-v1,0.0,0.0,0.0,0.0,2,276,1
2026-03-30 15:18:54,ratings-v1,0.0,0.0,0.0,0.0,1,25,1
2026-03-30 15:18:55,reviews-v1,0.0,0.0,0.0,0.0,2,91,1
2026-03-30 15:18:55,reviews-v2,0.0,0.0,0.0,0.0,2,106,1
2026-03-30 15:18:56,reviews-v3,0.0,0.0,0.0,0.0,2,109,1
2026-03-30 15:18:56,waypoint,0.0,0.0,0.0,0.0,5,129,1
2026-03-30 15:19:02,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,3,96,1
2026-03-30 15:19:03,details-v1,40.6,9.7,0.0,0.0,0,39,1
2026-03-30 15:19:04,productpage-v1,26.9,0.0,0.0,0.0,2,276,1
2026-03-30 15:19:05,ratings-v1,23.4,0.0,0.0,0.0,0,25,1
2026-03-30 15:19:06,reviews-v1,14.9,0.0,0.0,0.0,2,91,1
2026-03-30 15:19:07,reviews-v2,11.4,0.0,0.0,0.0,2,106,1
2026-03-30 15:19:08,reviews-v3,62.9,22.0,0.0,0.0,2,109,1
2026-03-30 15:19:09,waypoint,0.0,0.0,0.0,0.0,5,129,1
2026-03-30 15:19:16,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,23,96,1
2026-03-30 15:19:17,details-v1,1257.1,8.4,0.0,0.0,4,39,1
2026-03-30 15:19:18,productpage-v1,1657.7,55.5,0.0,0.0,40,278,1
2026-03-30 15:19:19,ratings-v1,740.5,4.7,0.0,0.0,8,25,1
2026-03-30 15:19:20,reviews-v1,320.6,4.5,0.0,0.0,7,91,1
2026-03-30 15:19:22,reviews-v2,287.4,13.4,0.0,0.0,21,107,1
