Timestamp,Service,HTTP_RPM,HTTP_LAT,gRPC_RPM,gRPC_LAT,CPU_ms,MEM_MiB,Pods
2026-03-30 13:54:39,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,4,85,1
2026-03-30 13:54:39,details-v1,0.0,0.0,0.0,0.0,0,33,1
2026-03-30 13:54:40,productpage-v1,0.0,0.0,0.0,0.0,2,319,1
2026-03-30 13:54:41,ratings-v1,0.0,0.0,0.0,0.0,1,24,1
2026-03-30 13:54:42,reviews-v1,0.0,0.0,0.0,0.0,2,91,1
2026-03-30 13:54:42,reviews-v2,0.0,0.0,0.0,0.0,2,98,1
2026-03-30 13:54:43,reviews-v3,0.0,0.0,0.0,0.0,2,104,1
2026-03-30 13:54:44,waypoint,0.0,0.0,0.0,0.0,4,114,1
2026-03-30 13:54:51,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,3,85,1
2026-03-30 13:54:51,details-v1,0.0,0.0,0.0,0.0,0,33,1
2026-03-30 13:54:52,productpage-v1,0.0,0.0,0.0,0.0,2,319,1
2026-03-30 13:54:53,ratings-v1,74.3,3.4,0.0,0.0,0,24,1
2026-03-30 13:54:54,reviews-v1,40.6,3.6,0.0,0.0,2,91,1
2026-03-30 13:54:54,reviews-v2,28.6,18.7,0.0,0.0,1,98,1
2026-03-30 13:54:55,reviews-v3,30.9,21.4,0.0,0.0,2,104,1
2026-03-30 13:54:56,waypoint,0.0,0.0,0.0,0.0,4,114,1
2026-03-30 13:55:03,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,36,85,1
2026-03-30 13:55:04,details-v1,489.7,9.6,0.0,0.0,8,34,1
2026-03-30 13:55:05,productpage-v1,685.7,46.5,0.0,0.0,194,321,1
2026-03-30 13:55:06,ratings-v1,306.3,3.1,0.0,0.0,0,24,1
2026-03-30 13:55:07,reviews-v1,146.8,4.7,0.0,0.0,5,91,1
2026-03-30 13:55:08,reviews-v2,184.5,16.1,0.0,0.0,7,98,1
2026-03-30 13:55:09,reviews-v3,196.5,13.9,0.0,0.0,15,105,1
2026-03-30 13:55:10,waypoint,0.0,0.0,0.0,0.0,74,114,1
2026-03-30 13:55:16,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,62,85,1
2026-03-30 13:55:17,details-v1,1245.7,9.4,0.0,0.0,58,34,1
2026-03-30 13:55:17,productpage-v1,1420.6,87.6,0.0,0.0,414,321,2
2026-03-30 13:55:18,ratings-v1,757.4,3.4,0.0,0.0,9,24,1
2026-03-30 13:55:19,reviews-v1,316.4,4.3,0.0,0.0,7,92,1
2026-03-30 13:55:20,reviews-v2,254.7,15.2,0.0,0.0,24,99,1
2026-03-30 13:55:21,reviews-v3,269.6,13.8,0.0,0.0,23,105,1
2026-03-30 13:55:22,waypoint,0.0,0.0,0.0,0.0,108,117,1
2026-03-30 13:55:28,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,62,85,1
2026-03-30 13:55:29,details-v1,1604.2,8.2,0.0,0.0,58,34,1
2026-03-30 13:55:30,productpage-v1,1420.6,87.6,0.0,0.0,839,591,3
2026-03-30 13:55:31,ratings-v1,978.0,3.3,0.0,0.0,12,24,1
2026-03-30 13:55:32,reviews-v1,489.6,3.5,0.0,0.0,7,91,1
2026-03-30 13:55:33,reviews-v2,428.5,12.9,0.0,0.0,21,99,1
2026-03-30 13:55:34,reviews-v3,418.2,12.7,0.0,0.0,21,106,1
2026-03-30 13:55:35,waypoint,0.0,0.0,0.0,0.0,128,117,1
2026-03-30 13:55:41,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,68,88,1
2026-03-30 13:55:42,details-v1,2371.4,6.7,0.0,0.0,55,34,1
2026-03-30 13:55:43,productpage-v1,2213.1,74.2,0.0,0.0,839,591,3
2026-03-30 13:55:43,ratings-v1,1473.7,3.3,0.0,0.0,12,24,1
2026-03-30 13:55:44,reviews-v1,570.3,3.3,0.0,0.0,7,91,1
2026-03-30 13:55:45,reviews-v2,512.6,12.2,0.0,0.0,25,99,1
2026-03-30 13:55:46,reviews-v3,492.0,12.2,0.0,0.0,22,105,1
2026-03-30 13:55:47,waypoint,0.0,0.0,0.0,0.0,127,117,1
2026-03-30 13:55:53,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,70,87,1
2026-03-30 13:55:54,details-v1,3189.1,5.8,0.0,0.0,55,34,1
2026-03-30 13:55:55,productpage-v1,3038.3,56.2,0.0,0.0,457,858,3
2026-03-30 13:55:56,ratings-v1,1953.1,2.8,0.0,0.0,13,24,1
2026-03-30 13:55:56,reviews-v1,749.7,2.9,0.0,0.0,7,92,1
2026-03-30 13:55:57,reviews-v2,673.1,10.8,0.0,0.0,25,99,1
2026-03-30 13:55:58,reviews-v3,642.3,10.7,0.0,0.0,22,105,1
2026-03-30 13:55:59,waypoint,0.0,0.0,0.0,0.0,127,117,1
2026-03-30 13:56:05,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,72,87,1
2026-03-30 13:56:06,details-v1,3612.0,5.4,0.0,0.0,61,34,1
2026-03-30 13:56:07,productpage-v1,3863.4,46.4,0.0,0.0,442,863,3
2026-03-30 13:56:08,ratings-v1,2426.3,2.9,0.0,0.0,12,24,1
2026-03-30 13:56:09,reviews-v1,913.1,2.8,0.0,0.0,7,92,1
2026-03-30 13:56:09,reviews-v2,836.0,10.6,0.0,0.0,22,99,1
2026-03-30 13:56:10,reviews-v3,793.1,10.6,0.0,0.0,20,106,1
2026-03-30 13:56:11,waypoint,0.0,0.0,0.0,0.0,132,117,1
2026-03-30 13:56:17,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,71,87,1
