Timestamp,Service,HTTP_RPM,HTTP_LAT,gRPC_RPM,gRPC_LAT,CPU_ms,MEM_MiB,Pods
2026-03-30 16:40:49,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,3,100,1
2026-03-30 16:40:49,details-v1,0.0,0.0,0.0,0.0,0,12,1
2026-03-30 16:40:50,productpage-v1,0.0,0.0,0.0,0.0,2,306,1
2026-03-30 16:40:50,ratings-v1,0.0,0.0,0.0,0.0,1,9,1
2026-03-30 16:40:51,reviews-v1,0.0,0.0,0.0,0.0,2,73,1
2026-03-30 16:40:51,reviews-v2,0.0,0.0,0.0,0.0,2,76,1
2026-03-30 16:40:52,reviews-v3,0.0,0.0,0.0,0.0,2,83,1
2026-03-30 16:40:52,waypoint,0.0,0.0,0.0,0.0,5,143,1
2026-03-30 16:40:58,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,3,100,1
2026-03-30 16:40:59,details-v1,0.0,0.0,0.0,0.0,0,12,1
2026-03-30 16:41:00,productpage-v1,0.0,0.0,0.0,0.0,2,306,1
2026-03-30 16:41:01,ratings-v1,0.0,0.0,0.0,0.0,0,9,1
2026-03-30 16:41:02,reviews-v1,0.0,0.0,0.0,0.0,1,73,1
2026-03-30 16:41:03,reviews-v2,0.0,0.0,0.0,0.0,2,76,1
2026-03-30 16:41:04,reviews-v3,0.0,0.0,0.0,0.0,2,83,1
2026-03-30 16:41:05,waypoint,0.0,0.0,0.0,0.0,5,143,1
2026-03-30 16:41:12,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,3,100,1
2026-03-30 16:41:13,details-v1,137.1,59.5,0.0,0.0,0,12,1
2026-03-30 16:41:14,productpage-v1,0.0,0.0,0.0,0.0,2,306,1
2026-03-30 16:41:15,ratings-v1,38.3,14.6,0.0,0.0,1,9,1
2026-03-30 16:41:16,reviews-v1,0.0,0.0,0.0,0.0,114,132,1
2026-03-30 16:41:17,reviews-v2,0.0,0.0,0.0,0.0,185,115,1
2026-03-30 16:41:18,reviews-v3,0.0,0.0,0.0,0.0,118,110,1
2026-03-30 16:41:19,waypoint,0.0,0.0,0.0,0.0,62,143,1
2026-03-30 16:41:26,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,13,100,1
2026-03-30 16:41:27,details-v1,342.9,45.0,0.0,0.0,15,20,1
2026-03-30 16:41:28,productpage-v1,517.7,1583.6,0.0,0.0,290,315,2
2026-03-30 16:41:29,ratings-v1,1320.0,33.3,0.0,0.0,1,9,1
2026-03-30 16:41:30,reviews-v1,72.6,983.8,0.0,0.0,200,108,2
2026-03-30 16:41:31,reviews-v2,0.0,0.0,0.0,0.0,199,135,3
2026-03-30 16:41:32,reviews-v3,0.0,0.0,0.0,0.0,184,127,2
2026-03-30 16:41:33,waypoint,0.0,0.0,0.0,0.0,132,143,1
2026-03-30 16:41:40,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,71,99,1
2026-03-30 16:41:41,details-v1,342.9,44.9,0.0,0.0,19,20,1
2026-03-30 16:41:42,productpage-v1,1269.7,2191.3,0.0,0.0,290,315,2
2026-03-30 16:41:43,ratings-v1,3161.1,115.0,0.0,0.0,47,20,2
2026-03-30 16:41:44,reviews-v1,83.4,823.3,0.0,0.0,200,108,3
2026-03-30 16:41:45,reviews-v2,0.0,0.0,0.0,0.0,435,234,3
2026-03-30 16:41:47,reviews-v3,0.0,0.0,0.0,0.0,333,199,3
2026-03-30 16:41:48,waypoint,0.0,0.0,0.0,0.0,115,145,1
2026-03-30 16:41:55,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,60,99,1
2026-03-30 16:41:57,details-v1,342.9,44.9,0.0,0.0,2,20,1
2026-03-30 16:41:58,productpage-v1,2378.2,1879.4,0.0,0.0,700,605,4
2026-03-30 16:41:59,ratings-v1,5318.9,242.5,0.0,0.0,51,21,2
2026-03-30 16:42:01,reviews-v1,83.4,823.3,0.0,0.0,219,175,3
2026-03-30 16:42:02,reviews-v2,0.0,0.0,0.0,0.0,435,261,3
2026-03-30 16:42:04,reviews-v3,0.0,0.0,0.0,0.0,431,260,5
2026-03-30 16:42:06,waypoint,0.0,0.0,0.0,0.0,111,147,1
2026-03-30 16:42:13,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,76,99,1
2026-03-30 16:42:14,details-v1,342.8,44.9,0.0,0.0,1,19,1
2026-03-30 16:42:15,productpage-v1,3952.9,1717.3,0.0,0.0,1122,1042,4
2026-03-30 16:42:17,ratings-v1,7636.2,242.7,0.0,0.0,37,48,2
2026-03-30 16:42:18,reviews-v1,83.4,823.3,0.0,0.0,190,190,3
2026-03-30 16:42:19,reviews-v2,0.0,0.0,0.0,0.0,382,280,5
2026-03-30 16:42:20,reviews-v3,0.0,0.0,0.0,0.0,721,357,5
2026-03-30 16:42:22,waypoint,0.0,0.0,0.0,0.0,79,147,1
2026-03-30 16:42:28,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,64,99,1
2026-03-30 16:42:29,details-v1,342.8,44.9,0.0,0.0,0,19,1
2026-03-30 16:42:31,productpage-v1,4121.7,1662.0,0.0,0.0,629,1144,4
2026-03-30 16:42:32,ratings-v1,9184.6,235.7,0.0,0.0,38,48,2
2026-03-30 16:42:33,reviews-v1,83.4,823.3,0.0,0.0,207,207,3
2026-03-30 16:42:34,reviews-v2,0.0,0.0,0.0,0.0,633,321,5
2026-03-30 16:42:35,reviews-v3,0.0,0.0,0.0,0.0,721,422,5
2026-03-30 16:42:37,waypoint,0.0,0.0,0.0,0.0,91,147,1
2026-03-30 16:42:44,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,58,99,1
2026-03-30 16:42:44,details-v1,342.9,44.9,0.0,0.0,0,19,1
2026-03-30 16:42:46,productpage-v1,4785.7,1701.5,0.0,0.0,554,1152,4
2026-03-30 16:42:47,ratings-v1,10791.3,237.8,0.0,0.0,38,48,2
2026-03-30 16:42:48,reviews-v1,83.4,823.3,0.0,0.0,194,216,3
2026-03-30 16:42:49,reviews-v2,0.0,0.0,0.0,0.0,506,366,5
2026-03-30 16:42:51,reviews-v3,0.0,0.0,0.0,0.0,504,444,5
2026-03-30 16:42:52,waypoint,0.0,0.0,0.0,0.0,95,147,1
2026-03-30 16:42:58,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,65,100,1
2026-03-30 16:43:00,details-v1,205.7,38.0,0.0,0.0,0,19,1
2026-03-30 16:43:01,productpage-v1,6156.0,1956.9,0.0,0.0,560,1151,4
2026-03-30 16:43:02,ratings-v1,12326.5,305.0,0.0,0.0,53,50,2
2026-03-30 16:43:03,reviews-v1,52.6,628.8,0.0,0.0,189,225,3
2026-03-30 16:43:04,reviews-v2,0.0,0.0,0.0,0.0,426,387,5
2026-03-30 16:43:06,reviews-v3,0.0,0.0,0.0,0.0,352,460,5
2026-03-30 16:43:07,waypoint,0.0,0.0,0.0,0.0,100,148,1
2026-03-30 16:43:14,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,72,100,1
2026-03-30 16:43:15,details-v1,0.0,18.0,0.0,0.0,0,19,1
2026-03-30 16:43:16,productpage-v1,6720.6,1710.2,0.0,0.0,679,1152,4
2026-03-30 16:43:17,ratings-v1,13049.7,389.1,0.0,0.0,41,50,2
2026-03-30 16:43:18,reviews-v1,0.0,0.0,0.0,0.0,178,239,3
2026-03-30 16:43:20,reviews-v2,0.0,0.0,0.0,0.0,277,423,5
2026-03-30 16:43:21,reviews-v3,0.0,0.0,0.0,0.0,256,474,5
2026-03-30 16:43:23,waypoint,0.0,0.0,0.0,0.0,110,147,1
2026-03-30 16:43:29,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,76,100,1
2026-03-30 16:43:30,details-v1,0.0,0.0,0.0,0.0,0,18,1
2026-03-30 16:43:31,productpage-v1,7199.4,1516.1,0.0,0.0,766,1153,4
2026-03-30 16:43:32,ratings-v1,13904.4,362.7,0.0,0.0,53,50,2
2026-03-30 16:43:34,reviews-v1,0.0,0.0,0.0,0.0,137,253,3
2026-03-30 16:43:35,reviews-v2,0.0,0.0,0.0,0.0,217,424,5
2026-03-30 16:43:36,reviews-v3,0.0,0.0,0.0,0.0,290,415,5
2026-03-30 16:43:37,waypoint,0.0,0.0,0.0,0.0,139,147,1
2026-03-30 16:43:44,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,91,100,1
2026-03-30 16:43:45,details-v1,0.0,0.0,0.0,0.0,0,18,1
2026-03-30 16:43:47,productpage-v1,7903.1,1312.2,0.0,0.0,984,1155,4
2026-03-30 16:43:48,ratings-v1,15150.7,320.3,0.0,0.0,73,51,2
2026-03-30 16:43:49,reviews-v1,0.0,0.0,0.0,0.0,51,264,3
2026-03-30 16:43:51,reviews-v2,0.0,0.0,0.0,0.0,184,437,5
2026-03-30 16:43:52,reviews-v3,0.0,0.0,0.0,0.0,57,415,5
2026-03-30 16:43:53,waypoint,0.0,0.0,0.0,0.0,177,147,1
2026-03-30 16:43:59,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,91,100,1
2026-03-30 16:44:00,details-v1,0.0,0.0,0.0,0.0,0,18,1
2026-03-30 16:44:02,productpage-v1,8977.7,1112.4,0.0,0.0,970,1155,4
2026-03-30 16:44:03,ratings-v1,17294.5,282.5,0.0,0.0,61,51,2
2026-03-30 16:44:04,reviews-v1,0.0,0.0,0.0,0.0,31,255,3
2026-03-30 16:44:06,reviews-v2,0.0,0.0,0.0,0.0,131,439,5
2026-03-30 16:44:07,reviews-v3,0.0,0.0,0.0,0.0,23,415,5
2026-03-30 16:44:08,waypoint,0.0,0.0,0.0,0.0,190,147,1
2026-03-30 16:44:15,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,108,100,1
2026-03-30 16:44:17,details-v1,0.0,0.0,0.0,0.0,0,18,1
2026-03-30 16:44:18,productpage-v1,10030.3,950.9,0.0,0.0,1011,1157,4
2026-03-30 16:44:19,ratings-v1,19250.6,262.9,0.0,0.0,64,51,2
2026-03-30 16:44:20,reviews-v1,0.0,0.0,0.0,0.0,75,256,3
2026-03-30 16:44:21,reviews-v2,0.0,0.0,0.0,0.0,83,444,5
2026-03-30 16:44:22,reviews-v3,0.0,0.0,0.0,0.0,86,416,5
2026-03-30 16:44:23,waypoint,0.0,0.0,0.0,0.0,181,142,1
2026-03-30 16:44:30,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,108,100,1
2026-03-30 16:44:31,details-v1,0.0,0.0,0.0,0.0,0,18,1
2026-03-30 16:44:32,productpage-v1,10747.4,666.9,0.0,0.0,1043,1159,4
2026-03-30 16:44:33,ratings-v1,21083.6,223.1,0.0,0.0,63,51,2
2026-03-30 16:44:35,reviews-v1,0.0,0.0,0.0,0.0,19,259,3
2026-03-30 16:44:36,reviews-v2,0.0,0.0,0.0,0.0,65,438,5
2026-03-30 16:44:37,reviews-v3,0.0,0.0,0.0,0.0,33,417,5
2026-03-30 16:44:38,waypoint,0.0,0.0,0.0,0.0,191,142,1
2026-03-30 16:44:45,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,120,100,1
2026-03-30 16:44:47,details-v1,0.0,0.0,0.0,0.0,0,18,1
2026-03-30 16:44:48,productpage-v1,11784.0,534.0,0.0,0.0,1012,1159,4
2026-03-30 16:44:50,ratings-v1,22834.0,174.0,0.0,0.0,61,51,2
2026-03-30 16:44:51,reviews-v1,0.0,0.0,0.0,0.0,15,256,3
2026-03-30 16:44:52,reviews-v2,0.0,0.0,0.0,0.0,71,438,5
2026-03-30 16:44:53,reviews-v3,0.0,0.0,0.0,0.0,46,419,5
2026-03-30 16:44:54,waypoint,0.0,0.0,0.0,0.0,193,142,1
2026-03-30 16:45:01,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,120,100,1
2026-03-30 16:45:03,details-v1,0.0,0.0,0.0,0.0,0,18,1
2026-03-30 16:45:04,productpage-v1,12256.6,452.4,0.0,0.0,1087,1158,4
2026-03-30 16:45:05,ratings-v1,24059.4,133.9,0.0,0.0,62,51,2
2026-03-30 16:45:07,reviews-v1,0.0,0.0,0.0,0.0,13,256,3
2026-03-30 16:45:08,reviews-v2,0.0,0.0,0.0,0.0,65,514,5
2026-03-30 16:45:09,reviews-v3,0.0,0.0,0.0,0.0,20,421,5
2026-03-30 16:45:10,waypoint,0.0,0.0,0.0,0.0,187,142,1
2026-03-30 16:45:17,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,109,100,1
2026-03-30 16:45:18,details-v1,0.0,0.0,0.0,0.0,0,18,1
2026-03-30 16:45:19,productpage-v1,12375.2,426.4,0.0,0.0,965,1158,4
2026-03-30 16:45:20,ratings-v1,24567.2,121.2,0.0,0.0,56,53,2
2026-03-30 16:45:21,reviews-v1,0.0,0.0,0.0,0.0,33,265,3
2026-03-30 16:45:23,reviews-v2,0.0,0.0,0.0,0.0,86,454,5
2026-03-30 16:45:24,reviews-v3,0.0,0.0,0.0,0.0,27,417,5
2026-03-30 16:45:25,waypoint,0.0,0.0,0.0,0.0,177,142,1
2026-03-30 16:45:31,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,109,96,1
2026-03-30 16:45:33,details-v1,0.0,0.0,0.0,0.0,0,18,1
2026-03-30 16:45:34,productpage-v1,12461.5,413.4,0.0,0.0,1001,1159,4
2026-03-30 16:45:36,ratings-v1,24863.6,115.1,0.0,0.0,61,53,2
2026-03-30 16:45:37,reviews-v1,0.0,0.0,0.0,0.0,22,265,3
2026-03-30 16:45:39,reviews-v2,0.0,0.0,0.0,0.0,19,438,5
2026-03-30 16:45:40,reviews-v3,0.0,0.0,0.0,0.0,20,418,5
2026-03-30 16:45:41,waypoint,0.0,0.0,0.0,0.0,186,142,1
2026-03-30 16:45:47,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,121,96,1
2026-03-30 16:45:48,details-v1,0.0,0.0,0.0,0.0,0,18,1
2026-03-30 16:45:50,productpage-v1,12464.0,408.3,0.0,0.0,1048,1159,4
2026-03-30 16:45:50,ratings-v1,24920.0,114.1,0.0,0.0,62,53,2
2026-03-30 16:45:51,reviews-v1,0.0,0.0,0.0,0.0,19,257,3
2026-03-30 16:45:52,reviews-v2,0.0,0.0,0.0,0.0,28,442,5
2026-03-30 16:45:54,reviews-v3,0.0,0.0,0.0,0.0,25,418,5
2026-03-30 16:45:55,waypoint,0.0,0.0,0.0,0.0,198,142,1
2026-03-30 16:46:02,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,115,96,1
