Timestamp,Service,HTTP_RPM,HTTP_LAT,gRPC_RPM,gRPC_LAT,CPU_ms,MEM_MiB,Pods
2026-03-30 14:30:37,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,4,93,1
2026-03-30 14:30:38,details-v1,0.0,0.0,0.0,0.0,0,39,1
2026-03-30 14:30:39,productpage-v1,0.0,0.0,0.0,0.0,2,282,1
2026-03-30 14:30:39,ratings-v1,0.0,0.0,0.0,0.0,0,25,1
2026-03-30 14:30:40,reviews-v1,0.0,0.0,0.0,0.0,2,94,1
2026-03-30 14:30:41,reviews-v2,0.0,0.0,0.0,0.0,1,107,1
2026-03-30 14:30:42,reviews-v3,0.0,0.0,0.0,0.0,2,104,1
2026-03-30 14:30:43,waypoint,0.0,0.0,0.0,0.0,8,123,1
2026-03-30 14:30:50,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,4,94,1
2026-03-30 14:30:51,details-v1,270.9,14.7,0.0,0.0,0,39,1
2026-03-30 14:30:52,productpage-v1,400.0,55.3,0.0,0.0,2,282,1
2026-03-30 14:30:54,ratings-v1,544.0,4.6,0.0,0.0,1,25,1
2026-03-30 14:30:55,reviews-v1,255.4,4.6,0.0,0.0,2,94,1
2026-03-30 14:30:56,reviews-v2,218.3,15.9,0.0,0.0,1,107,1
2026-03-30 14:30:58,reviews-v3,193.7,19.1,0.0,0.0,1,104,1
2026-03-30 14:30:59,waypoint,0.0,0.0,0.0,0.0,8,123,1
2026-03-30 14:31:06,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,52,94,1
2026-03-30 14:31:09,details-v1,2239.4,22.9,0.0,0.0,78,39,1
2026-03-30 14:31:13,productpage-v1,2594.2,111.9,0.0,0.0,859,287,4
2026-03-30 14:31:15,ratings-v1,1937.0,10.6,0.0,0.0,13,25,1
2026-03-30 14:31:16,reviews-v1,850.8,11.4,0.0,0.0,17,94,1
2026-03-30 14:31:18,reviews-v2,907.3,43.1,0.0,0.0,46,109,1
2026-03-30 14:31:19,reviews-v3,877.6,46.1,0.0,0.0,56,105,1
2026-03-30 14:31:20,waypoint,0.0,0.0,0.0,0.0,253,125,1
2026-03-30 14:31:27,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,149,95,1
2026-03-30 14:31:29,details-v1,5087.9,72.4,0.0,0.0,183,40,2
2026-03-30 14:31:30,productpage-v1,4630.3,341.6,0.0,0.0,2171,1093,5
2026-03-30 14:31:32,ratings-v1,3183.5,17.4,0.0,0.0,10,25,1
2026-03-30 14:31:33,reviews-v1,1390.8,30.0,0.0,0.0,16,95,1
2026-03-30 14:31:34,reviews-v2,1103.9,62.2,0.0,0.0,15,109,1
2026-03-30 14:31:35,reviews-v3,1088.5,68.7,0.0,0.0,32,105,1
2026-03-30 14:31:36,waypoint,0.0,0.0,0.0,0.0,119,125,1
2026-03-30 14:31:44,bookinfo-gateway-istio,0.0,0.0,0.0,0.0,149,95,1
2026-03-30 14:31:45,details-v1,6223.6,96.6,0.0,0.0,169,63,2
2026-03-30 14:31:46,productpage-v1,7633.4,968.9,0.0,0.0,1888,1405,5
2026-03-30 14:31:47,ratings-v1,4013.1,59.9,0.0,0.0,19,25,1
2026-03-30 14:31:48,reviews-v1,1974.8,97.5,0.0,0.0,15,95,1
2026-03-30 14:31:50,reviews-v2,1266.3,212.5,0.0,0.0,32,108,1
2026-03-30 14:31:51,reviews-v3,1324.6,235.3,0.0,0.0,33,107,1
2026-03-30 14:31:52,waypoint,0.0,0.0,0.0,0.0,119,125,1
