Autoscaler,DisplayName,MeanCPUCost_USD,StdCPUCost_USD,MeanMemoryCost_USD,StdMemoryCost_USD,MeanTotalCost_USD,StdTotalCost_USD,MinTotalCost_USD,MaxTotalCost_USD,Runs
queue-CDT120,QUEUE-CDT120,0.3297043857142857,0.0,0.029342283412388395,0.0,0.3590466691266741,0.0,0.3590466691266741,0.3590466691266741,1
queue-CDT300,QUEUE-CDT300,0.3510531619047619,0.0,0.030449360584077385,0.0,0.38150252248883926,0.0,0.38150252248883926,0.38150252248883926,1
hpa60-CDT120,HPA60-CDT120,0.41166846190476186,0.0,0.03759542740110367,0.0,0.4492638893058655,0.0,0.4492638893058655,0.4492638893058655,1
