Method,Minute,MeanLatency_ms,StdLatency_ms,Runs
queue-CDT120,0,0.0,0.0,3
queue-CDT120,1,423.7654761904762,173.37510591544128,3
queue-CDT120,2,212.35833333333335,25.056063180063493,3
queue-CDT120,3,336.85833333333335,90.47195381488858,3
queue-CDT120,4,587.9428571428572,95.74022995926568,3
queue-CDT120,5,439.43333333333334,60.472348771867566,3
queue-CDT120,6,471.64166666666665,86.8916938397067,3
queue-CDT120,7,384.6517857142857,77.41339027752367,3
queue-CDT120,8,234.90535714285716,5.853224680307713,3
queue-CDT120,9,219.10555555555553,7.2306126475741435,3
queue-CDT120,10,219.14166666666665,2.860843771220877,3
queue-CDT120,11,233.8047619047619,26.508113249101868,3
queue-CDT120,12,225.90535714285716,4.841168914020841,3
queue-CDT120,13,247.69047619047618,18.38225815741869,3
queue-CDT120,14,226.22738095238094,8.45980617852628,3
queue-CDT120,15,220.3166666666667,5.582258914035891,3
queue-CDT120,16,226.92380952380952,8.088759312211257,3
queue-CDT120,17,273.765873015873,37.29849567566259,3
queue-CDT120,18,365.1466666666667,47.10190795852469,3
queue-CDT120,19,391.5614285714285,71.36377756943358,3
queue-CDT120,20,324.4888888888889,65.91866270330883,3
queue-CDT120,21,240.39603174603175,5.796942041890459,3
queue-CDT120,22,215.50833333333335,1.734835086622859,3
queue-CDT120,23,210.95833333333334,8.277891614616205,3
queue-CDT120,24,206.6642857142857,16.124988530291755,3
queue-CDT120,25,219.2791666666667,12.612941848884171,3
queue-CDT120,26,260.90555555555557,44.11909492540655,3
queue-CDT120,27,319.3,10.830448333800009,3
queue-CDT120,28,261.38095238095235,16.575075542865562,3
queue-CDT120,29,238.7095238095238,7.5502984578572265,3
queue-CDT120,30,223.2654761904762,8.211599198363123,3
queue-CDT120,31,213.29583333333335,21.606431093156804,3
queue-CDT120,32,239.85873015873017,72.03235625532896,3
queue-CDT120,33,210.37976190476192,13.860150784241293,3
queue-CDT120,34,262.03809523809525,75.64202796433887,3
queue-CDT120,35,312.7309523809524,95.72370923167516,3
queue-CDT120,36,325.2595238095238,73.61138031440099,3
queue-CDT120,37,286.42857142857144,83.02593152818251,3
queue-CDT120,38,227.64126984126983,4.544250393652596,3
queue-CDT120,39,208.59404761904761,15.322687399723975,3
queue-CDT120,40,203.1291666666667,22.01487903719001,3
queue-CDT120,41,201.4095238095238,16.483351732998386,3
queue-CDT120,42,211.0220238095238,6.417436868476735,3
queue-CDT120,43,236.3688888888889,22.288118741541137,3
queue-CDT120,44,286.0231746031746,24.64480224820975,3
queue-CDT120,45,301.5,76.99929833735142,3
queue-CDT120,46,236.39900793650793,12.3224607391079,3
queue-CDT120,47,227.3190476190476,14.824485628501908,3
queue-CDT120,48,204.1607142857143,11.185153812814836,3
queue-CDT120,49,189.6952380952381,7.254978351749479,3
queue-CDT120,50,201.09186507936508,11.20366074133771,3
queue-CDT120,51,216.12202380952382,18.318358167720287,3
queue-CDT120,52,244.97142857142856,33.27765383704145,3
queue-CDT120,53,237.88174603174602,19.448884154628672,3
queue-CDT120,54,237.70555555555555,29.347466092696685,3
queue-CDT120,55,217.45892857142857,6.92852793616688,3
queue-CDT120,56,200.77916666666667,5.312754895845785,3
queue-CDT120,57,192.725,6.487593143525451,3
queue-CDT120,58,185.26250000000002,5.984210996447226,3
queue-CDT120,59,215.20178571428573,12.795066038261341,3
queue-CDT120,60,283.0988095238095,111.86571785306843,3
queue-CDT120,61,218.35238095238094,19.637954366498594,3
queue-CDT120,62,221.38571428571427,19.326644397656548,3
queue-CDT120,63,228.59523809523807,30.766677405318323,3
queue-CDT120,64,199.8863095238095,31.249557973064274,3
queue-CDT120,65,184.6452380952381,7.9808966215804285,3
queue-CDT120,66,194.14166666666665,4.4672477078547095,3
queue-CDT120,67,206.46607142857144,6.5772904270865915,3
queue-CDT120,68,211.7142857142857,10.059182017298573,3
queue-CDT120,69,220.35833333333335,14.069744430277794,3
queue-CDT120,70,253.50317460317464,29.66977228387797,3
queue-CDT120,71,241.22757936507935,22.023389670493955,3
queue-CDT120,72,230.53690476190476,14.505336954723532,3
queue-CDT300,0,0.0,0.0,3
queue-CDT300,1,362.5916666666667,111.406203775119,3
queue-CDT300,2,178.78333333333333,28.016073325563195,3
queue-CDT300,3,320.48333333333335,80.56576538507741,3
queue-CDT300,4,567.2410714285714,16.768674767073207,3
queue-CDT300,5,465.9505952380952,144.30638954517198,3
queue-CDT300,6,432.35714285714283,142.09052949239285,3
queue-CDT300,7,301.49583333333334,65.26236153659579,3
queue-CDT300,8,333.71666666666664,176.59597441695016,3
queue-CDT300,9,238.725,9.959009739928954,3
queue-CDT300,10,221.6291666666667,9.385330419507527,3
queue-CDT300,11,227.26309523809525,9.808329143041199,3
queue-CDT300,12,240.13333333333333,8.943444992469802,3
queue-CDT300,13,296.03214285714284,49.32638629784348,3
queue-CDT300,14,324.4154761904762,84.42088014378729,3
queue-CDT300,15,220.02916666666667,14.590752279554795,3
queue-CDT300,16,245.71825396825398,8.285990120385861,3
queue-CDT300,17,287.2275793650794,30.832331549347614,3
queue-CDT300,18,392.9088888888889,71.96937661512966,3
queue-CDT300,19,432.52,42.60780679640764,3
queue-CDT300,20,364.1266666666667,115.77869296396658,3
queue-CDT300,21,243.6857142857143,12.98488917699246,3
queue-CDT300,22,216.74761904761905,26.049937652529604,3
queue-CDT300,23,217.1779761904762,31.636523588842923,3
queue-CDT300,24,210.33392857142857,6.691548459872084,3
queue-CDT300,25,229.72857142857143,38.953821431043615,3
queue-CDT300,26,271.4979365079365,50.78073466162142,3
queue-CDT300,27,343.62222222222226,102.62783672264739,3
queue-CDT300,28,409.0833333333333,116.07746814567895,3
queue-CDT300,29,262.2547619047619,18.641699623494848,3
queue-CDT300,30,221.67857142857142,9.098208502731929,3
queue-CDT300,31,216.7422619047619,6.925306284515769,3
queue-CDT300,32,188.04464285714286,20.655727806082737,3
queue-CDT300,33,202.67777777777778,1.0224945412683784,3
queue-CDT300,34,237.25396825396828,26.949329430709927,3
queue-CDT300,35,412.3933333333334,145.69817614964623,3
queue-CDT300,36,384.78444444444443,45.9757533118555,3
queue-CDT300,37,394.59444444444443,90.56658896655561,3
queue-CDT300,38,242.70476190476188,7.921455408087143,3
queue-CDT300,39,217.315873015873,5.1803315746174,3
queue-CDT300,40,203.0375,8.381462059211387,3
queue-CDT300,41,189.45416666666665,14.638431423219926,3
queue-CDT300,42,208.49523809523808,7.416808452363297,3
queue-CDT300,43,271.25444444444446,70.82506934799395,3
queue-CDT300,44,324.98333333333335,31.660192320606296,3
queue-CDT300,45,293.8911111111111,62.19503028854148,3
queue-CDT300,46,264.3753968253968,50.50076840602919,3
queue-CDT300,47,218.54880952380952,12.276058463308074,3
queue-CDT300,48,198.66369047619048,7.167089327633078,3
queue-CDT300,49,191.91904761904763,11.690501406237942,3
queue-CDT300,50,199.80773809523808,13.729001862275119,3
queue-CDT300,51,222.0311507936508,2.764420058292958,3
queue-CDT300,52,247.73444444444445,22.539400153048845,3
queue-CDT300,53,255.1674603174603,22.86534256858037,3
queue-CDT300,54,231.06507936507936,6.845494957223529,3
queue-CDT300,55,223.27619047619046,10.793860058662347,3
queue-CDT300,56,205.34682539682538,6.488682949936153,3
queue-CDT300,57,186.63690476190473,9.642862654319408,3
queue-CDT300,58,190.76428571428573,4.026652278435345,3
queue-CDT300,59,199.36666666666667,8.925911984884483,3
queue-CDT300,60,207.3952380952381,5.6564453634469025,3
queue-CDT300,61,219.5904761904762,8.798913816701578,3
queue-CDT300,62,220.8952380952381,12.34611674331065,3
queue-CDT300,63,210.5904761904762,16.018906771364254,3
queue-CDT300,64,197.0035714285714,5.9372687924908325,3
queue-CDT300,65,195.28511904761908,11.872693161185468,3
queue-CDT300,66,187.64464285714288,5.345201870436162,3
queue-CDT300,67,197.11309523809527,10.432537365586288,3
queue-CDT300,68,200.54821428571427,11.238647474955616,3
queue-CDT300,69,227.58333333333334,14.823976449582533,3
queue-CDT300,70,236.43650793650795,2.767468055943034,3
queue-CDT300,71,244.0079365079365,23.328241588922676,3
queue-CDT300,72,227.64761904761906,3.2231728990879316,3
hpa60-CDT120,0,0.0,0.0,1
hpa60-CDT120,1,507.725,0.0,1
hpa60-CDT120,2,191.15555555555554,0.0,1
hpa60-CDT120,3,342.29999999999995,0.0,1
hpa60-CDT120,4,414.96666666666664,0.0,1
hpa60-CDT120,5,535.625,0.0,1
hpa60-CDT120,6,303.7,0.0,1
hpa60-CDT120,7,216.7,0.0,1
hpa60-CDT120,8,205.8857142857143,0.0,1
hpa60-CDT120,9,192.825,0.0,1
hpa60-CDT120,10,209.95,0.0,1
hpa60-CDT120,11,242.325,0.0,1
hpa60-CDT120,12,212.2875,0.0,1
hpa60-CDT120,13,212.9125,0.0,1
hpa60-CDT120,14,204.75,0.0,1
hpa60-CDT120,15,179.02222222222224,0.0,1
hpa60-CDT120,16,221.1,0.0,1
hpa60-CDT120,17,224.1,0.0,1
hpa60-CDT120,18,242.4125,0.0,1
hpa60-CDT120,19,262.6375,0.0,1
hpa60-CDT120,20,225.725,0.0,1
hpa60-CDT120,21,206.7625,0.0,1
hpa60-CDT120,22,185.5625,0.0,1
hpa60-CDT120,23,176.9375,0.0,1
hpa60-CDT120,24,192.025,0.0,1
hpa60-CDT120,25,221.75,0.0,1
hpa60-CDT120,26,216.425,0.0,1
hpa60-CDT120,27,238.7,0.0,1
hpa60-CDT120,28,357.7625,0.0,1
hpa60-CDT120,29,313.1625,0.0,1
hpa60-CDT120,30,201.3,0.0,1
hpa60-CDT120,31,190.1,0.0,1
hpa60-CDT120,32,193.925,0.0,1
hpa60-CDT120,33,206.2,0.0,1
hpa60-CDT120,34,228.3,0.0,1
hpa60-CDT120,35,257.025,0.0,1
hpa60-CDT120,36,287.4,0.0,1
hpa60-CDT120,37,327.1857142857143,0.0,1
hpa60-CDT120,38,234.65555555555557,0.0,1
hpa60-CDT120,39,218.1,0.0,1
hpa60-CDT120,40,211.225,0.0,1
hpa60-CDT120,41,216.14444444444445,0.0,1
hpa60-CDT120,42,198.525,0.0,1
hpa60-CDT120,43,260.225,0.0,1
hpa60-CDT120,44,226.17142857142858,0.0,1
hpa60-CDT120,45,264.75,0.0,1
hpa60-CDT120,46,415.95,0.0,1
hpa60-CDT120,47,263.375,0.0,1
hpa60-CDT120,48,220.775,0.0,1
hpa60-CDT120,49,201.3,0.0,1
hpa60-CDT120,50,210.76666666666668,0.0,1
hpa60-CDT120,51,187.61111111111111,0.0,1
hpa60-CDT120,52,204.35,0.0,1
hpa60-CDT120,53,223.3,0.0,1
hpa60-CDT120,54,199.875,0.0,1
hpa60-CDT120,55,184.6222222222222,0.0,1
hpa60-CDT120,56,173.775,0.0,1
hpa60-CDT120,57,148.70000000000002,0.0,1
hpa60-CDT120,58,166.04444444444445,0.0,1
hpa60-CDT120,59,162.225,0.0,1
hpa60-CDT120,60,177.22500000000002,0.0,1
hpa60-CDT120,61,217.38888888888889,0.0,1
hpa60-CDT120,62,196.25,0.0,1
hpa60-CDT120,63,198.7888888888889,0.0,1
hpa60-CDT120,64,140.39999999999998,0.0,1
hpa60-CDT120,65,153.45555555555555,0.0,1
hpa60-CDT120,66,165.96666666666664,0.0,1
hpa60-CDT120,67,184.0,0.0,1
hpa60-CDT120,68,182.6888888888889,0.0,1
hpa60-CDT120,69,129.1875,0.0,1
hpa60-CDT120,70,167.7,0.0,1
hpa60-CDT120,71,224.4375,0.0,1
hpa60-CDT120,72,357.2,0.0,1
