Timestamp,Service,HTTP_RPM,HTTP_LAT,gRPC_RPM,gRPC_LAT,CPU_ms,MEM_MiB,Pods,,,,,,,,,,,,,,,
03/03/2026 12:00,bookinfo-gateway-istio,0,0,0,0,23,38,1,,,,,,,,,,,,,,,
03/03/2026 12:00,details-v1,1417.1,6,0,0,18,15,1,,,,,,,,,,,,,,,
03/03/2026 12:00,productpage-v1,1357.1,31.7,0,0,142,274,1,,,,,,,,,,,,,,,
03/03/2026 12:00,ratings-v1,1533.1,2.7,0,0,7,18,1,,,,,,,,,,,,,,,
03/03/2026 12:00,reviews-v1,577.1,8.6,0,0,112,93,1,,,,,,,,,,,,,,,
03/03/2026 12:00,reviews-v2,562.9,17.9,0,0,45,95,1,,,,,,,,,,,,,,,
03/03/2026 12:00,reviews-v3,521.7,21.7,0,0,47,102,1,,,,,,,,,,,,,,,
03/03/2026 12:00,waypoint,0,0,0,0,51,42,1,,,,,,,,,,,,,,,
03/03/2026 12:00,bookinfo-gateway-istio,0,0,0,0,23,38,1,,,,,,,,,,,,,,,
03/03/2026 12:00,details-v1,1417.1,6,0,0,18,15,1,,,,,,,,,,,,,,,
03/03/2026 12:00,productpage-v1,1438.3,31,0,0,142,274,1,,,,,,,,,,,,,,,
03/03/2026 12:00,ratings-v1,1533.1,2.7,0,0,9,18,1,,,,,,,,,,,,,,,
03/03/2026 12:01,reviews-v1,577.1,8.6,0,0,25,92,1,,,,,,,,,,,,,,,
03/03/2026 12:01,reviews-v2,578.3,17.2,0,0,169,95,1,,,,,,,,,,,,,,,
03/03/2026 12:01,reviews-v3,600.6,20.3,0,0,51,101,1,,,,,,,,,,,,,,,
03/03/2026 12:01,waypoint,0,0,0,0,61,42,1,,,,,,,,,,,,,,,
03/03/2026 12:01,bookinfo-gateway-istio,0,0,0,0,25,38,1,,,,,,,,,,,,,,,
03/03/2026 12:01,details-v1,1510.3,5.9,0,0,19,16,1,,,,,,,,,,,,,,,
03/03/2026 12:01,productpage-v1,1544.6,30.6,0,0,159,274,1,,,,,,,,,,,,,,,
03/03/2026 12:01,ratings-v1,1693.7,2.5,0,0,9,18,1,,,,,,,,,,,,,,,
03/03/2026 12:01,reviews-v1,601.7,8.3,0,0,25,92,1,,,,,,,,,,,,,,,
03/03/2026 12:01,reviews-v2,596,16.5,0,0,169,95,1,,,,,,,,,,,,,,,
03/03/2026 12:01,reviews-v3,600.6,20.3,0,0,51,101,1,,,,,,,,,,,,,,,
03/03/2026 12:01,waypoint,0,0,0,0,61,42,1,,,,,,,,,,,,,,,
03/03/2026 12:01,bookinfo-gateway-istio,0,0,0,0,28,38,1,,,,,,,,,,,,,,,
03/03/2026 12:01,details-v1,1637.1,6.9,0,0,22,16,1,,,,,,,,,,,,,,,
03/03/2026 12:01,productpage-v1,1544.6,30.6,0,0,181,274,1,,,,,,,,,,,,,,,
03/03/2026 12:01,ratings-v1,1809.7,3,0,0,10,18,1,,,,,,,,,,,,,,,
03/03/2026 12:01,reviews-v1,659.4,11.7,0,0,27,92,1,,,,,,,,,,,,,,,
03/03/2026 12:01,reviews-v2,624,22.5,0,0,45,95,1,,,,,,,,,,,,,,,
03/03/2026 12:01,reviews-v3,651.4,22.2,0,0,162,104,1,,,,,,,,,,,,,,,
03/03/2026 12:01,waypoint,0,0,0,0,67,42,1,,,,,,,,,,,,,,,
03/03/2026 12:01,bookinfo-gateway-istio,0,0,0,0,28,38,1,,,,,,,,,,,,,,,
03/03/2026 12:01,details-v1,1637.1,6.9,0,0,22,16,1,,,,,,,,,,,,,,,
03/03/2026 12:01,productpage-v1,1648.6,36.1,0,0,178,274,1,,,,,,,,,,,,,,,
03/03/2026 12:01,ratings-v1,1809.7,3,0,0,10,18,1,,,,,,,,,,,,,,,
03/03/2026 12:01,reviews-v1,680.6,11.4,0,0,27,92,1,,,,,,,,,,,,,,,
03/03/2026 12:01,reviews-v2,655.4,21.8,0,0,45,95,1,,,,,,,,,,,,,,,
03/03/2026 12:01,reviews-v3,697.7,21.2,0,0,48,102,1,,,,,,,,,,,,,,,
03/03/2026 12:01,waypoint,0,0,0,0,63,42,1,,,,,,,,,,,,,,,
03/03/2026 12:01,bookinfo-gateway-istio,0,0,0,0,26,38,1,,,,,,,,,,,,,,,
03/03/2026 12:01,details-v1,1752,6.7,0,0,22,16,1,,,,,,,,,,,,,,,
03/03/2026 12:01,productpage-v1,1737.7,34.7,0,0,178,274,1,,,,,,,,,,,,,,,
03/03/2026 12:01,ratings-v1,1921.1,2.9,0,0,10,18,1,,,,,,,,,,,,,,,
03/03/2026 12:01,reviews-v1,700,11.1,0,0,27,92,1,,,,,,,,,,,,,,,
03/03/2026 12:01,reviews-v2,655.4,21.8,0,0,45,95,1,,,,,,,,,,,,,,,
03/03/2026 12:01,reviews-v3,697.7,21.2,0,0,48,102,1,,,,,,,,,,,,,,,
03/03/2026 12:01,waypoint,0,0,0,0,63,42,1,,,,,,,,,,,,,,,
03/03/2026 12:01,bookinfo-gateway-istio,0,0,0,0,27,38,1,,,,,,,,,,,,,,,
03/03/2026 12:01,details-v1,1793.7,6.6,0,0,22,16,1,,,,,,,,,,,,,,,
03/03/2026 12:01,productpage-v1,1737.7,34.7,0,0,172,274,1,,,,,,,,,,,,,,,
03/03/2026 12:01,ratings-v1,1972,2.8,0,0,9,18,1,,,,,,,,,,,,,,,
03/03/2026 12:01,reviews-v1,707.4,10.9,0,0,28,92,1,,,,,,,,,,,,,,,
03/03/2026 12:01,reviews-v2,666.3,21.2,0,0,44,95,1,,,,,,,,,,,,,,,
03/03/2026 12:01,reviews-v3,723.4,20.3,0,0,51,104,1,,,,,,,,,,,,,,,
03/03/2026 12:01,waypoint,0,0,0,0,64,39,1,,,,,,,,,,,,,,,
03/03/2026 12:01,bookinfo-gateway-istio,0,0,0,0,27,38,1,,,,,,,,,,,,,,,
03/03/2026 12:01,details-v1,1793.7,6.6,0,0,22,16,1,,,,,,,,,,,,,,,
03/03/2026 12:01,productpage-v1,1829.2,33.1,0,0,181,275,1,,,,,,,,,,,,,,,
03/03/2026 12:01,ratings-v1,1972,2.8,0,0,11,18,1,,,,,,,,,,,,,,,
03/03/2026 12:02,reviews-v1,723.4,8.8,0,0,30,92,1,,,,,,,,,,,,,,,
03/03/2026 12:02,reviews-v2,737.7,13.9,0,0,44,95,1,,,,,,,,,,,,,,,
03/03/2026 12:02,reviews-v3,778.9,14,0,0,56,103,1,,,,,,,,,,,,,,,
03/03/2026 12:02,waypoint,0,0,0,0,73,39,1,,,,,,,,,,,,,,,
03/03/2026 12:02,bookinfo-gateway-istio,0,0,0,0,27,38,1,,,,,,,,,,,,,,,
03/03/2026 12:02,details-v1,1926.3,4.5,0,0,20,15,1,,,,,,,,,,,,,,,
