app,experiment_name,workload_name,workload_csv,autoscaler_name,deployment_scope,setup_ok,ready_for_load,monitor_log_file,locust_stats_csv,locust_failures_csv,locust_exceptions_csv,locust_stats_history_csv,cleanup_ok,status,error_message
bookinfo,bookinfo_wiki_load_cpu80_subset,wiki_load,load/book-info/workloads/wiki_load.csv,default_cpu,"productpage-v1,details-v1,ratings-v1,reviews-v1,reviews-v2,reviews-v3",True,True,/app/logs/bookinfo_mesh_metrics_bookinfo_wiki_load_default_cpu_default_5s_20260820_221618.csv,tmp/locust/bookinfo/bookinfo_wiki_load_cpu80_subset_20260820_231618_stats.csv,tmp/locust/bookinfo/bookinfo_wiki_load_cpu80_subset_20260820_231618_failures.csv,tmp/locust/bookinfo/bookinfo_wiki_load_cpu80_subset_20260820_231618_exceptions.csv,tmp/locust/bookinfo/bookinfo_wiki_load_cpu80_subset_20260820_231618_stats_history.csv,True,success,
bookinfo,bookinfo_stepped-400-up_cpu80_subset,stepped-400-up,load/book-info/workloads/stepped-400-up.csv,default_cpu,"productpage-v1,details-v1,ratings-v1,reviews-v1,reviews-v2,reviews-v3",True,True,/app/logs/bookinfo_mesh_metrics_bookinfo_stepped-400-up_default_cpu_default_5s_20260820_221942.csv,tmp/locust/bookinfo/bookinfo_stepped-400-up_cpu80_subset_20260820_231942_stats.csv,tmp/locust/bookinfo/bookinfo_stepped-400-up_cpu80_subset_20260820_231942_failures.csv,tmp/locust/bookinfo/bookinfo_stepped-400-up_cpu80_subset_20260820_231942_exceptions.csv,tmp/locust/bookinfo/bookinfo_stepped-400-up_cpu80_subset_20260820_231942_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo,bookinfo_wiki_load_cpu80_subset,wiki_load,load/book-info/workloads/wiki_load.csv,default_cpu,"productpage-v1,details-v1,ratings-v1,reviews-v1,reviews-v2,reviews-v3",True,True,/app/logs/bookinfo_mesh_metrics_bookinfo_wiki_load_default_cpu_default_5s_20260820_222059.csv,tmp/locust/bookinfo/bookinfo_wiki_load_cpu80_subset_20260820_232059_stats.csv,tmp/locust/bookinfo/bookinfo_wiki_load_cpu80_subset_20260820_232059_failures.csv,tmp/locust/bookinfo/bookinfo_wiki_load_cpu80_subset_20260820_232059_exceptions.csv,tmp/locust/bookinfo/bookinfo_wiki_load_cpu80_subset_20260820_232059_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo,bookinfo_wiki_load_customdas-cpu-queue_subset,wiki_load,load/book-info/workloads/wiki_load.csv,customdas-cpu-queue,"productpage-v1,details-v1,ratings-v1,reviews-v1,reviews-v2,reviews-v3",,,,,,,,False,failed,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))"
bookinfo,bookinfo_wiki_load_customdas-cpu-queue_subset,wiki_load,load/book-info/workloads/wiki_load.csv,customdas-cpu-queue,"productpage-v1,details-v1,ratings-v1,reviews-v1,reviews-v2,reviews-v3",True,True,/app/logs/bookinfo_mesh_metrics_bookinfo_wiki_load_customdas-cpu-queue_default_5s_20260820_223919.csv,tmp/locust/bookinfo/bookinfo_wiki_load_customdas-cpu-queue_subset_20260820_233919_stats.csv,tmp/locust/bookinfo/bookinfo_wiki_load_customdas-cpu-queue_subset_20260820_233919_failures.csv,tmp/locust/bookinfo/bookinfo_wiki_load_customdas-cpu-queue_subset_20260820_233919_exceptions.csv,tmp/locust/bookinfo/bookinfo_wiki_load_customdas-cpu-queue_subset_20260820_233919_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo,bookinfo_wiki_load_customdas-cpu-queue_subset,wiki_load,load/book-info/workloads/wiki_load.csv,customdas-cpu-queue,"productpage-v1,details-v1,ratings-v1,reviews-v1,reviews-v2,reviews-v3",True,True,/app/logs/bookinfo_mesh_metrics_bookinfo_wiki_load_customdas-cpu-queue_default_5s_20260820_235149.csv,tmp/locust/bookinfo/bookinfo_wiki_load_customdas-cpu-queue_subset_20260821_005149_stats.csv,tmp/locust/bookinfo/bookinfo_wiki_load_customdas-cpu-queue_subset_20260821_005149_failures.csv,tmp/locust/bookinfo/bookinfo_wiki_load_customdas-cpu-queue_subset_20260821_005149_exceptions.csv,tmp/locust/bookinfo/bookinfo_wiki_load_customdas-cpu-queue_subset_20260821_005149_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo,bookinfo_wiki_load_das_subset,wiki_load,load/book-info/workloads/wiki_load.csv,das,"productpage-v1,details-v1,ratings-v1,reviews-v1,reviews-v2,reviews-v3",True,True,/app/logs/bookinfo_mesh_metrics_bookinfo_wiki_load_das_default_5s_20260821_010419.csv,tmp/locust/bookinfo/bookinfo_wiki_load_das_subset_20260821_020419_stats.csv,tmp/locust/bookinfo/bookinfo_wiki_load_das_subset_20260821_020419_failures.csv,tmp/locust/bookinfo/bookinfo_wiki_load_das_subset_20260821_020419_exceptions.csv,tmp/locust/bookinfo/bookinfo_wiki_load_das_subset_20260821_020419_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo,bookinfo_wiki_load_cpu80_subset,wiki_load,load/book-info/workloads/wiki_load.csv,default_cpu,"productpage-v1,details-v1,ratings-v1,reviews-v1,reviews-v2,reviews-v3",True,True,/app/logs/bookinfo_mesh_metrics_bookinfo_wiki_load_default_cpu_default_5s_20260821_021641.csv,tmp/locust/bookinfo/bookinfo_wiki_load_cpu80_subset_20260821_031641_stats.csv,tmp/locust/bookinfo/bookinfo_wiki_load_cpu80_subset_20260821_031641_failures.csv,tmp/locust/bookinfo/bookinfo_wiki_load_cpu80_subset_20260821_031641_exceptions.csv,tmp/locust/bookinfo/bookinfo_wiki_load_cpu80_subset_20260821_031641_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo,bookinfo_stepped-400-up_customdas-cpu-queue_subset,stepped-400-up,load/book-info/workloads/stepped-400-up.csv,customdas-cpu-queue,"productpage-v1,details-v1,ratings-v1,reviews-v1,reviews-v2,reviews-v3",True,True,/app/logs/bookinfo_mesh_metrics_bookinfo_stepped-400-up_customdas-cpu-queue_default_5s_20260821_032911.csv,tmp/locust/bookinfo/bookinfo_stepped-400-up_customdas-cpu-queue_subset_20260821_042911_stats.csv,tmp/locust/bookinfo/bookinfo_stepped-400-up_customdas-cpu-queue_subset_20260821_042911_failures.csv,tmp/locust/bookinfo/bookinfo_stepped-400-up_customdas-cpu-queue_subset_20260821_042911_exceptions.csv,tmp/locust/bookinfo/bookinfo_stepped-400-up_customdas-cpu-queue_subset_20260821_042911_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo,bookinfo_stepped-400-up_customdas-cpu-queue_subset,stepped-400-up,load/book-info/workloads/stepped-400-up.csv,customdas-cpu-queue,"productpage-v1,details-v1,ratings-v1,reviews-v1,reviews-v2,reviews-v3",True,True,/app/logs/bookinfo_mesh_metrics_bookinfo_stepped-400-up_customdas-cpu-queue_default_5s_20260821_044141.csv,tmp/locust/bookinfo/bookinfo_stepped-400-up_customdas-cpu-queue_subset_20260821_054141_stats.csv,tmp/locust/bookinfo/bookinfo_stepped-400-up_customdas-cpu-queue_subset_20260821_054141_failures.csv,tmp/locust/bookinfo/bookinfo_stepped-400-up_customdas-cpu-queue_subset_20260821_054141_exceptions.csv,tmp/locust/bookinfo/bookinfo_stepped-400-up_customdas-cpu-queue_subset_20260821_054141_stats_history.csv,True,completed_with_failures,Locust exit code 1
