experiment_name,request_rate,workload_csv,hpa_mode,cpu_target,setup_ok,ready_for_load,monitor_log_file,locust_stats_csv,locust_failures_csv,locust_exceptions_csv,locust_stats_history_csv,cleanup_ok,status,error_message
bookinfo_rps100_hpa_none,100,load/book-info/workloads/constant-100.csv,none,,True,True,/app/logs/mesh_metrics_bookinfo_rps100_hpanone_default_5s_20260331_171712.csv,,,,,True,failed,"Command '['locust', '-f', 'load/book-info/wiki_locustfile.py', '--headless', '-t', '120s', '--host', 'http://18.169.241.77:8080', '--csv', 'tmp/locust/bookinfo_rps100_hpa_none', '--only-summary']' returned non-zero exit status 1."
bookinfo_rps300_hpa_none,300,load/book-info/workloads/constant-300.csv,none,,True,True,/app/logs/mesh_metrics_bookinfo_rps300_hpanone_default_5s_20260331_171924.csv,,,,,True,failed,"Command '['locust', '-f', 'load/book-info/wiki_locustfile.py', '--headless', '-t', '120s', '--host', 'http://18.169.241.77:8080', '--csv', 'tmp/locust/bookinfo_rps300_hpa_none', '--only-summary']' returned non-zero exit status 1."
bookinfo_rps500_hpa_none,500,load/book-info/workloads/constant-500.csv,none,,True,True,/app/logs/mesh_metrics_bookinfo_rps500_hpanone_default_5s_20260331_172136.csv,,,,,True,failed,"Command '['locust', '-f', 'load/book-info/wiki_locustfile.py', '--headless', '-t', '120s', '--host', 'http://18.169.241.77:8080', '--csv', 'tmp/locust/bookinfo_rps500_hpa_none', '--only-summary']' returned non-zero exit status 1."
bookinfo_rps100_hpa_none,100,load/book-info/workloads/constant-100.csv,none,,True,True,/app/logs/mesh_metrics_bookinfo_rps100_hpanone_default_5s_20260331_173605.csv,tmp/locust/bookinfo_rps100_hpa_none_stats.csv,tmp/locust/bookinfo_rps100_hpa_none_failures.csv,tmp/locust/bookinfo_rps100_hpa_none_exceptions.csv,tmp/locust/bookinfo_rps100_hpa_none_stats_history.csv,True,success,
bookinfo_rps100_hpa_cpu20,100,load/book-info/workloads/constant-100.csv,cpu,20,True,True,/app/logs/mesh_metrics_bookinfo_rps100_hpacpu20_default_5s_20260331_173816.csv,tmp/locust/bookinfo_rps100_hpa_cpu20_stats.csv,tmp/locust/bookinfo_rps100_hpa_cpu20_failures.csv,tmp/locust/bookinfo_rps100_hpa_cpu20_exceptions.csv,tmp/locust/bookinfo_rps100_hpa_cpu20_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps100_hpa_cpu50,100,load/book-info/workloads/constant-100.csv,cpu,50,True,True,/app/logs/mesh_metrics_bookinfo_rps100_hpacpu50_default_5s_20260331_174031.csv,tmp/locust/bookinfo_rps100_hpa_cpu50_stats.csv,tmp/locust/bookinfo_rps100_hpa_cpu50_failures.csv,tmp/locust/bookinfo_rps100_hpa_cpu50_exceptions.csv,tmp/locust/bookinfo_rps100_hpa_cpu50_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps100_hpa_none,100,load/book-info/workloads/constant-100.csv,none,,True,True,/app/logs/mesh_metrics_bookinfo_rps100_hpanone_default_5s_20260331_174652.csv,tmp/locust/bookinfo_rps100_hpa_none_stats.csv,tmp/locust/bookinfo_rps100_hpa_none_failures.csv,tmp/locust/bookinfo_rps100_hpa_none_exceptions.csv,tmp/locust/bookinfo_rps100_hpa_none_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps100_hpa_none,100,load/book-info/workloads/constant-100.csv,none,,True,True,/app/logs/mesh_metrics_bookinfo_rps100_hpanone_default_5s_20260331_175004.csv,tmp/locust/bookinfo_rps100_hpa_none_stats.csv,tmp/locust/bookinfo_rps100_hpa_none_failures.csv,tmp/locust/bookinfo_rps100_hpa_none_exceptions.csv,tmp/locust/bookinfo_rps100_hpa_none_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps100_hpa_none,100,load/book-info/workloads/constant-100.csv,none,,True,True,/app/logs/mesh_metrics_bookinfo_rps100_hpanone_default_5s_20260331_175315.csv,tmp/locust/bookinfo_rps100_hpa_none_stats.csv,tmp/locust/bookinfo_rps100_hpa_none_failures.csv,tmp/locust/bookinfo_rps100_hpa_none_exceptions.csv,tmp/locust/bookinfo_rps100_hpa_none_stats_history.csv,True,success,
bookinfo_rps100_hpa_cpu20,100,load/book-info/workloads/constant-100.csv,cpu,20,True,True,/app/logs/mesh_metrics_bookinfo_rps100_hpacpu20_default_5s_20260331_175627.csv,tmp/locust/bookinfo_rps100_hpa_cpu20_stats.csv,tmp/locust/bookinfo_rps100_hpa_cpu20_failures.csv,tmp/locust/bookinfo_rps100_hpa_cpu20_exceptions.csv,tmp/locust/bookinfo_rps100_hpa_cpu20_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps100_hpa_cpu20,100,load/book-info/workloads/constant-100.csv,cpu,20,True,True,/app/logs/mesh_metrics_bookinfo_rps100_hpacpu20_default_5s_20260331_175943.csv,tmp/locust/bookinfo_rps100_hpa_cpu20_stats.csv,tmp/locust/bookinfo_rps100_hpa_cpu20_failures.csv,tmp/locust/bookinfo_rps100_hpa_cpu20_exceptions.csv,tmp/locust/bookinfo_rps100_hpa_cpu20_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps100_hpa_cpu20,100,load/book-info/workloads/constant-100.csv,cpu,20,True,True,/app/logs/mesh_metrics_bookinfo_rps100_hpacpu20_default_5s_20260331_180259.csv,tmp/locust/bookinfo_rps100_hpa_cpu20_stats.csv,tmp/locust/bookinfo_rps100_hpa_cpu20_failures.csv,tmp/locust/bookinfo_rps100_hpa_cpu20_exceptions.csv,tmp/locust/bookinfo_rps100_hpa_cpu20_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps100_hpa_cpu50,100,load/book-info/workloads/constant-100.csv,cpu,50,True,True,/app/logs/mesh_metrics_bookinfo_rps100_hpacpu50_default_5s_20260331_180616.csv,tmp/locust/bookinfo_rps100_hpa_cpu50_stats.csv,tmp/locust/bookinfo_rps100_hpa_cpu50_failures.csv,tmp/locust/bookinfo_rps100_hpa_cpu50_exceptions.csv,tmp/locust/bookinfo_rps100_hpa_cpu50_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps100_hpa_cpu50,100,load/book-info/workloads/constant-100.csv,cpu,50,True,True,/app/logs/mesh_metrics_bookinfo_rps100_hpacpu50_default_5s_20260331_180930.csv,tmp/locust/bookinfo_rps100_hpa_cpu50_stats.csv,tmp/locust/bookinfo_rps100_hpa_cpu50_failures.csv,tmp/locust/bookinfo_rps100_hpa_cpu50_exceptions.csv,tmp/locust/bookinfo_rps100_hpa_cpu50_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps100_hpa_cpu50,100,load/book-info/workloads/constant-100.csv,cpu,50,True,True,/app/logs/mesh_metrics_bookinfo_rps100_hpacpu50_default_5s_20260331_181245.csv,tmp/locust/bookinfo_rps100_hpa_cpu50_stats.csv,tmp/locust/bookinfo_rps100_hpa_cpu50_failures.csv,tmp/locust/bookinfo_rps100_hpa_cpu50_exceptions.csv,tmp/locust/bookinfo_rps100_hpa_cpu50_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps100_hpa_cpu80,100,load/book-info/workloads/constant-100.csv,cpu,80,True,True,/app/logs/mesh_metrics_bookinfo_rps100_hpacpu80_default_5s_20260331_181600.csv,tmp/locust/bookinfo_rps100_hpa_cpu80_stats.csv,tmp/locust/bookinfo_rps100_hpa_cpu80_failures.csv,tmp/locust/bookinfo_rps100_hpa_cpu80_exceptions.csv,tmp/locust/bookinfo_rps100_hpa_cpu80_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps100_hpa_cpu80,100,load/book-info/workloads/constant-100.csv,cpu,80,True,True,/app/logs/mesh_metrics_bookinfo_rps100_hpacpu80_default_5s_20260331_181914.csv,tmp/locust/bookinfo_rps100_hpa_cpu80_stats.csv,tmp/locust/bookinfo_rps100_hpa_cpu80_failures.csv,tmp/locust/bookinfo_rps100_hpa_cpu80_exceptions.csv,tmp/locust/bookinfo_rps100_hpa_cpu80_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps100_hpa_cpu80,100,load/book-info/workloads/constant-100.csv,cpu,80,True,True,/app/logs/mesh_metrics_bookinfo_rps100_hpacpu80_default_5s_20260331_182228.csv,tmp/locust/bookinfo_rps100_hpa_cpu80_stats.csv,tmp/locust/bookinfo_rps100_hpa_cpu80_failures.csv,tmp/locust/bookinfo_rps100_hpa_cpu80_exceptions.csv,tmp/locust/bookinfo_rps100_hpa_cpu80_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps300_hpa_none,300,load/book-info/workloads/constant-300.csv,none,,True,True,/app/logs/mesh_metrics_bookinfo_rps300_hpanone_default_5s_20260331_182542.csv,tmp/locust/bookinfo_rps300_hpa_none_stats.csv,tmp/locust/bookinfo_rps300_hpa_none_failures.csv,tmp/locust/bookinfo_rps300_hpa_none_exceptions.csv,tmp/locust/bookinfo_rps300_hpa_none_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps300_hpa_none,300,load/book-info/workloads/constant-300.csv,none,,True,True,/app/logs/mesh_metrics_bookinfo_rps300_hpanone_default_5s_20260331_182854.csv,tmp/locust/bookinfo_rps300_hpa_none_stats.csv,tmp/locust/bookinfo_rps300_hpa_none_failures.csv,tmp/locust/bookinfo_rps300_hpa_none_exceptions.csv,tmp/locust/bookinfo_rps300_hpa_none_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps300_hpa_none,300,load/book-info/workloads/constant-300.csv,none,,True,True,/app/logs/mesh_metrics_bookinfo_rps300_hpanone_default_5s_20260331_183206.csv,tmp/locust/bookinfo_rps300_hpa_none_stats.csv,tmp/locust/bookinfo_rps300_hpa_none_failures.csv,tmp/locust/bookinfo_rps300_hpa_none_exceptions.csv,tmp/locust/bookinfo_rps300_hpa_none_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps300_hpa_cpu20,300,load/book-info/workloads/constant-300.csv,cpu,20,True,True,/app/logs/mesh_metrics_bookinfo_rps300_hpacpu20_default_5s_20260331_183518.csv,tmp/locust/bookinfo_rps300_hpa_cpu20_stats.csv,tmp/locust/bookinfo_rps300_hpa_cpu20_failures.csv,tmp/locust/bookinfo_rps300_hpa_cpu20_exceptions.csv,tmp/locust/bookinfo_rps300_hpa_cpu20_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps300_hpa_cpu20,300,load/book-info/workloads/constant-300.csv,cpu,20,True,True,/app/logs/mesh_metrics_bookinfo_rps300_hpacpu20_default_5s_20260331_183839.csv,tmp/locust/bookinfo_rps300_hpa_cpu20_stats.csv,tmp/locust/bookinfo_rps300_hpa_cpu20_failures.csv,tmp/locust/bookinfo_rps300_hpa_cpu20_exceptions.csv,tmp/locust/bookinfo_rps300_hpa_cpu20_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps300_hpa_cpu20,300,load/book-info/workloads/constant-300.csv,cpu,20,True,True,/app/logs/mesh_metrics_bookinfo_rps300_hpacpu20_default_5s_20260331_184159.csv,tmp/locust/bookinfo_rps300_hpa_cpu20_stats.csv,tmp/locust/bookinfo_rps300_hpa_cpu20_failures.csv,tmp/locust/bookinfo_rps300_hpa_cpu20_exceptions.csv,tmp/locust/bookinfo_rps300_hpa_cpu20_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps300_hpa_cpu50,300,load/book-info/workloads/constant-300.csv,cpu,50,True,True,/app/logs/mesh_metrics_bookinfo_rps300_hpacpu50_default_5s_20260331_184520.csv,tmp/locust/bookinfo_rps300_hpa_cpu50_stats.csv,tmp/locust/bookinfo_rps300_hpa_cpu50_failures.csv,tmp/locust/bookinfo_rps300_hpa_cpu50_exceptions.csv,tmp/locust/bookinfo_rps300_hpa_cpu50_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps300_hpa_cpu50,300,load/book-info/workloads/constant-300.csv,cpu,50,True,True,/app/logs/mesh_metrics_bookinfo_rps300_hpacpu50_default_5s_20260331_184837.csv,tmp/locust/bookinfo_rps300_hpa_cpu50_stats.csv,tmp/locust/bookinfo_rps300_hpa_cpu50_failures.csv,tmp/locust/bookinfo_rps300_hpa_cpu50_exceptions.csv,tmp/locust/bookinfo_rps300_hpa_cpu50_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps300_hpa_cpu50,300,load/book-info/workloads/constant-300.csv,cpu,50,True,True,/app/logs/mesh_metrics_bookinfo_rps300_hpacpu50_default_5s_20260331_185153.csv,tmp/locust/bookinfo_rps300_hpa_cpu50_stats.csv,tmp/locust/bookinfo_rps300_hpa_cpu50_failures.csv,tmp/locust/bookinfo_rps300_hpa_cpu50_exceptions.csv,tmp/locust/bookinfo_rps300_hpa_cpu50_stats_history.csv,True,completed_with_failures,Locust exit code 1
bookinfo_rps300_hpa_cpu80,300,load/book-info/workloads/constant-300.csv,cpu,80,True,True,/app/logs/mesh_metrics_bookinfo_rps300_hpacpu80_default_5s_20260331_185509.csv,tmp/locust/bookinfo_rps300_hpa_cpu80_stats.csv,tmp/locust/bookinfo_rps300_hpa_cpu80_failures.csv,tmp/locust/bookinfo_rps300_hpa_cpu80_exceptions.csv,tmp/locust/bookinfo_rps300_hpa_cpu80_stats_history.csv,True,completed_with_failures,Locust exit code 1
