Autoscaler,Minute,MeanReplicas,StdReplicas,MinReplicas,MaxReplicas,Runs
queue,0,11.142857142857142,0.2020305089104433,11.0,11.285714285714286,2
queue,1,11.5,0.7071067811865476,11.0,12.0,2
queue,2,11.6875,0.4419417382415922,11.375,12.0,2
queue,3,12.473214285714285,0.13889597487592817,12.375,12.571428571428571,2
queue,4,13.75,0.3535533905932738,13.5,14.0,2
queue,5,16.0,0.7071067811865476,15.5,16.5,2
queue,6,18.142857142857142,0.0,18.142857142857142,18.142857142857142,2
queue,7,19.5625,0.08838834764831845,19.5,19.625,2
queue,8,19.57142857142857,0.606091526731328,19.142857142857142,20.0,2
queue,9,21.3125,0.9722718241315028,20.625,22.0,2
queue,10,21.9375,0.08838834764831845,21.875,22.0,2
queue,11,22.0,0.0,22.0,22.0,2
queue,12,22.375,0.1767766952966369,22.25,22.5,2
queue,13,23.1875,0.9722718241315028,22.5,23.875,2
queue,14,22.0625,0.08838834764831845,22.0,22.125,2
queue,15,21.5625,0.6187184335382291,21.125,22.0,2
queue,16,22.75,0.0,22.75,22.75,2
queue,17,25.857142857142854,0.4040610178208866,25.57142857142857,26.142857142857142,2
queue,18,28.125,0.1767766952966369,28.0,28.25,2
queue,19,28.25,0.3535533905932738,28.0,28.5,2
queue,20,26.785714285714285,0.5050762722761061,26.428571428571427,27.142857142857142,2
queue,21,25.4375,0.2651650429449553,25.25,25.625,2
queue,22,23.9375,0.4419417382415922,23.625,24.25,2
queue,23,21.07142857142857,0.10101525445522197,21.0,21.142857142857142,2
queue,24,22.875,0.1767766952966369,22.75,23.0,2
queue,25,25.5,0.30304576336566463,25.285714285714285,25.714285714285715,2
queue,26,29.357142857142858,0.5050762722761061,29.0,29.714285714285715,2
queue,27,29.333333333333332,0.47140452079103,29.0,29.666666666666664,2
queue,28,28.069444444444443,0.25534411542847646,27.88888888888889,28.25,2
queue,29,26.75,0.5303300858899106,26.375,27.125,2
queue,30,25.017857142857142,0.3788072042070783,24.75,25.285714285714285,2
queue,31,22.75,0.0,22.75,22.75,2
queue,32,22.357142857142858,1.3131983079178717,21.42857142857143,23.285714285714285,2
queue,33,23.4375,0.08838834764831845,23.375,23.5,2
queue,34,26.035714285714285,0.6565991539589384,25.57142857142857,26.5,2
queue,35,28.214285714285715,0.30304576336566463,28.0,28.42857142857143,2
queue,36,27.875,0.1767766952966369,27.75,28.0,2
queue,37,26.875,1.2374368670764582,26.0,27.75,2
queue,38,25.07142857142857,0.10101525445522197,25.0,25.142857142857142,2
queue,39,23.482142857142858,1.0859139853936257,22.714285714285715,24.25,2
queue,40,21.00892857142857,0.1894036021035404,20.875,21.142857142857142,2
queue,41,22.42857142857143,2.020305089104423,21.0,23.857142857142858,2
queue,42,24.4375,3.623922253581056,21.875,27.0,2
queue,43,27.589285714285715,1.1869292398488478,26.75,28.428571428571427,2
queue,44,28.357142857142858,1.919289834649201,27.0,29.714285714285715,2
queue,45,27.785714285714285,1.1111677990074318,27.0,28.571428571428573,2
queue,46,25.5,0.8838834764831844,24.875,26.125,2
queue,47,23.625,1.590990257669732,22.5,24.75,2
queue,48,21.0,1.2121830534626536,20.142857142857142,21.857142857142858,2
queue,49,21.125,0.1767766952966369,21.0,21.25,2
queue,50,22.919642857142858,0.2904188565587599,22.714285714285715,23.125,2
queue,51,24.19642857142857,0.07576144084141491,24.142857142857142,24.25,2
queue,52,26.4375,0.6187184335382291,26.0,26.875,2
queue,53,25.6031746031746,1.1672873848158876,24.77777777777778,26.428571428571427,2
queue,54,24.17857142857143,0.4545686450484932,23.857142857142858,24.5,2
queue,55,21.82142857142857,0.45456864504849576,21.5,22.142857142857142,2
queue,56,19.92857142857143,0.10101525445521946,19.857142857142858,20.0,2
