Autoscaler,DisplayName,Run,File,CPUCost_USD,MemoryCost_USD,TotalCost_USD
queue,QUEUE,1,queue-1.csv,0.2653980047619047,0.023382195657397076,0.2887802004193018
queue,QUEUE,2,queue-2.csv,0.2724023285714286,0.024087666538783484,0.29648999511021207
hpa80,HPA80,1,hpa80-1.csv,0.34448967999999996,0.031629251220703127,0.3761189312207031
hpa80,HPA80,2,hpa80-2.csv,0.3290593511111111,0.030453487982855902,0.359512839093967
das,DAS,1,das-1.csv,0.3568131142857142,0.033127596784319195,0.3899407110700334
das,DAS,2,das-2.csv,0.35391235238095237,0.03270611374627976,0.38661846612723216
