Method,Minute,MeanLatency_ms,StdLatency_ms,Runs
queue,0,714.05,708.4502840708019,2
queue,1,208.65,28.35498192558057,2
queue,2,595.9375,42.19659716730719,2
queue,3,606.2714285714286,55.538186899480586,2
queue,4,419.1625,18.331743302261273,2
queue,5,457.875,184.9437786193415,2
queue,6,344.24285714285713,156.47262915113743,2
queue,7,355.3125,177.46612440829378,2
queue,8,354.1928571428571,179.04953852187938,2
queue,9,211.1875,0.40658639918225675,2
queue,10,204.9875,8.361537687530927,2
queue,11,223.55,4.030508652763323,2
queue,12,237.2875,9.49290853742941,2
queue,13,198.03750000000002,28.620146968525518,2
queue,14,201.16250000000002,25.827075182838662,2
queue,15,233.0625,71.08190917877768,2
queue,16,230.5375,13.664838546430023,2
queue,17,275.4714285714286,47.90143366266585,2
queue,18,236.27857142857144,0.39395949237537714,2
queue,19,254.6125,31.837482822924315,2
queue,20,225.32857142857142,1.9394928855402378,2
queue,21,221.0,6.081118318204325,2
queue,22,223.35000000000002,26.940768363207447,2
queue,23,670.7125,640.9392641370163,2
queue,24,765.9625000000001,52.52035617263076,2
queue,25,264.8285714285714,23.799193949650075,2
queue,26,230.2214285714286,7.323605948003521,2
queue,27,222.95833333333334,16.46380288862676,2
queue,28,284.18333333333334,84.73496261218796,2
queue,29,202.61875,13.691355050724534,2
queue,30,201.3,14.9906637611548,2
queue,31,413.04375,250.67819276539592,2
queue,32,539.0142857142857,69.88235303212193,2
queue,33,347.26250000000005,177.43076906923446,2
queue,34,288.9142857142857,58.427223176899865,2
queue,35,241.07857142857142,9.222692731761676,2
queue,36,217.9,59.96265504461924,2
queue,37,223.98571428571427,6.909443404737112,2
queue,38,217.3125,14.265879310438605,2
queue,39,209.25,17.606958851545027,2
queue,40,570.625,283.01948916991563,2
queue,41,553.6142857142856,140.02734572582736,2
queue,42,288.7375,89.04242142091597,2
queue,43,219.21428571428572,10.869241379381785,2
queue,44,223.92142857142858,10.293454428987012,2
queue,45,232.40714285714284,20.637416485201673,2
queue,46,224.6625,31.58999544950902,2
queue,47,258.65,96.37865427572645,2
queue,48,513.4499999999999,202.7275141661832,2
queue,49,621.61875,61.06750939022318,2
queue,50,430.5428571428572,117.72317754211468,2
queue,51,420.31875,29.813389661777766,2
queue,52,227.25,21.28391411371509,2
queue,53,255.56111111111113,9.420233673807461,2
queue,54,214.12857142857143,51.942043840874675,2
queue,55,202.03750000000002,34.842686642967145,2
queue,56,531.8071428571428,346.1893785434882,2
queue,57,481.87142857142857,338.1788688651891,2
queue,58,329.8125,158.37424131625698,2
queue,59,362.475,39.633335085505976,2
queue,60,228.475,10.571246378738877,2
queue,61,256.25714285714287,31.052089219534956,2
queue,62,240.0,31.678383797157327,2
queue,63,229.4,30.971277015970788,2
queue,64,409.4625,237.9591095388029,2
queue,65,360.075,164.0134178962197,2
queue,66,408.5642857142857,14.051221894721268,2
queue,67,358.325,207.64190629542966,2
queue,68,313.67499999999995,76.04933431661317,2
queue,69,245.1125,20.09951025522761,2
queue,70,298.4,90.36824663564076,2
queue,71,261.10625,52.19331928633204,2
queue,72,225.6,0.0,1
hpa80,0,370.2827777777778,123.70518867178126,2
hpa80,1,174.5965277777778,0.9064716097711111,2
hpa80,2,373.75,41.978572576441316,2
hpa80,3,362.72361111111115,24.75070152703245,2
hpa80,4,301.2825,58.84189079643851,2
hpa80,5,229.3777777777778,14.912096341022979,2
hpa80,6,220.76944444444445,10.154839052040163,2
hpa80,7,260.30277777777775,43.34957405774194,2
hpa80,8,214.0925,27.128151660221903,2
hpa80,9,281.10555555555555,59.67195559013145,2
hpa80,10,389.4875,81.22889148880465,2
hpa80,11,329.9625,85.78973022745785,2
hpa80,12,232.2375,48.63126887610482,2
hpa80,13,375.55555555555554,48.051834152632495,2
hpa80,14,266.2833333333333,40.28151630159365,2
hpa80,15,404.15625,299.18571795479306,2
hpa80,16,367.28125,43.053964139495946,2
hpa80,17,497.39375,86.15212245281597,2
hpa80,18,506.40625,219.79530409707348,2
hpa80,19,683.30625,174.02781768477413,2
hpa80,20,506.8125,237.37574644432402,2
hpa80,21,241.25,75.30687219636731,2
hpa80,22,214.86666666666667,13.387888390465312,2
hpa80,23,334.225,59.96265504461922,2
hpa80,24,345.0416666666667,225.86169102400305,2
hpa80,25,247.88333333333333,33.744706946624646,2
hpa80,26,382.775,214.04122266516796,2
hpa80,27,306.85,182.6103262414259,2
hpa80,28,379.8,259.2607013220477,2
hpa80,29,381.22847222222225,325.5293739249986,2
hpa80,30,278.5375,153.53055986512913,2
hpa80,31,184.025,58.37166478694951,2
