Autoscaler,DisplayName,MeanScaleUpEvents,StdScaleUpEvents,MeanScaleDownEvents,StdScaleDownEvents,MeanDecisionEvents,StdDecisionEvents,MeanTotalScalingMagnitude,StdTotalScalingMagnitude,MinTotalScalingMagnitude,MaxTotalScalingMagnitude,Runs
queue,QUEUE,35.0,0.0,32.0,1.4142135623730951,67.0,1.4142135623730951,105.74107142857144,0.46719555185539174,105.4107142857143,106.07142857142858,2
hpa80,HPA80,22.0,1.4142135623730951,9.5,0.7071067811865476,31.5,0.7071067811865476,40.09722222222222,4.26228254215225,37.08333333333333,43.111111111111114,2
das,DAS,35.0,5.656854249492381,22.5,2.1213203435596424,57.5,7.7781745930520225,92.14285714285714,12.323861043536978,83.42857142857143,100.85714285714286,2
