Autoscaler,DisplayName,MeanScaleUpEvents,StdScaleUpEvents,MeanScaleDownEvents,StdScaleDownEvents,MeanDecisionEvents,StdDecisionEvents,MeanTotalScalingMagnitude,StdTotalScalingMagnitude,MinTotalScalingMagnitude,MaxTotalScalingMagnitude,Runs
queue-CDT300,Queue-CDT300,27.0,0.0,7.0,0.0,34.0,0.0,45.523809523809526,0.0,45.523809523809526,45.523809523809526,1
hpa80-CDT120,HPA80-CDT120,32.8,1.923538406167134,21.2,1.6431676725154984,54.0,2.0,79.67777777777778,5.011314359021827,74.08333333333333,85.97222222222223,5
hpa80-CDT300,HPA80-CDT300,19.8,0.8366600265340757,9.8,1.095445115010332,29.6,1.3416407864998743,37.35730158730159,3.898718561885705,34.361111111111114,43.81428571428572,5
hybrid-CDT120,Hybrid-CDT120,34.0,2.345207879911715,34.8,2.049390153191919,68.8,0.44721359549995715,137.20079365079363,7.15257639018169,129.17857142857144,146.45238095238096,5
hybrid-CDT300,Hybrid-CDT300,33.2,2.2803508501982765,32.6,2.4083189157584592,65.8,1.7888543819998324,94.7154761904762,4.080890911911337,91.10714285714289,99.6309523809524,5
