Method,Minute,MeanLatency_ms,StdLatency_ms,Runs
queue-CDT300,0,0.0,0.0,1
queue-CDT300,1,290.07142857142856,0.0,1
queue-CDT300,2,200.41428571428574,0.0,1
queue-CDT300,3,562.0444444444444,0.0,1
queue-CDT300,4,517.6142857142858,0.0,1
queue-CDT300,5,613.6,0.0,1
queue-CDT300,6,414.075,0.0,1
queue-CDT300,7,468.2857142857143,0.0,1
queue-CDT300,8,337.5857142857143,0.0,1
queue-CDT300,9,208.9,0.0,1
queue-CDT300,10,214.75714285714284,0.0,1
queue-CDT300,11,221.55714285714288,0.0,1
queue-CDT300,12,251.44285714285715,0.0,1
queue-CDT300,13,252.4,0.0,1
queue-CDT300,14,260.31428571428575,0.0,1
queue-CDT300,15,222.6875,0.0,1
queue-CDT300,16,239.9,0.0,1
queue-CDT300,17,303.90000000000003,0.0,1
queue-CDT300,18,533.6285714285715,0.0,1
queue-CDT300,19,334.48,0.0,1
queue-CDT300,20,406.8333333333333,0.0,1
queue-CDT300,21,260.42857142857144,0.0,1
queue-CDT300,22,210.9,0.0,1
queue-CDT300,23,215.31428571428572,0.0,1
queue-CDT300,24,206.28571428571428,0.0,1
queue-CDT300,25,224.57142857142858,0.0,1
queue-CDT300,26,247.51666666666665,0.0,1
queue-CDT300,27,254.3166666666667,0.0,1
queue-CDT300,28,290.1333333333333,0.0,1
queue-CDT300,29,224.20000000000002,0.0,1
queue-CDT300,30,215.61666666666667,0.0,1
queue-CDT300,31,211.14285714285714,0.0,1
queue-CDT300,32,174.9857142857143,0.0,1
queue-CDT300,33,204.71666666666667,0.0,1
queue-CDT300,34,223.35,0.0,1
queue-CDT300,35,292.45,0.0,1
queue-CDT300,36,286.0,0.0,1
queue-CDT300,37,241.35,0.0,1
queue-CDT300,38,241.65,0.0,1
queue-CDT300,39,212.81428571428572,0.0,1
queue-CDT300,40,193.42857142857142,0.0,1
queue-CDT300,41,186.6,0.0,1
queue-CDT300,42,205.95714285714286,0.0,1
queue-CDT300,43,222.54999999999998,0.0,1
queue-CDT300,44,262.3666666666667,0.0,1
queue-CDT300,45,397.06666666666666,0.0,1
queue-CDT300,46,239.03333333333333,0.0,1
queue-CDT300,47,202.74285714285716,0.0,1
queue-CDT300,48,157.82857142857142,0.0,1
queue-CDT300,49,168.15,0.0,1
queue-CDT300,50,188.12857142857143,0.0,1
queue-CDT300,51,193.0,0.0,1
queue-CDT300,52,230.03333333333333,0.0,1
queue-CDT300,53,233.16666666666666,0.0,1
queue-CDT300,54,223.9333333333333,0.0,1
queue-CDT300,55,208.92857142857142,0.0,1
queue-CDT300,56,172.25,0.0,1
queue-CDT300,57,162.92857142857142,0.0,1
queue-CDT300,58,180.1,0.0,1
queue-CDT300,59,186.9,0.0,1
queue-CDT300,60,199.29999999999998,0.0,1
queue-CDT300,61,214.1142857142857,0.0,1
queue-CDT300,62,201.14285714285714,0.0,1
queue-CDT300,63,215.575,0.0,1
queue-CDT300,64,194.04285714285714,0.0,1
queue-CDT300,65,187.94285714285712,0.0,1
queue-CDT300,66,186.8625,0.0,1
queue-CDT300,67,194.75,0.0,1
queue-CDT300,68,183.67142857142858,0.0,1
queue-CDT300,69,194.78571428571428,0.0,1
queue-CDT300,70,220.24285714285716,0.0,1
queue-CDT300,71,217.70000000000002,0.0,1
hpa80-CDT120,0,0.0,0.0,5
hpa80-CDT120,1,282.2661111111111,21.328882696372474,5
hpa80-CDT120,2,180.42666666666668,14.851274210619517,5
hpa80-CDT120,3,382.52472222222224,108.26232920799423,5
hpa80-CDT120,4,455.57861111111106,122.68523339289759,5
hpa80-CDT120,5,346.1688888888889,59.458645139855676,5
hpa80-CDT120,6,282.4533333333333,59.29950835679857,5
hpa80-CDT120,7,269.47805555555556,97.02492710109999,5
hpa80-CDT120,8,287.4385555555556,45.47359750448606,5
hpa80-CDT120,9,309.0297222222222,187.6815465009566,5
hpa80-CDT120,10,256.9386111111111,68.59162433009398,5
hpa80-CDT120,11,320.06916666666666,124.99689382869073,5
hpa80-CDT120,12,295.8608333333333,98.92075907709608,5
hpa80-CDT120,13,348.69444444444446,103.20435556936373,5
