Timestamp,Scope,Name,HTTP_RPM,HTTP_LAT_ms,gRPC_RPM,gRPC_LAT_ms,CPU_m,MEM_MiB,Pods,CPU_pct,MEM_pct,NET_RX_Bps,NET_TX_Bps
2026-03-31 17:46:52,service,details-v1,0.0,0.0,0.0,0.0,0,22,1,,,,
2026-03-31 17:46:52,service,productpage-v1,0.0,0.0,0.0,0.0,9,2442,10,,,,
2026-03-31 17:46:52,service,ratings-v1,0.0,0.0,0.0,0.0,0,31,1,,,,
2026-03-31 17:46:52,service,reviews-v1,0.0,0.0,0.0,0.0,1,98,1,,,,
2026-03-31 17:46:52,service,reviews-v2,0.0,0.0,0.0,0.0,1,121,1,,,,
2026-03-31 17:46:52,service,reviews-v3,0.0,0.0,0.0,0.0,1,100,1,,,,
2026-03-31 17:46:52,node,master,,,,,278,2690,,13.9,70.1,0.0,0.0
2026-03-31 17:46:52,node,worker,,,,,96,2192,,4.8,57.1,0.0,0.0
2026-03-31 17:46:52,node,worker-2,,,,,236,1947,,11.8,50.7,0.0,0.0
2026-03-31 17:47:00,service,details-v1,0.0,0.0,0.0,0.0,0,22,1,,,,
2026-03-31 17:47:00,service,productpage-v1,1972.0,240.4,0.0,0.0,71,275,1,,,,
2026-03-31 17:47:00,service,ratings-v1,776.0,3.8,0.0,0.0,0,31,1,,,,
2026-03-31 17:47:00,service,reviews-v1,328.0,8.2,0.0,0.0,1,98,1,,,,
2026-03-31 17:47:00,service,reviews-v2,284.0,15.1,0.0,0.0,5,121,1,,,,
2026-03-31 17:47:00,service,reviews-v3,300.0,17.4,0.0,0.0,1,100,1,,,,
2026-03-31 17:47:00,node,master,,,,,668,2117,,33.4,55.1,0.0,0.0
2026-03-31 17:47:00,node,worker,,,,,555,1377,,27.8,35.9,0.0,0.0
2026-03-31 17:47:00,node,worker-2,,,,,434,885,,21.7,23.1,0.0,0.0
2026-03-31 17:47:06,service,details-v1,3440.0,18.7,0.0,0.0,0,22,1,,,,
2026-03-31 17:47:06,service,productpage-v1,1972.0,240.4,0.0,0.0,71,275,1,,,,
2026-03-31 17:47:06,service,ratings-v1,2152.0,3.5,0.0,0.0,0,31,1,,,,
2026-03-31 17:47:06,service,reviews-v1,876.0,6.8,0.0,0.0,1,98,1,,,,
2026-03-31 17:47:06,service,reviews-v2,756.0,12.7,0.0,0.0,5,121,1,,,,
2026-03-31 17:47:06,service,reviews-v3,788.0,15.3,0.0,0.0,1,100,1,,,,
2026-03-31 17:47:06,node,master,,,,,668,2117,,33.4,55.1,0.0,0.0
2026-03-31 17:47:06,node,worker,,,,,555,1377,,27.8,35.9,0.0,0.0
2026-03-31 17:47:06,node,worker-2,,,,,434,885,,21.7,23.1,0.0,0.0
2026-03-31 17:47:12,service,details-v1,3440.0,18.7,0.0,0.0,0,22,1,,,,
2026-03-31 17:47:12,service,productpage-v1,1972.0,240.4,0.0,0.0,71,275,1,,,,
2026-03-31 17:47:12,service,ratings-v1,2152.0,3.5,0.0,0.0,0,31,1,,,,
2026-03-31 17:47:12,service,reviews-v1,876.0,6.8,0.0,0.0,1,98,1,,,,
2026-03-31 17:47:12,service,reviews-v2,756.0,12.7,0.0,0.0,5,121,1,,,,
2026-03-31 17:47:12,service,reviews-v3,788.0,15.3,0.0,0.0,1,100,1,,,,
2026-03-31 17:47:12,node,master,,,,,668,2117,,33.4,55.1,0.0,0.0
2026-03-31 17:47:12,node,worker,,,,,555,1377,,27.8,35.9,0.0,0.0
2026-03-31 17:47:12,node,worker-2,,,,,434,885,,21.7,23.1,0.0,0.0
2026-03-31 17:47:18,service,details-v1,4816.0,11.5,0.0,0.0,23,23,1,,,,
2026-03-31 17:47:18,service,productpage-v1,5316.0,108.3,0.0,0.0,388,276,1,,,,
2026-03-31 17:47:18,service,ratings-v1,3060.0,2.7,0.0,0.0,7,31,1,,,,
2026-03-31 17:47:18,service,reviews-v1,1036.0,4.4,0.0,0.0,4,98,1,,,,
2026-03-31 17:47:18,service,reviews-v2,1024.0,9.0,0.0,0.0,5,121,1,,,,
2026-03-31 17:47:18,service,reviews-v3,1048.0,10.9,0.0,0.0,9,100,1,,,,
2026-03-31 17:47:18,node,master,,,,,975,2120,,48.8,55.2,0.0,0.0
2026-03-31 17:47:18,node,worker,,,,,185,1476,,9.2,38.4,0.0,0.0
2026-03-31 17:47:18,node,worker-2,,,,,77,881,,3.9,22.9,0.0,0.0
2026-03-31 17:47:24,service,details-v1,5248.0,7.9,0.0,0.0,23,23,1,,,,
2026-03-31 17:47:24,service,productpage-v1,5316.0,108.3,0.0,0.0,388,276,1,,,,
2026-03-31 17:47:24,service,ratings-v1,3332.0,2.2,0.0,0.0,7,31,1,,,,
2026-03-31 17:47:24,service,reviews-v1,996.0,2.7,0.0,0.0,4,98,1,,,,
2026-03-31 17:47:24,service,reviews-v2,1120.0,7.0,0.0,0.0,5,121,1,,,,
2026-03-31 17:47:24,service,reviews-v3,1076.0,8.4,0.0,0.0,9,100,1,,,,
2026-03-31 17:47:24,node,master,,,,,975,2120,,48.8,55.2,0.0,0.0
2026-03-31 17:47:24,node,worker,,,,,185,1476,,9.2,38.4,0.0,0.0
2026-03-31 17:47:24,node,worker-2,,,,,77,881,,3.9,22.9,0.0,0.0
2026-03-31 17:47:30,service,details-v1,5288.0,7.5,0.0,0.0,55,23,1,,,,
2026-03-31 17:47:30,service,productpage-v1,5376.0,90.3,0.0,0.0,391,277,1,,,,
2026-03-31 17:47:30,service,ratings-v1,3260.0,2.0,0.0,0.0,10,31,1,,,,
2026-03-31 17:47:30,service,reviews-v1,1048.0,2.4,0.0,0.0,4,98,1,,,,
2026-03-31 17:47:30,service,reviews-v2,1108.0,6.7,0.0,0.0,15,121,1,,,,
2026-03-31 17:47:30,service,reviews-v3,996.0,8.1,0.0,0.0,15,100,1,,,,
2026-03-31 17:47:30,node,master,,,,,948,2094,,47.4,54.5,0.0,0.0
2026-03-31 17:47:30,node,worker,,,,,179,1472,,8.9,38.3,0.0,0.0
2026-03-31 17:47:30,node,worker-2,,,,,84,882,,4.2,23.0,0.0,0.0
