Timestamp,Scope,Name,HTTP_RPM,HTTP_LAT_ms,gRPC_RPM,gRPC_LAT_ms,CPU_m,MEM_MiB,Pods,CPU_pct,MEM_pct,NET_RX_Bps,NET_TX_Bps
31/03/2026 19:41,service,details-v1,5144.8,262.3,0,0,60,29,1,,,,
31/03/2026 19:41,service,productpage-v1,9088,839.1,0,0,234,308,1,,,,
31/03/2026 19:41,service,ratings-v1,4112.6,145.1,0,0,29,32,1,,,,
31/03/2026 19:41,service,reviews-v1,488.1,235.8,0,0,4,98,1,,,,
31/03/2026 19:41,service,reviews-v2,3044.5,548.2,0,0,1649,1013,10,,,,
31/03/2026 19:41,service,reviews-v3,436.1,361.5,0,0,18,111,1,,,,
31/03/2026 19:41,node,master,,,,,1745,3103,,87.2,80.8,0,0
31/03/2026 19:41,node,worker,,,,,1323,2694,,66.1,70.2,0,0
31/03/2026 19:41,node,worker-2,,,,,1219,2218,,61,57.8,0,0
31/03/2026 19:41,service,details-v1,2016,140.3,0,0,30,30,1,,,,
31/03/2026 19:41,service,productpage-v1,1184,173.1,0,0,104,308,1,,,,
31/03/2026 19:41,service,ratings-v1,1572,90.3,0,0,0,32,1,,,,
31/03/2026 19:41,service,reviews-v1,360,83,0,0,1,98,1,,,,
31/03/2026 19:41,service,reviews-v2,948,428.7,0,0,191,245,2,,,,
31/03/2026 19:41,service,reviews-v3,340,152.3,0,0,0,111,1,,,,
31/03/2026 19:41,node,master,,,,,683,3051,,34.2,79.5,0,0
31/03/2026 19:41,node,worker,,,,,727,2043,,36.4,53.2,0,0
31/03/2026 19:41,node,worker-2,,,,,1046,1166,,52.3,30.4,0,0
31/03/2026 19:41,service,details-v1,3004,10.9,0,0,30,30,1,,,,
31/03/2026 19:41,service,productpage-v1,1184,173.1,0,0,104,308,1,,,,
31/03/2026 19:41,service,ratings-v1,1760,5.3,0,0,0,32,1,,,,
31/03/2026 19:41,service,reviews-v1,716,7.2,0,0,1,98,1,,,,
31/03/2026 19:41,service,reviews-v2,672,17.8,0,0,3,126,1,,,,
31/03/2026 19:41,service,reviews-v3,688,17.8,0,0,0,111,1,,,,
31/03/2026 19:41,node,master,,,,,683,3051,,34.2,79.5,0,0
31/03/2026 19:41,node,worker,,,,,727,2043,,36.4,53.2,0,0
31/03/2026 19:41,node,worker-2,,,,,1046,1166,,52.3,30.4,0,0
31/03/2026 19:41,service,details-v1,3004,10.9,0,0,30,30,1,,,,
31/03/2026 19:41,service,productpage-v1,1184,173.1,0,0,104,308,1,,,,
31/03/2026 19:41,service,ratings-v1,1760,5.3,0,0,0,32,1,,,,
31/03/2026 19:41,service,reviews-v1,716,7.2,0,0,1,98,1,,,,
31/03/2026 19:41,service,reviews-v2,672,17.8,0,0,3,126,1,,,,
31/03/2026 19:41,service,reviews-v3,688,17.8,0,0,0,111,1,,,,
31/03/2026 19:41,node,master,,,,,683,3051,,34.2,79.5,0,0
31/03/2026 19:41,node,worker,,,,,727,2043,,36.4,53.2,0,0
31/03/2026 19:41,node,worker-2,,,,,1046,1166,,52.3,30.4,0,0
31/03/2026 19:41,service,details-v1,5052,8.7,0,0,58,29,1,,,,
31/03/2026 19:41,service,productpage-v1,4256,1439.3,0,0,104,308,1,,,,
31/03/2026 19:41,service,ratings-v1,2720,4.6,0,0,9,32,1,,,,
31/03/2026 19:41,service,reviews-v1,1100,6.5,0,0,6,98,1,,,,
31/03/2026 19:41,service,reviews-v2,1040,14.1,0,0,19,126,1,,,,
31/03/2026 19:41,service,reviews-v3,1044,16.1,0,0,17,111,1,,,,
31/03/2026 19:41,node,master,,,,,998,2119,,49.9,55.2,0,0
31/03/2026 19:41,node,worker,,,,,719,1840,,35.9,47.9,0,0
