Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1780162027,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1780162028,20,,Aggregated,0.000000,0.000000,790,790,800,800,800,810,810,810,810,810,810,40,0,180.0,478.0786166898906,115.69991707801819,813.5866248048842,8898.45
1780162029,30,,Aggregated,0.000000,0.000000,790,800,810,820,870,870,880,880,880,880,880,57,0,790.0,562.8773143776415,115.69991707801819,877.6152501814067,9879.78947368421
1780162030,30,,Aggregated,0.000000,0.000000,230,800,800,810,870,870,880,880,880,880,880,72,0,220.0,477.641618060362,65.7690828666091,877.6152501814067,9634.666666666666
1780162031,30,,Aggregated,20.500000,0.000000,180,790,800,810,870,870,880,880,880,880,880,81,0,180.0,434.0041723205811,65.08712517097592,877.6152501814067,9482.493827160493
1780162032,30,,Aggregated,23.666667,0.000000,170,790,800,800,830,870,880,880,880,880,880,94,0,170.0,385.22353765376386,64.36716625466943,877.6152501814067,9513.159574468085
1780162033,30,,Aggregated,20.000000,0.000000,160,220,800,800,830,870,870,880,880,880,880,107,0,160.0,347.46188665609634,62.3451666906476,877.6152501814067,9386.44859813084
1780162034,30,,Aggregated,17.800000,0.000000,150,180,790,800,820,870,870,880,880,880,880,116,0,150.0,325.9478376030215,62.3451666906476,877.6152501814067,9250.48275862069
1780162035,30,,Aggregated,16.833333,0.000000,130,180,790,800,820,870,870,880,880,880,880,128,0,130.0,302.1844827126188,62.3451666906476,877.6152501814067,9134.7578125
1780162036,30,,Aggregated,16.142857,0.000000,120,170,220,790,810,870,870,880,880,880,880,146,0,120.0,276.7047739319809,62.3451666906476,877.6152501814067,9195.109589041096
1780162037,30,,Aggregated,15.500000,0.000000,120,160,180,790,810,870,870,880,880,880,880,158,0,110.0,261.7467417782526,58.57337499037385,877.6152501814067,9195.613924050633
1780162038,30,,Aggregated,15.666667,0.000000,110,150,180,790,810,870,870,880,880,880,880,167,0,110.0,252.33705783775912,58.57337499037385,877.6152501814067,9292.808383233532
1780162039,30,,Aggregated,15.700000,0.000000,100,140,180,220,800,830,870,880,880,880,880,182,0,100.0,238.67836716114084,58.57337499037385,877.6152501814067,9286.89010989011
1780162040,30,,Aggregated,16.300000,0.000000,97,130,170,180,800,830,870,880,880,880,880,195,0,97,228.1432907550763,58.57337499037385,877.6152501814067,9285.082051282052
1780162041,30,,Aggregated,13.800000,0.000000,93,130,170,180,800,830,870,870,880,880,880,204,0,92,221.3939607335145,58.57337499037385,877.6152501814067,9251.71568627451
1780162042,30,,Aggregated,11.800000,0.000000,91,130,170,180,800,830,870,870,880,880,880,209,0,91,218.00861538846812,58.57337499037385,877.6152501814067,9268.291866028709
1780162043,30,,Aggregated,12.300000,0.000000,87,120,160,180,800,820,870,870,880,880,880,224,0,86,208.75918950852272,58.57337499037385,877.6152501814067,9235.6875
1780162044,30,,Aggregated,11.900000,0.000000,84,120,150,170,800,820,870,870,880,880,880,239,0,84,200.4850053707738,58.57337499037385,877.6152501814067,9207.912133891214
1780162045,30,,Aggregated,12.000000,0.000000,81,110,140,170,800,820,870,870,880,880,880,253,0,81,193.88041498227847,58.57337499037385,877.6152501814067,9233.494071146246
1780162046,30,,Aggregated,11.600000,0.000000,80,110,140,170,800,820,870,870,880,880,880,262,0,80,189.718981197047,58.57337499037385,877.6152501814067,9176.625954198473
1780162047,30,,Aggregated,12.400000,0.000000,80,110,130,160,790,820,870,870,880,880,880,272,0,80,185.7754595214775,58.57337499037385,877.6152501814067,9162.8125
1780162048,30,,Aggregated,11.600000,0.000000,80,110,130,150,790,810,870,870,880,880,880,286,0,80,181.23563109258828,58.57337499037385,877.6152501814067,9197.583916083917
1780162049,30,,Aggregated,11.400000,0.000000,80,110,130,150,790,810,870,870,880,880,880,307,0,80,175.02028662377683,58.57337499037385,877.6152501814067,9272.592833876222
1780162050,30,,Aggregated,11.800000,0.000000,79,110,120,140,790,810,870,870,880,880,880,323,0,79,170.40725888384523,58.57337499037385,877.6152501814067,9302.467492260062
1780162051,30,,Aggregated,12.300000,0.000000,79,100,120,140,790,810,870,870,880,880,880,337,0,79,166.75187498939056,58.57337499037385,877.6152501814067,9342.563798219584
1780162052,30,,Aggregated,12.900000,0.000000,78,100,120,130,630,800,870,870,880,880,880,342,0,78,165.41553629093875,58.57337499037385,877.6152501814067,9349.111111111111
1780162053,30,,Aggregated,12.600000,0.000000,78,100,120,130,230,800,870,870,880,880,880,352,0,78,162.99078324333425,58.57337499037385,877.6152501814067,9362.94034090909
1780162054,30,,Aggregated,13.100000,0.000000,77,100,120,130,220,800,870,870,880,880,880,366,0,77,159.73917598444257,58.57337499037385,877.6152501814067,9329.775956284153
1780162055,30,,Aggregated,12.800000,0.000000,77,100,120,130,180,800,870,870,880,880,880,384,0,77,156.00580010989992,58.57337499037385,877.6152501814067,9353.911458333334
1780162056,30,,Aggregated,13.200000,0.000000,77,100,120,130,180,800,870,870,880,880,880,391,0,77,154.91643667702212,58.57337499037385,877.6152501814067,9391.227621483376
1780162057,30,,Aggregated,12.600000,0.000000,77,100,120,130,180,800,870,870,880,880,880,406,0,77,152.70393665563407,58.57337499037385,877.6152501814067,9391.165024630542
1780162058,30,,Aggregated,13.300000,0.000000,77,100,110,120,180,800,870,870,880,880,880,418,0,77,150.74109766213445,58.57337499037385,877.6152501814067,9410.73923444976
1780162059,30,,Aggregated,12.500000,0.000000,77,100,110,120,180,800,870,870,880,880,880,427,0,77,149.28141957153272,58.57337499037385,877.6152501814067,9419.330210772834
