Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1786044811,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1786044812,10,,Aggregated,0.000000,0.000000,960,970,970,970,970,970,970,970,970,970,970,11,0,960,875.3999508176507,296.4296250138432,966.9137919845525,9986.272727272728
1786044813,10,,Aggregated,0.000000,0.000000,250,950,960,960,970,970,970,970,970,970,970,25,0,250,507.8937600005884,170.27133400551975,966.9137919845525,10329.6
1786044814,10,,Aggregated,0.000000,0.000000,250,950,960,960,970,970,970,970,970,970,970,26,0,240,492.7944567305251,115.3118749789428,966.9137919845525,10229.73076923077
1786044815,10,,Aggregated,10.500000,0.000000,250,690,960,960,970,970,970,970,970,970,970,29,0,250,470.88469251697273,115.3118749789428,966.9137919845525,10403.344827586207
1786044816,10,,Aggregated,8.333333,0.000000,240,300,950,960,970,970,970,970,970,970,970,36,0,240,419.4233830559016,115.3118749789428,966.9137919845525,10582.888888888889
1786044817,10,,Aggregated,6.500000,0.000000,240,300,690,960,970,970,970,970,970,970,970,39,0,240,396.04256084585825,110.88670798926614,966.9137919845525,10335.358974358975
1786044818,10,,Aggregated,5.800000,0.000000,240,300,690,960,970,970,970,970,970,970,970,40,0,240,392.0554353746411,110.88670798926614,966.9137919845525,10334.6
1786044819,10,,Aggregated,6.000000,0.000000,240,300,390,950,960,970,970,970,970,970,970,43,0,240,377.8985445590711,110.88670798926614,966.9137919845525,10350.023255813954
1786044820,10,,Aggregated,5.571429,0.000000,240,260,330,950,960,970,970,970,970,970,970,45,0,240,368.8795583122151,110.88670798926614,966.9137919845525,10424.866666666667
1786044821,10,,Aggregated,5.125000,0.000000,240,300,330,690,960,970,970,970,970,970,970,49,0,240,357.73361136789947,110.88670798926614,966.9137919845525,10285.530612244898
1786044822,10,,Aggregated,4.888889,0.000000,240,260,330,390,960,970,970,970,970,970,970,52,0,230,346.5092539806322,110.88670798926614,966.9137919845525,10136.807692307691
1786044823,10,,Aggregated,4.600000,0.000000,230,260,310,390,960,970,970,970,970,970,970,55,0,230,339.6480795085981,110.88670798926614,966.9137919845525,10258.236363636364
1786044824,10,,Aggregated,5.000000,0.000000,230,250,300,340,960,970,970,970,970,970,970,60,0,230,327.346502050447,110.88670798926614,966.9137919845525,10193.516666666666
1786044825,10,,Aggregated,3.100000,0.000000,230,250,300,320,960,970,970,970,970,970,970,67,0,230,313.2307872983259,110.88670798926614,966.9137919845525,10343.567164179105
1786044826,10,,Aggregated,3.200000,0.000000,230,250,300,330,960,970,970,970,970,970,970,71,0,230,310.32396066141916,110.88670798926614,966.9137919845525,10231.971830985916
1786044827,10,,Aggregated,3.200000,0.000000,230,250,300,330,960,970,970,970,970,970,970,71,0,230,310.32396066141916,110.88670798926614,966.9137919845525,10231.971830985916
1786044828,10,,Aggregated,3.800000,0.000000,230,250,300,330,960,970,970,970,970,970,970,74,0,220,304.10573421584166,110.88670798926614,966.9137919845525,10131.337837837838
1786044829,10,,Aggregated,3.500000,0.000000,210,250,300,320,960,970,970,970,970,970,970,78,0,210,296.03814796129694,110.88670798926614,966.9137919845525,10116.75641025641
1786044830,10,,Aggregated,3.300000,0.000000,210,240,280,310,950,960,970,970,970,970,970,81,0,210,291.16523250568093,110.88670798926614,966.9137919845525,10164.469135802468
1786044831,10,,Aggregated,3.300000,0.000000,210,240,270,310,950,960,970,970,970,970,970,85,0,210,285.1856416584376,110.88670798926614,966.9137919845525,10178.588235294117
1786044832,10,,Aggregated,3.400000,0.000000,210,240,270,300,950,960,970,970,970,970,970,87,0,210,282.5689841946319,110.88670798926614,966.9137919845525,10121.51724137931
1786044833,10,,Aggregated,3.500000,0.000000,200,240,260,300,690,960,970,970,970,970,970,92,0,200,276.2806231947489,110.88670798926614,966.9137919845525,10204.304347826086
1786044834,10,,Aggregated,3.600000,0.000000,200,240,260,300,690,960,970,970,970,970,970,94,0,200,275.5744747441024,110.88670798926614,966.9137919845525,10332.340425531915
1786044835,10,,Aggregated,3.600000,0.000000,200,240,260,300,690,960,970,970,970,970,970,99,0,200,269.7804469692831,110.88670798926614,966.9137919845525,10292.080808080807
1786044836,10,,Aggregated,3.500000,0.000000,200,240,250,290,460,960,970,970,970,970,970,102,0,200,265.9805959895796,110.88670798926614,966.9137919845525,10216.35294117647
1786044837,10,,Aggregated,3.300000,0.000000,200,230,250,280,460,960,970,970,970,970,970,106,0,190,262.76608922585785,110.88670798926614,966.9137919845525,10227.641509433963
1786044838,10,,Aggregated,3.300000,0.000000,190,230,250,280,460,960,970,970,970,970,970,108,0,190,260.0999641196082,104.55858299974352,966.9137919845525,10195.472222222223
1786044839,10,,Aggregated,3.300000,0.000000,190,230,250,270,390,960,970,970,970,970,970,111,0,190,257.4190101339817,104.55858299974352,966.9137919845525,10205.82882882883
1786044840,10,,Aggregated,3.400000,0.000000,190,230,250,270,390,960,970,970,970,970,970,115,0,190,253.745515224949,104.55858299974352,966.9137919845525,10184.686956521738
1786044841,10,,Aggregated,3.400000,0.000000,190,230,250,270,390,960,970,970,970,970,970,118,0,190,252.53099294786807,104.55858299974352,966.9137919845525,10195.364406779661
1786044842,10,,Aggregated,3.500000,0.000000,190,230,250,280,380,960,970,970,970,970,970,123,0,190,252.3605091531848,104.55858299974352,966.9137919845525,10187.373983739837
1786044843,10,,Aggregated,3.400000,0.000000,190,230,250,280,380,960,970,970,970,970,970,126,0,190,251.21026388752932,104.55858299974352,966.9137919845525,10228.02380952381
1786044844,10,,Aggregated,3.300000,0.000000,200,230,260,280,390,960,970,970,1000,1000,1000,132,0,200,261.2244542258188,104.55858299974352,1039.8145419894718,10230.734848484848
1786044845,10,,Aggregated,3.600000,0.000000,200,230,260,280,390,960,970,970,1000,1000,1000,136,0,190,258.3713740868381,104.55858299974352,1039.8145419894718,10242.20588235294
1786044846,10,,Aggregated,3.400000,0.000000,190,230,250,280,390,960,970,970,1000,1000,1000,140,0,190,255.1127440558048,104.55858299974352,1039.8145419894718,10161.914285714285
1786044847,10,,Aggregated,3.800000,0.000000,190,220,250,280,380,960,970,970,1000,1000,1000,143,0,190,252.39146037647578,104.55858299974352,1039.8145419894718,10111.67132867133
1786044848,10,,Aggregated,3.600000,0.000000,190,220,250,280,380,960,970,970,1000,1000,1000,149,0,190,250.03665772379196,104.55858299974352,1039.8145419894718,10134.812080536913
1786044849,10,,Aggregated,3.600000,0.000000,190,220,250,280,370,960,970,970,1000,1000,1000,155,0,190,246.6040225924864,104.55858299974352,1039.8145419894718,10113.329032258065
