Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1460,0,120.0,206.95125440435407,62.1677921153605,2317.798208910972,10263.908904109589,4.044886368526549,0.0,120,170,240,290,410,690,950,980,1800,2300,2300
GET,/cart,3339,0,120.0,178.44290739203146,54.48133312165737,2833.9039590209723,13375.62024558251,9.25059971541791,0.0,120,140,160,170,260,540,1000,1400,2100,2800,2800
POST,/cart,3429,0,160.0,236.00372322040593,91.22945927083492,3406.909457873553,17895.373869932926,9.499942025806531,0.0,160,190,210,230,330,660,1200,1700,3000,3400,3400
POST,/cart/checkout,1137,0,140.0,187.1481292230702,79.24283295869827,2735.549165867269,6560.566402814424,3.1500245212429356,0.0,140,160,180,190,250,360,1000,1300,2700,2700,2700
GET,/product/0PUK6V6EV0,1592,0,97,161.42032434900605,56.74912501126528,2882.4682920239866,7729.494346733668,4.410588423763196,0.0,97,120,140,150,250,560,930,1300,2400,2900,2900
GET,/product/1YMWWN1N4O,1674,0,93,154.13978136714277,55.61891617253423,3003.325750119984,7753.5,4.637766973228386,0.0,93,110,130,150,210,540,910,1100,2600,3000,3000
GET,/product/2ZYFJ3GM2N,1675,0,96,166.81640798337202,56.54287524521351,2525.992250069976,7750.348059701492,4.640537443343814,0.0,96,120,140,150,250,650,1100,1300,2400,2500,2500
GET,/product/66VCHSJNUP,1574,0,94,155.27397395067834,58.13737493008375,2584.190957713872,7714.570520965693,4.360719961685471,0.0,94,110,130,140,220,520,920,1200,2600,2600,2600
GET,/product/6E92ZMYYFZ,1712,0,96,159.79711580330672,57.44187533855438,2802.917208056897,7707.313084112149,4.7430448376146925,0.0,96,120,140,150,220,620,980,1200,2100,2800,2800
GET,/product/9SIQT8TOJO,1741,0,94,159.93967866696232,56.02312507107854,2960.4003746062517,7757.9747271682945,4.823388470962138,0.0,94,110,130,150,240,570,980,1300,2500,3000,3000
GET,/product/L9ECAV7KIM,1678,0,95,173.10329062111578,57.27666616439819,2976.941166911274,7725.949940405244,4.648848853690102,0.0,95,120,140,150,280,710,1100,1400,2600,3000,3000
GET,/product/LS4PSXUNUM,1625,0,95,152.40759023594168,56.5894590690732,2698.6192921176553,7719.764307692308,4.502013937572357,0.0,95,110,140,150,230,500,880,1100,1800,2700,2700
GET,/product/OLJCESPC7Z,1700,0,96,150.55594779496246,55.867791175842285,2640.952625311911,7755.337647058824,4.709799196229543,0.0,96,110,130,150,230,490,840,1100,1600,2600,2600
POST,/setCurrency,1150,0,140.0,194.7765024245271,92.75933308526874,2818.1949998252094,10281.772173913043,3.1860406327435147,0.0,140,160,180,200,270,530,870,1100,2500,2800,2800
,Aggregated,25486,0,110.0,177.70301912635193,54.48133312165737,3406.909457873553,10048.529074786156,70.60820136182714,0.0,110,140,160,180,280,580,990,1300,2600,3200,3400
