Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,20763,0,140,180.15211801853064,84.48833297006786,3757.1581669617444,10279.962722149978,4.804967492936321,0.0,140,150,170,190,280,380,730,970,1700,2300,3800
GET,/cart,57173,3,180,198.39153546866945,59.33329206891358,4337.10483298637,14097.242719465481,13.230959229092532,0.0006942591378321515,180,190,210,220,250,330,710,960,1700,3400,4300
POST,/cart,57509,6,240,266.80466344588444,57.469749823212624,4164.466832997277,18173.612669321323,13.308716252529734,0.001388518275664303,240,260,280,290,330,410,720,1100,1900,2800,4200
POST,/cart/checkout,19011,1,160,189.2956915675819,59.35158301144838,2272.1454589627683,6562.21387617695,4.399520156442344,0.00023141971261071717,160,180,190,200,240,290,520,910,1700,2300,2300
GET,/product/0PUK6V6EV0,27717,1,120,153.36093811709262,61.21191708371043,3257.228249916807,7738.558177291915,6.414260174431248,0.00023141971261071717,120,130,140,150,190,260,690,930,1500,2200,3300
GET,/product/1YMWWN1N4O,27688,1,120,152.06022655897425,76.13066700287163,3834.256458096206,7760.60968650679,6.407549002765537,0.00023141971261071717,120,130,140,150,180,250,650,920,1600,3000,3800
GET,/product/2ZYFJ3GM2N,27663,0,120,153.72674756623516,78.86262494139373,3062.1626670472324,7756.4086324693635,6.401763509950269,0.0,120,130,140,150,190,270,690,910,1500,2100,3100
GET,/product/66VCHSJNUP,27710,2,120,151.9062634517322,61.523625161498785,3631.7239170894027,7722.822952002887,6.412640236442972,0.00046283942522143434,120,130,140,150,180,260,650,880,1500,2800,3600
GET,/product/6E92ZMYYFZ,27634,1,120,151.48447238116546,61.587541829794645,3901.681125164032,7713.539082289933,6.395052338284558,0.00023141971261071717,120,130,140,150,180,260,640,900,1500,3200,3900
GET,/product/9SIQT8TOJO,27632,0,120,152.70054960369353,78.82545795291662,3770.4176660627127,7764.178850607991,6.394589498859337,0.0,120,130,140,150,180,270,670,900,1700,3300,3800
GET,/product/L9ECAV7KIM,27440,1,120,152.59550070846942,68.1121670641005,4557.594458106905,7730.876457725947,6.350156914038079,0.00023141971261071717,120,130,140,150,180,260,660,900,1400,3800,4600
GET,/product/LS4PSXUNUM,27826,1,120,153.89395989998252,61.189458006992936,4467.245582956821,7729.866887084022,6.439484923105816,0.00023141971261071717,120,130,140,150,190,270,690,920,1500,3700,4500
GET,/product/OLJCESPC7Z,27501,1,120,152.65764280674185,79.45475005544722,3169.0001250244677,7762.69677466274,6.364273516507333,0.00023141971261071717,120,130,140,150,180,260,680,920,1500,2100,3200
POST,/setCurrency,19065,0,190,227.42364353947528,141.83733402751386,5287.903958000243,10287.061841070024,4.412016820923323,0.0,190,210,220,230,270,370,730,960,1700,3300,5300
,Aggregated,422332,18,140,180.79948638074612,57.469749823212624,5287.903958000243,10209.461774149248,97.7359500663094,0.004165554826992909,140,170,190,210,260,330,680,940,1700,2900,5300
