Method,DisplayName,Minute,MeanLatency_ms,StdLatency_ms,MeanCumulativeSLOViolationRate_percent,StdCumulativeSLOViolationRate_percent,Runs
queue-CDT120,QUEUE-CDT120,0,400.0,0.0,4.375000000000007,0.0,1
queue-CDT120,QUEUE-CDT120,1,300.0,0.0,3.8888888888888973,0.0,1
queue-CDT120,QUEUE-CDT120,2,400.0,0.0,4.333333333333334,0.0,1
queue-CDT120,QUEUE-CDT120,3,480.0,0.0,4.837837837837844,0.0,1
queue-CDT120,QUEUE-CDT120,4,430.0,0.0,4.432432432432432,0.0,1
queue-CDT120,QUEUE-CDT120,5,380.0,0.0,3.8387096774193608,0.0,1
queue-CDT120,QUEUE-CDT120,6,360.0,0.0,3.0909090909090886,0.0,1
queue-CDT120,QUEUE-CDT120,7,460.0,0.0,4.675675675675683,0.0,1
queue-CDT120,QUEUE-CDT120,8,390.0,0.0,4.083333333333339,0.0,1
queue-CDT120,QUEUE-CDT120,9,350.0,0.0,3.6363636363636376,0.0,1
queue-CDT120,QUEUE-CDT120,10,330.0,0.0,3.1785714285714306,0.0,1
queue-CDT120,QUEUE-CDT120,11,320.0,0.0,2.839999999999998,0.0,1
queue-CDT120,QUEUE-CDT120,12,320.0,0.0,3.200000000000003,0.0,1
queue-CDT120,QUEUE-CDT120,13,310.0,0.0,2.8888888888888964,0.0,1
queue-CDT120,QUEUE-CDT120,14,310.0,0.0,2.72,0.0,1
queue-CDT120,QUEUE-CDT120,15,310.0,0.0,2.72,0.0,1
queue-CDT120,QUEUE-CDT120,16,320.0,0.0,2.9230769230769282,0.0,1
queue-CDT120,QUEUE-CDT120,17,340.0,0.0,3.285714285714292,0.0,1
queue-CDT120,QUEUE-CDT120,18,350.0,0.0,3.392857142857142,0.0,1
queue-CDT120,QUEUE-CDT120,19,360.0,0.0,3.384615384615386,0.0,1
queue-CDT120,QUEUE-CDT120,20,350.0,0.0,3.125,0.0,1
queue-CDT120,QUEUE-CDT120,21,350.0,0.0,3.200000000000003,0.0,1
queue-CDT120,QUEUE-CDT120,22,340.0,0.0,3.080000000000005,0.0,1
queue-CDT120,QUEUE-CDT120,23,340.0,0.0,3.1538461538461515,0.0,1
queue-CDT120,QUEUE-CDT120,24,340.0,0.0,3.3448275862069,0.0,1
queue-CDT120,QUEUE-CDT120,25,350.0,0.0,3.548387096774197,0.0,1
queue-CDT120,QUEUE-CDT120,26,360.0,0.0,3.500000000000003,0.0,1
queue-CDT120,QUEUE-CDT120,27,360.0,0.0,3.600000000000003,0.0,1
queue-CDT120,QUEUE-CDT120,28,360.0,0.0,3.551724137931034,0.0,1
queue-CDT120,QUEUE-CDT120,29,360.0,0.0,3.600000000000003,0.0,1
queue-CDT120,QUEUE-CDT120,30,360.0,0.0,3.500000000000003,0.0,1
queue-CDT120,QUEUE-CDT120,31,350.0,0.0,3.392857142857142,0.0,1
queue-CDT120,QUEUE-CDT120,32,360.0,0.0,3.687499999999999,0.0,1
queue-CDT120,QUEUE-CDT120,33,360.0,0.0,3.687499999999999,0.0,1
queue-CDT120,QUEUE-CDT120,34,360.0,0.0,3.687499999999999,0.0,1
queue-CDT120,QUEUE-CDT120,35,370.0,0.0,3.741935483870973,0.0,1
queue-CDT120,QUEUE-CDT120,36,370.0,0.0,3.6551724137931063,0.0,1
queue-CDT120,QUEUE-CDT120,37,360.0,0.0,3.551724137931034,0.0,1
queue-CDT120,QUEUE-CDT120,38,360.0,0.0,3.500000000000003,0.0,1
queue-CDT120,QUEUE-CDT120,39,360.0,0.0,3.44444444444445,0.0,1
queue-CDT120,QUEUE-CDT120,40,360.0,0.0,3.500000000000003,0.0,1
queue-CDT120,QUEUE-CDT120,41,350.0,0.0,3.3333333333333326,0.0,1
queue-CDT120,QUEUE-CDT120,42,360.0,0.0,3.44444444444445,0.0,1
queue-CDT120,QUEUE-CDT120,43,370.0,0.0,3.7000000000000033,0.0,1
queue-CDT120,QUEUE-CDT120,44,370.0,0.0,3.7000000000000033,0.0,1
queue-CDT120,QUEUE-CDT120,45,370.0,0.0,3.6551724137931063,0.0,1
queue-CDT120,QUEUE-CDT120,46,370.0,0.0,3.6551724137931063,0.0,1
queue-CDT120,QUEUE-CDT120,47,360.0,0.0,3.600000000000003,0.0,1
queue-CDT120,QUEUE-CDT120,48,360.0,0.0,3.600000000000003,0.0,1
queue-CDT120,QUEUE-CDT120,49,360.0,0.0,3.600000000000003,0.0,1
queue-CDT120,QUEUE-CDT120,50,360.0,0.0,3.600000000000003,0.0,1
queue-CDT120,QUEUE-CDT120,51,370.0,0.0,3.7000000000000033,0.0,1
queue-CDT120,QUEUE-CDT120,52,370.0,0.0,3.741935483870973,0.0,1
queue-CDT120,QUEUE-CDT120,53,370.0,0.0,3.741935483870973,0.0,1
queue-CDT120,QUEUE-CDT120,54,360.0,0.0,3.687499999999999,0.0,1
queue-CDT120,QUEUE-CDT120,55,360.0,0.0,3.645161290322585,0.0,1
queue-CDT120,QUEUE-CDT120,56,360.0,0.0,3.645161290322585,0.0,1
queue-CDT120,QUEUE-CDT120,57,360.0,0.0,3.687499999999999,0.0,1
queue-CDT120,QUEUE-CDT120,58,370.0,0.0,3.8181818181818206,0.0,1
queue-CDT120,QUEUE-CDT120,59,370.0,0.0,3.8857142857142923,0.0,1
queue-CDT120,QUEUE-CDT120,60,370.0,0.0,3.8857142857142923,0.0,1
queue-CDT120,QUEUE-CDT120,61,370.0,0.0,3.8857142857142923,0.0,1
queue-CDT120,QUEUE-CDT120,62,370.0,0.0,3.8857142857142923,0.0,1
queue-CDT120,QUEUE-CDT120,63,370.0,0.0,3.8529411764705923,0.0,1
queue-CDT120,QUEUE-CDT120,64,370.0,0.0,3.8857142857142923,0.0,1
queue-CDT120,QUEUE-CDT120,65,370.0,0.0,3.8857142857142923,0.0,1
queue-CDT120,QUEUE-CDT120,66,370.0,0.0,3.8857142857142923,0.0,1
queue-CDT120,QUEUE-CDT120,67,370.0,0.0,3.8857142857142923,0.0,1
queue-CDT120,QUEUE-CDT120,68,370.0,0.0,3.9166666666666683,0.0,1
queue-CDT120,QUEUE-CDT120,69,370.0,0.0,3.8857142857142923,0.0,1
queue-CDT120,QUEUE-CDT120,70,370.0,0.0,3.8857142857142923,0.0,1
queue-CDT120,QUEUE-CDT120,71,370.0,0.0,3.8857142857142923,0.0,1
queue-CDT300,QUEUE-CDT300,0,300.0,0.0,3.857142857142859,0.0,1
queue-CDT300,QUEUE-CDT300,1,270.0,0.0,2.124999999999999,0.0,1
queue-CDT300,QUEUE-CDT300,2,340.0,0.0,4.02040816326531,0.0,1
queue-CDT300,QUEUE-CDT300,3,450.0,0.0,4.615384615384621,0.0,1
queue-CDT300,QUEUE-CDT300,4,500.0,0.0,5.000000000000004,0.0,1
queue-CDT300,QUEUE-CDT300,5,450.0,0.0,4.615384615384621,0.0,1
queue-CDT300,QUEUE-CDT300,6,470.0,0.0,4.780487804878053,0.0,1
queue-CDT300,QUEUE-CDT300,7,410.0,0.0,4.249999999999998,0.0,1
queue-CDT300,QUEUE-CDT300,8,360.0,0.0,3.7272727272727346,0.0,1
queue-CDT300,QUEUE-CDT300,9,330.0,0.0,3.2413793103448274,0.0,1
queue-CDT300,QUEUE-CDT300,10,320.0,0.0,2.6521739130434763,0.0,1
queue-CDT300,QUEUE-CDT300,11,320.0,0.0,2.300000000000002,0.0,1
queue-CDT300,QUEUE-CDT300,12,310.0,0.0,1.8928571428571406,0.0,1
queue-CDT300,QUEUE-CDT300,13,300.0,0.0,1.8148148148148135,0.0,1
queue-CDT300,QUEUE-CDT300,14,300.0,0.0,1.7307692307692357,0.0,1
queue-CDT300,QUEUE-CDT300,15,310.0,0.0,1.9642857142857184,0.0,1
queue-CDT300,QUEUE-CDT300,16,320.0,0.0,2.4285714285714355,0.0,1
queue-CDT300,QUEUE-CDT300,17,360.0,0.0,3.2499999999999973,0.0,1
queue-CDT300,QUEUE-CDT300,18,370.0,0.0,3.3750000000000058,0.0,1
queue-CDT300,QUEUE-CDT300,19,370.0,0.0,3.304347826086962,0.0,1
queue-CDT300,QUEUE-CDT300,20,360.0,0.0,3.0000000000000027,0.0,1
queue-CDT300,QUEUE-CDT300,21,360.0,0.0,2.9000000000000026,0.0,1
queue-CDT300,QUEUE-CDT300,22,360.0,0.0,2.9000000000000026,0.0,1
queue-CDT300,QUEUE-CDT300,23,350.0,0.0,2.631578947368418,0.0,1
queue-CDT300,QUEUE-CDT300,24,340.0,0.0,2.473684210526317,0.0,1
queue-CDT300,QUEUE-CDT300,25,350.0,0.0,2.500000000000002,0.0,1
queue-CDT300,QUEUE-CDT300,26,350.0,0.0,2.500000000000002,0.0,1
queue-CDT300,QUEUE-CDT300,27,350.0,0.0,2.750000000000008,0.0,1
queue-CDT300,QUEUE-CDT300,28,350.0,0.0,2.750000000000008,0.0,1
queue-CDT300,QUEUE-CDT300,29,370.0,0.0,3.227272727272734,0.0,1
queue-CDT300,QUEUE-CDT300,30,370.0,0.0,3.227272727272734,0.0,1
queue-CDT300,QUEUE-CDT300,31,360.0,0.0,3.0909090909090886,0.0,1
queue-CDT300,QUEUE-CDT300,32,360.0,0.0,3.0000000000000027,0.0,1
queue-CDT300,QUEUE-CDT300,33,360.0,0.0,3.0000000000000027,0.0,1
queue-CDT300,QUEUE-CDT300,34,370.0,0.0,3.227272727272734,0.0,1
queue-CDT300,QUEUE-CDT300,35,370.0,0.0,3.227272727272734,0.0,1
queue-CDT300,QUEUE-CDT300,36,370.0,0.0,3.227272727272734,0.0,1
queue-CDT300,QUEUE-CDT300,37,370.0,0.0,3.227272727272734,0.0,1
queue-CDT300,QUEUE-CDT300,38,370.0,0.0,3.1428571428571472,0.0,1
queue-CDT300,QUEUE-CDT300,39,360.0,0.0,3.0909090909090886,0.0,1
queue-CDT300,QUEUE-CDT300,40,360.0,0.0,3.0000000000000027,0.0,1
queue-CDT300,QUEUE-CDT300,41,360.0,0.0,3.0000000000000027,0.0,1
queue-CDT300,QUEUE-CDT300,42,360.0,0.0,3.0000000000000027,0.0,1
queue-CDT300,QUEUE-CDT300,43,360.0,0.0,3.0000000000000027,0.0,1
queue-CDT300,QUEUE-CDT300,44,360.0,0.0,3.0909090909090886,0.0,1
queue-CDT300,QUEUE-CDT300,45,360.0,0.0,3.0000000000000027,0.0,1
queue-CDT300,QUEUE-CDT300,46,360.0,0.0,3.0000000000000027,0.0,1
queue-CDT300,QUEUE-CDT300,47,350.0,0.0,2.857142857142858,0.0,1
queue-CDT300,QUEUE-CDT300,48,350.0,0.0,2.857142857142858,0.0,1
queue-CDT300,QUEUE-CDT300,49,350.0,0.0,2.857142857142858,0.0,1
queue-CDT300,QUEUE-CDT300,50,360.0,0.0,3.0909090909090886,0.0,1
