Autoscaler,DisplayName,MeanCPUCost_USD,StdCPUCost_USD,MeanMemoryCost_USD,StdMemoryCost_USD,MeanTotalCost_USD,StdTotalCost_USD,MinTotalCost_USD,MaxTotalCost_USD,Runs
queue-CDT120,QUEUE-CDT120,0.3268429780952381,0.0019701660538472268,0.02905073322792659,0.00019111860306814604,0.35589371132316466,0.002154915655305023,0.3533597147112165,0.3590466691266741,5
queue-CDT300,QUEUE-CDT300,0.343439093015873,0.007392441331885714,0.030602529498387897,0.0006746727025523586,0.37404162251426093,0.008054961490764938,0.36275761605282736,0.3838955772460937,5
hpa80-CDT120,HPA80-CDT120,0.3203777094603174,0.0019659524863702015,0.029620823782397075,0.00014388360191973845,0.3499985332427145,0.002101989792620251,0.3472557722547743,0.3530924234254092,5
hpa80-CDT300,HPA80-CDT300,0.33495232590476187,0.003415841974412284,0.03116951363699777,0.00016166988844257957,0.3661218395417597,0.003544188495875511,0.362604009030103,0.3713940533528646,5
