Method,Minute,MeanLatency_ms,StdLatency_ms,Runs
queue-CDT120,0,0.0,0.0,5
queue-CDT120,1,386.8125,137.79437295749779,5
queue-CDT120,2,177.30892857142857,11.886873628854952,5
queue-CDT120,3,361.3467857142857,79.72410815179741,5
queue-CDT120,4,452.02250000000004,113.82299800567547,5
queue-CDT120,5,295.7532142857143,28.820217833925163,5
queue-CDT120,6,283.26642857142855,84.92947106185778,5
queue-CDT120,7,244.49095238095236,32.69188713659943,5
queue-CDT120,8,371.9742857142857,38.673204630306394,5
queue-CDT120,9,260.0390476190476,52.333788178024705,5
queue-CDT120,10,203.13964285714286,14.539610218507306,5
queue-CDT120,11,179.93551587301587,14.583656077035519,5
queue-CDT120,12,191.97535714285715,8.597997364123195,5
queue-CDT120,13,206.22357142857146,8.932903806051158,5
queue-CDT120,14,201.69571428571427,7.924314997273931,5
queue-CDT120,15,178.2175,22.216319684673984,5
queue-CDT120,16,215.55019841269842,42.93123592176834,5
queue-CDT120,17,259.98071428571427,76.88010840833637,5
queue-CDT120,18,266.51,26.29538299144291,5
queue-CDT120,19,299.4323809523809,43.291700094269295,5
queue-CDT120,20,340.7059523809524,143.8341374099595,5
queue-CDT120,21,234.4642857142857,22.41115907355995,5
queue-CDT120,22,218.30892857142857,34.46892677855383,5
queue-CDT120,23,182.26285714285714,21.005076767296046,5
queue-CDT120,24,195.76357142857142,24.225023976684074,5
queue-CDT120,25,309.50964285714286,193.86455471934684,5
queue-CDT120,26,337.9861904761905,95.99706292157671,5
queue-CDT120,27,276.8489285714286,52.581384162640525,5
queue-CDT120,28,268.3920238095238,43.995152616252206,5
queue-CDT120,29,252.97535714285715,55.01852280280761,5
queue-CDT120,30,206.5532142857143,14.804279902915814,5
queue-CDT120,31,220.8382142857143,9.228445964704433,5
queue-CDT120,32,188.84642857142856,4.518620771150127,5
queue-CDT120,33,298.35214285714284,130.32029206625765,5
queue-CDT120,34,385.3782142857143,144.7281619175785,5
queue-CDT120,35,352.74285714285713,118.6624177562344,5
queue-CDT120,36,327.1914285714286,51.219858583027204,5
queue-CDT120,37,288.25928571428574,71.42797105104825,5
queue-CDT120,38,228.42,8.934940799570905,5
queue-CDT120,39,205.9635714285714,17.61562900392949,5
queue-CDT120,40,193.2757142857143,21.22031320697319,5
queue-CDT120,41,245.45107142857142,129.81246829708869,5
queue-CDT120,42,296.2964285714286,103.30829385582027,5
queue-CDT120,43,333.67238095238093,95.38998865975368,5
queue-CDT120,44,331.0792857142857,120.46517424930785,5
queue-CDT120,45,296.5182142857143,60.71439769422446,5
queue-CDT120,46,247.16023809523807,22.532844156023383,5
queue-CDT120,47,222.9125,36.93066138048437,5
queue-CDT120,48,190.92285714285714,24.42910108030661,5
queue-CDT120,49,204.99,46.43367783731977,5
queue-CDT120,50,278.2991666666667,67.11339792139538,5
queue-CDT120,51,277.46999999999997,48.14131002442027,5
queue-CDT120,52,268.7795238095238,46.904521077457645,5
queue-CDT120,53,248.8538095238095,14.485705636953053,5
queue-CDT120,54,241.43285714285716,45.850359519988984,5
queue-CDT120,55,222.87892857142856,12.888924162684363,5
queue-CDT120,56,197.60607142857143,15.893725277252521,5
queue-CDT120,57,270.45428571428573,122.99369991746633,5
queue-CDT120,58,306.865,104.13946380635441,5
queue-CDT120,59,331.87,174.72462630822469,5
queue-CDT120,60,385.2285714285714,184.66550510452728,5
queue-CDT120,61,402.52083333333337,97.29612739595552,5
queue-CDT120,62,234.78571428571428,21.295342980404453,5
queue-CDT120,63,218.14000000000001,9.797151212214702,5
queue-CDT120,64,205.64666666666668,17.206834124543928,5
queue-CDT120,65,248.02630952380952,56.08324126846008,5
queue-CDT120,66,352.77968253968254,134.56055153715133,5
queue-CDT120,67,268.6052380952381,81.42394797511894,5
queue-CDT120,68,312.2495238095238,111.16908928608892,5
queue-CDT120,69,403.11476190476185,72.66970825407533,5
queue-CDT120,70,310.8657142857143,133.2386084182908,5
queue-CDT120,71,270.5651190476191,63.838468120527615,5
queue-CDT120,72,232.51833333333335,12.09874783864176,5
queue-CDT300,0,0.0,0.0,5
queue-CDT300,1,341.3069047619048,102.38522257290772,5
queue-CDT300,2,171.5859126984127,14.410898935644019,5
queue-CDT300,3,340.8692857142857,35.51754323642077,5
queue-CDT300,4,386.2185714285714,45.28224062838025,5
queue-CDT300,5,402.4171428571429,108.07345802167504,5
queue-CDT300,6,295.76892857142855,75.17881794581231,5
queue-CDT300,7,326.23587301587304,77.64596349668994,5
queue-CDT300,8,298.41714285714284,62.07647801260136,5
queue-CDT300,9,239.10500000000002,94.49622413091436,5
queue-CDT300,10,201.26,7.071034621061119,5
queue-CDT300,11,204.27416666666664,17.517656765111298,5
queue-CDT300,12,212.67357142857145,9.470224417098253,5
queue-CDT300,13,207.9807142857143,18.624133249247176,5
queue-CDT300,14,173.9664285714286,16.460362020840943,5
queue-CDT300,15,181.39000000000001,17.949450287543623,5
queue-CDT300,16,276.68333333333334,165.3877503063298,5
queue-CDT300,17,336.7254761904762,205.53564806585337,5
queue-CDT300,18,253.86619047619047,32.150395694464756,5
queue-CDT300,19,298.4266666666666,71.04727749104033,5
queue-CDT300,20,261.9142857142857,29.938388879243433,5
queue-CDT300,21,234.9486904761905,13.797927964515013,5
queue-CDT300,22,216.8291666666667,41.93503138950644,5
queue-CDT300,23,191.14785714285713,9.641994538137299,5
queue-CDT300,24,193.30797619047618,9.509431423472828,5
queue-CDT300,25,269.41535714285715,101.94262269564348,5
queue-CDT300,26,220.27142857142857,15.822010631021694,5
queue-CDT300,27,263.78238095238095,32.40782938317218,5
queue-CDT300,28,252.20619047619047,20.381086837562716,5
queue-CDT300,29,246.93761904761905,27.448583370092948,5
queue-CDT300,30,230.1614285714286,12.216090834773878,5
queue-CDT300,31,237.6942857142857,72.01335802956199,5
queue-CDT300,32,175.6690476190476,18.669200811950045,5
queue-CDT300,33,274.03499999999997,98.8105788870807,5
queue-CDT300,34,376.2628571428571,161.26888199446572,5
queue-CDT300,35,282.19714285714286,33.680389513114314,5
queue-CDT300,36,264.21999999999997,25.339032801852017,5
queue-CDT300,37,287.7385714285714,94.94753540556931,5
queue-CDT300,38,236.45476190476194,44.58142592397609,5
queue-CDT300,39,212.0302380952381,29.44832210166098,5
