Autoscaler,Minute,MeanReplicas,StdReplicas,MinReplicas,MaxReplicas,Runs
queue-CDT120,0,11.0,0.0,11.0,11.0,3
queue-CDT120,1,11.0,0.0,11.0,11.0,3
queue-CDT120,2,11.0,0.0,11.0,11.0,3
queue-CDT120,3,11.125,0.21650635094610965,11.0,11.375,3
queue-CDT120,4,12.202380952380954,0.6928325965214981,11.75,13.0,3
queue-CDT120,5,14.035714285714286,0.28347335475692,13.714285714285715,14.25,3
queue-CDT120,6,15.333333333333334,0.5773502691896258,15.0,16.0,3
queue-CDT120,7,16.73015873015873,0.9901250903968702,16.0,17.857142857142858,3
queue-CDT120,8,18.726190476190478,0.2864573670360938,18.42857142857143,19.0,3
queue-CDT120,9,20.148809523809522,0.48979813278977946,19.857142857142858,20.714285714285715,3
queue-CDT120,10,21.083333333333332,0.14433756729740696,21.0,21.25,3
queue-CDT120,11,21.61904761904762,0.5408484138857406,21.0,22.0,3
queue-CDT120,12,22.19047619047619,0.7330859199209843,21.57142857142857,23.0,3
queue-CDT120,13,22.428571428571427,0.7423074889580894,22.0,23.285714285714285,3
queue-CDT120,14,23.583333333333332,0.7216878364870317,22.75,24.0,3
queue-CDT120,15,23.666666666666668,0.5773502691896263,23.0,24.0,3
queue-CDT120,16,23.666666666666668,0.5773502691896263,23.0,24.0,3
queue-CDT120,17,24.428571428571427,0.14285714285714368,24.285714285714285,24.571428571428573,3
queue-CDT120,18,27.055555555555554,1.3574213025411792,25.5,28.0,3
queue-CDT120,19,29.873015873015873,1.1219145982806453,29.166666666666664,31.166666666666664,3
queue-CDT120,20,31.333333333333332,1.5275252316519465,30.0,33.0,3
queue-CDT120,21,31.333333333333332,1.5275252316519465,30.0,33.0,3
queue-CDT120,22,31.333333333333332,1.5275252316519465,30.0,33.0,3
queue-CDT120,23,28.30952380952381,0.9121720359281191,27.42857142857143,29.25,3
queue-CDT120,24,26.666666666666668,1.1547005383792517,26.0,28.0,3
queue-CDT120,25,26.47023809523809,1.9417812584795218,24.285714285714285,28.0,3
queue-CDT120,26,28.007936507936506,1.5208925453636448,26.285714285714285,29.166666666666668,3
queue-CDT120,27,30.42063492063492,1.2657921554509701,29.0,31.42857142857143,3
queue-CDT120,28,31.28571428571429,0.6226998490772404,30.857142857142858,32.0,3
queue-CDT120,29,31.333333333333332,0.5773502691896255,31.0,32.0,3
queue-CDT120,30,31.333333333333332,0.5773502691896255,31.0,32.0,3
queue-CDT120,31,29.40476190476191,0.64812655184839,28.714285714285715,30.0,3
queue-CDT120,32,27.333333333333332,0.5773502691896255,27.0,28.0,3
queue-CDT120,33,26.666666666666668,1.5275252316519465,25.0,28.0,3
queue-CDT120,34,26.666666666666668,2.2718843133692643,24.125,28.5,3
queue-CDT120,35,28.722222222222218,1.8358568490953668,26.833333333333332,30.5,3
queue-CDT120,36,31.0,1.0,30.0,32.0,3
queue-CDT120,37,31.833333333333332,0.7637626158259728,31.0,32.5,3
queue-CDT120,38,32.0,1.0,31.0,33.0,3
queue-CDT120,39,32.0,1.0,31.0,33.0,3
queue-CDT120,40,28.23809523809524,1.0816968277714805,27.0,29.0,3
queue-CDT120,41,27.416666666666668,0.5204164998665335,27.0,28.0,3
queue-CDT120,42,26.71428571428571,1.4498416521560311,25.142857142857142,28.0,3
queue-CDT120,43,27.773809523809522,1.0716269657588382,26.714285714285715,28.857142857142858,3
queue-CDT120,44,29.84523809523809,1.000212562442618,29.25,31.0,3
queue-CDT120,45,30.666666666666668,1.1547005383792517,30.0,32.0,3
queue-CDT120,46,30.666666666666668,1.1547005383792517,30.0,32.0,3
queue-CDT120,47,30.666666666666668,1.1547005383792517,30.0,32.0,3
queue-CDT120,48,29.97023809523809,0.33136108713611334,29.625,30.285714285714285,3
queue-CDT120,49,27.333333333333332,0.5773502691896255,27.0,28.0,3
queue-CDT120,50,26.416666666666668,1.9418633662885072,24.25,28.0,3
queue-CDT120,51,26.666666666666668,1.5275252316519465,25.0,28.0,3
